block_id	chrom	start	end	recomb_rate_cm_per_mb
chr15_83536813_83591951	chr15	83536813	83591951	0.914131
chr15_83591951_83818350	chr15	83591951	83818350	0.3135
chr15_83818350_83922923	chr15	83818350	83922923	0.328711
chr15_83922923_84033649	chr15	83922923	84033649	0.498771
chr15_84033649_84593453	chr15	84033649	84593453	0.306313
chr15_84593453_84840608	chr15	84593453	84840608	0.120757
chr15_84840608_84893385	chr15	84840608	84893385	1.03803
chr15_84893385_84911426	chr15	84893385	84911426	3.50152
chr15_84911426_84923649	chr15	84911426	84923649	4.75174
chr15_84923649_84950132	chr15	84923649	84950132	2.42058
chr15_84950132_84972871	chr15	84950132	84972871	3.29342
chr15_84972871_85155378	chr15	84972871	85155378	0.425332
chr15_85155378_85367253	chr15	85155378	85367253	0.205534
chr15_85367253_85467114	chr15	85367253	85467114	0.257911
chr15_85467114_85542545	chr15	85467114	85542545	0.44249
chr15_85542545_85701922	chr15	85542545	85701922	0.306498
chr15_85701922_85798559	chr15	85701922	85798559	0.921795
chr15_85798559_85816914	chr15	85798559	85816914	5.86739
chr15_85816914_85843056	chr15	85816914	85843056	3.43028
chr15_85843056_85871492	chr15	85843056	85871492	3.25999
chr15_85871492_85893412	chr15	85871492	85893412	5.19696
chr15_85893412_85940414	chr15	85893412	85940414	2.55658
chr15_85940414_86012426	chr15	85940414	86012426	0.535826
chr15_86012426_86110470	chr15	86012426	86110470	1.89678
chr15_86110470_86176915	chr15	86110470	86176915	1.14386
chr15_86176915_86235780	chr15	86176915	86235780	0.721606
chr15_86235780_86282024	chr15	86235780	86282024	1.04223
chr15_86282024_86342233	chr15	86282024	86342233	0.742988
chr15_86342233_86574024	chr15	86342233	86574024	1.25482
chr15_86574024_86619612	chr15	86574024	86619612	3.26928
chr15_86619612_86703068	chr15	86619612	86703068	1.31946
chr15_86703068_86754714	chr15	86703068	86754714	2.46234
chr15_86754714_86778481	chr15	86754714	86778481	3.90285
chr15_86778481_86825058	chr15	86778481	86825058	1.52567
chr15_86825058_86857134	chr15	86825058	86857134	1.57382
chr15_86857134_86895367	chr15	86857134	86895367	2.08225
chr15_86895367_86917741	chr15	86895367	86917741	7.65244
chr15_86917741_87042243	chr15	86917741	87042243	0.987936
chr15_87042243_87125407	chr15	87042243	87125407	0.435839
chr15_87125407_87152315	chr15	87125407	87152315	4.96092
chr15_87152315_87162030	chr15	87152315	87162030	20.8561
chr15_87162030_87242912	chr15	87162030	87242912	0.793962
chr15_87242912_87320558	chr15	87242912	87320558	0.556979
chr15_87320558_87364481	chr15	87320558	87364481	0.804019
chr15_87364481_87490031	chr15	87364481	87490031	1.12848
chr15_87490031_87571036	chr15	87490031	87571036	1.7077
chr15_87571036_87651858	chr15	87571036	87651858	0.49992
chr15_87651858_87754667	chr15	87651858	87754667	0.938062
chr15_87754667_87779489	chr15	87754667	87779489	1.70067
chr15_87779489_87826376	chr15	87779489	87826376	2.3287
chr15_87826376_87847583	chr15	87826376	87847583	0.611731
chr15_87847583_87910039	chr15	87847583	87910039	0.828593
chr15_87910039_87949777	chr15	87910039	87949777	0.762253
chr15_87949777_88056529	chr15	87949777	88056529	0.977963
chr15_88056529_88121562	chr15	88056529	88121562	0.694893
chr15_88121562_88207004	chr15	88121562	88207004	1.16748
chr15_88207004_88266496	chr15	88207004	88266496	2.68296
chr15_88266496_88283060	chr15	88266496	88283060	7.4462
chr15_88283060_88328502	chr15	88283060	88328502	4.9348
chr15_88328502_88370228	chr15	88328502	88370228	2.022
chr15_88370228_88388868	chr15	88370228	88388868	6.91049
chr15_88388868_88492860	chr15	88388868	88492860	1.56505
chr15_88492860_88560085	chr15	88492860	88560085	1.91444
chr15_88560085_88614369	chr15	88560085	88614369	1.26469
chr15_88614369_88647131	chr15	88614369	88647131	4.1975
chr15_88647131_88731151	chr15	88647131	88731151	2.41713
chr15_88731151_88793624	chr15	88731151	88793624	4.05989
chr15_88793624_88825490	chr15	88793624	88825490	10.6219
chr15_88825490_88840969	chr15	88825490	88840969	15.1462
chr15_88840969_88873619	chr15	88840969	88873619	3.60489
chr15_88873619_88908973	chr15	88873619	88908973	1.61386
chr15_88908973_88983717	chr15	88908973	88983717	0.745474
chr15_88983717_89038521	chr15	88983717	89038521	2.72186
chr15_89038521_89075328	chr15	89038521	89075328	3.87759
chr15_89075328_89142337	chr15	89075328	89142337	2.56222
chr15_89142337_89178833	chr15	89142337	89178833	0.719822
chr15_89178833_89216546	chr15	89178833	89216546	0.727973
chr15_89216546_89363691	chr15	89216546	89363691	0.983864
chr15_89363691_89439305	chr15	89363691	89439305	2.33136
chr15_89439305_89526213	chr15	89439305	89526213	3.57167
chr15_89526213_89556869	chr15	89526213	89556869	1.51779
chr15_89556869_89667206	chr15	89556869	89667206	0.231027
chr15_89667206_89749703	chr15	89667206	89749703	0.889483
chr15_89749703_89801121	chr15	89749703	89801121	1.72607
chr15_89801121_89908566	chr15	89801121	89908566	2.46141
chr15_89908566_89931884	chr15	89908566	89931884	7.95805
chr15_89931884_89975987	chr15	89931884	89975987	1.69346
chr15_89975987_90012816	chr15	89975987	90012816	1.34003
chr15_90012816_90034482	chr15	90012816	90034482	8.05625
chr15_90034482_90087724	chr15	90034482	90087724	3.98811
chr15_90087724_90134815	chr15	90087724	90134815	1.21653
chr15_90134815_90163003	chr15	90134815	90163003	0.768447
chr15_90163003_90224628	chr15	90163003	90224628	0.830892
chr15_90224628_90294489	chr15	90224628	90294489	0.8576
chr15_90294489_90346540	chr15	90294489	90346540	0.973162
chr15_90346540_90545652	chr15	90346540	90545652	0.409515
chr15_90545652_90601355	chr15	90545652	90601355	0.785457
chr15_90601355_90678076	chr15	90601355	90678076	0.426815
chr15_90678076_90725532	chr15	90678076	90725532	2.90359
chr15_90725532_90786060	chr15	90725532	90786060	1.82233
chr15_90786060_90839685	chr15	90786060	90839685	3.97414
chr15_90839685_90901110	chr15	90839685	90901110	5.45847
chr15_90901110_90956583	chr15	90901110	90956583	0.888923
chr15_90956583_91037856	chr15	90956583	91037856	2.14437
chr15_91037856_91047621	chr15	91037856	91047621	13.7548
chr15_91047621_91069817	chr15	91047621	91069817	5.7414
chr15_91069817_91154481	chr15	91069817	91154481	1.13498
chr15_91154481_91174098	chr15	91154481	91174098	2.28949
chr15_91174098_91206396	chr15	91174098	91206396	2.72951
chr15_91206396_91262359	chr15	91206396	91262359	1.81503
chr15_91262359_91304671	chr15	91262359	91304671	2.4803
chr15_91304671_91376902	chr15	91304671	91376902	1.98848
chr15_91376902_91469200	chr15	91376902	91469200	4.16626
chr15_91469200_91513492	chr15	91469200	91513492	3.7592
chr15_91513492_91547565	chr15	91513492	91547565	3.50049
chr15_91547565_91577438	chr15	91547565	91577438	3.77168
chr15_91577438_91607518	chr15	91577438	91607518	0.88646
chr15_91607518_91620885	chr15	91607518	91620885	5.3411
chr15_91620885_91688140	chr15	91620885	91688140	2.30991
chr15_91688140_91753275	chr15	91688140	91753275	1.06462
chr15_91753275_91780895	chr15	91753275	91780895	3.26039
chr15_91780895_91805872	chr15	91780895	91805872	1.84391
chr15_91805872_91851373	chr15	91805872	91851373	2.16577
chr15_91851373_91881440	chr15	91851373	91881440	2.1949
chr15_91881440_91934689	chr15	91881440	91934689	0.9076
chr15_91934689_91954106	chr15	91934689	91954106	1.50305
chr15_91954106_92001438	chr15	91954106	92001438	2.8112
chr15_92001438_92032824	chr15	92001438	92032824	3.1855
chr15_92032824_92084020	chr15	92032824	92084020	1.39981
chr15_92084020_92114053	chr15	92084020	92114053	1.11477
chr15_92114053_92126662	chr15	92114053	92126662	8.54497
chr15_92126662_92149015	chr15	92126662	92149015	6.47265
chr15_92149015_92182270	chr15	92149015	92182270	3.71291
chr15_92182270_92190621	chr15	92182270	92190621	2.7409
chr15_92190621_92265260	chr15	92190621	92265260	0.9206
chr15_92265260_92337647	chr15	92265260	92337647	3.21267
chr15_92337647_92367076	chr15	92337647	92367076	5.17231
chr15_92367076_92396540	chr15	92367076	92396540	3.1108
chr15_92396540_92407912	chr15	92396540	92407912	2.69437
chr15_92407912_92440973	chr15	92407912	92440973	1.36461
chr15_92440973_92453361	chr15	92440973	92453361	11.6995
chr15_92453361_92484277	chr15	92453361	92484277	3.32835
chr15_92484277_92514501	chr15	92484277	92514501	1.87712
chr15_92514501_92561751	chr15	92514501	92561751	4.1018
chr15_92561751_92583551	chr15	92561751	92583551	3.05498
chr15_92583551_92629842	chr15	92583551	92629842	2.82659
chr15_92629842_92665228	chr15	92629842	92665228	1.01367
chr15_92665228_92683107	chr15	92665228	92683107	0.769531
chr15_92683107_92703732	chr15	92683107	92703732	0.846335
chr15_92703732_92750763	chr15	92703732	92750763	1.00594
chr15_92750763_92782836	chr15	92750763	92782836	1.76363
chr15_92782836_92822538	chr15	92782836	92822538	2.63001
chr15_92822538_92952743	chr15	92822538	92952743	1.12098
chr15_92952743_93020431	chr15	92952743	93020431	0.81896
chr15_93020431_93045059	chr15	93020431	93045059	9.25534
chr15_93045059_93048663	chr15	93045059	93048663	18.8509
chr15_93048663_93063000	chr15	93048663	93063000	5.8035
chr15_93063000_93080889	chr15	93063000	93080889	3.8276
chr15_93080889_93111302	chr15	93080889	93111302	4.96667
chr15_93111302_93130014	chr15	93111302	93130014	7.60629
chr15_93130014_93142434	chr15	93130014	93142434	4.54113
chr15_93142434_93146986	chr15	93142434	93146986	7.81788
chr15_93146986_93164597	chr15	93146986	93164597	5.88737
chr15_93164597_93178130	chr15	93164597	93178130	12.7997
chr15_93178130_93187299	chr15	93178130	93187299	10.7322
chr15_93187299_93214821	chr15	93187299	93214821	2.4643
chr15_93214821_93239075	chr15	93214821	93239075	5.5851
chr15_93239075_93251022	chr15	93239075	93251022	14.8164
chr15_93251022_93257628	chr15	93251022	93257628	10.4291
chr15_93257628_93288835	chr15	93257628	93288835	10.438
chr15_93288835_93304668	chr15	93288835	93304668	5.86239
chr15_93304668_93321917	chr15	93304668	93321917	13.3932
chr15_93321917_93345675	chr15	93321917	93345675	7.00951
chr15_93345675_93365980	chr15	93345675	93365980	4.60751
chr15_93365980_93385569	chr15	93365980	93385569	7.60514
chr15_93385569_93406914	chr15	93385569	93406914	1.54041
chr15_93406914_93422031	chr15	93406914	93422031	4.26561
chr15_93422031_93448185	chr15	93422031	93448185	4.04533
chr15_93448185_93478502	chr15	93448185	93478502	5.45874
chr15_93478502_93522889	chr15	93478502	93522889	2.78597
chr15_93522889_93552052	chr15	93522889	93552052	1.65422
chr15_93552052_93582064	chr15	93552052	93582064	4.53856
chr15_93582064_93614250	chr15	93582064	93614250	1.80948
chr15_93614250_93649377	chr15	93614250	93649377	3.75254
chr15_93649377_93660579	chr15	93649377	93660579	6.62339
chr15_93660579_93675736	chr15	93660579	93675736	8.95263
chr15_93675736_93706759	chr15	93675736	93706759	0.442007
chr15_93706759_93781740	chr15	93706759	93781740	0.646762
chr15_93781740_93799575	chr15	93781740	93799575	6.49092
chr15_93799575_93827914	chr15	93799575	93827914	2.05332
chr15_93827914_93874076	chr15	93827914	93874076	1.20294
chr15_93874076_93966061	chr15	93874076	93966061	1.04801
chr15_93966061_94007365	chr15	93966061	94007365	2.38349
chr15_94007365_94035397	chr15	94007365	94035397	6.37594
chr15_94035397_94081089	chr15	94035397	94081089	4.71149
chr15_94081089_94120936	chr15	94081089	94120936	2.31026
chr15_94120936_94132689	chr15	94120936	94132689	3.34937
chr15_94132689_94182125	chr15	94132689	94182125	4.27147
chr15_94182125_94206229	chr15	94182125	94206229	8.18008
chr15_94206229_94225434	chr15	94206229	94225434	10.3817
chr15_94225434_94276038	chr15	94225434	94276038	2.88861
chr15_94276038_94302352	chr15	94276038	94302352	4.75708
chr15_94302352_94312321	chr15	94302352	94312321	15.1315
chr15_94312321_94325266	chr15	94312321	94325266	7.42029
chr15_94325266_94379402	chr15	94325266	94379402	2.83509
chr15_94379402_94410138	chr15	94379402	94410138	8.01538
chr15_94410138_94469964	chr15	94410138	94469964	2.13285
chr15_94469964_94502451	chr15	94469964	94502451	1.32276
chr15_94502451_94520435	chr15	94502451	94520435	0.772361
chr15_94520435_94556794	chr15	94520435	94556794	1.1869
chr15_94556794_94582221	chr15	94556794	94582221	4.11217
chr15_94582221_94614823	chr15	94582221	94614823	1.86507
chr15_94614823_94662274	chr15	94614823	94662274	3.10089
chr15_94662274_94668333	chr15	94662274	94668333	14.3177
chr15_94668333_94695778	chr15	94668333	94695778	12.0296
chr15_94695778_94728131	chr15	94695778	94728131	3.61517
chr15_94728131_94740462	chr15	94728131	94740462	8.54655
chr15_94740462_94769835	chr15	94740462	94769835	2.01435
chr15_94769835_94844844	chr15	94769835	94844844	0.923419
chr15_94844844_94925956	chr15	94844844	94925956	0.246698
chr15_94925956_94993938	chr15	94925956	94993938	0.965785
chr15_94993938_95033990	chr15	94993938	95033990	2.14267
chr15_95033990_95119842	chr15	95033990	95119842	1.90356
chr15_95119842_95165944	chr15	95119842	95165944	3.28088
chr15_95165944_95196151	chr15	95165944	95196151	2.69481
chr15_95196151_95255114	chr15	95196151	95255114	1.34657
chr15_95255114_95287666	chr15	95255114	95287666	5.64439
chr15_95287666_95326211	chr15	95287666	95326211	3.29069
chr15_95326211_95383732	chr15	95326211	95383732	2.41198
chr15_95383732_95405128	chr15	95383732	95405128	7.43644
chr15_95405128_95453834	chr15	95405128	95453834	6.37979
chr15_95453834_95495509	chr15	95453834	95495509	1.81233
chr15_95495509_95532324	chr15	95495509	95532324	2.43181
chr15_95532324_95548436	chr15	95532324	95548436	9.67754
chr15_95548436_95556982	chr15	95548436	95556982	7.71656
chr15_95556982_95597174	chr15	95556982	95597174	4.44964
chr15_95597174_95638496	chr15	95597174	95638496	1.84244
chr15_95638496_95675513	chr15	95638496	95675513	1.35971
chr15_95675513_95867725	chr15	95675513	95867725	0.295388
chr15_95867725_95906704	chr15	95867725	95906704	2.11795
chr15_95906704_95930505	chr15	95906704	95930505	2.73785
chr15_95930505_95957815	chr15	95930505	95957815	5.3871
chr15_95957815_95987651	chr15	95957815	95987651	4.35209
chr15_95987651_96011763	chr15	95987651	96011763	3.99258
chr15_96011763_96038507	chr15	96011763	96038507	1.54634
chr15_96038507_96064908	chr15	96038507	96064908	3.75258
chr15_96064908_96100380	chr15	96064908	96100380	4.15887
chr15_96100380_96127356	chr15	96100380	96127356	2.73384
chr15_96127356_96144127	chr15	96127356	96144127	7.3883
chr15_96144127_96181132	chr15	96144127	96181132	3.51699
chr15_96181132_96188661	chr15	96181132	96188661	4.55808
chr15_96188661_96213343	chr15	96188661	96213343	2.08052
chr15_96213343_96261029	chr15	96213343	96261029	1.44017
chr15_96261029_96269981	chr15	96261029	96269981	5.04949
chr15_96269981_96329983	chr15	96269981	96329983	1.85724
chr15_96329983_96347544	chr15	96329983	96347544	14.0168
chr15_96347544_96359347	chr15	96347544	96359347	12.0877
chr15_96359347_96372050	chr15	96359347	96372050	6.18777
chr15_96372050_96407145	chr15	96372050	96407145	1.90184
chr15_96407145_96455091	chr15	96407145	96455091	1.15364
chr15_96455091_96502762	chr15	96455091	96502762	0.872484
chr15_96502762_96538327	chr15	96502762	96538327	2.14844
chr15_96538327_96558004	chr15	96538327	96558004	9.91066
chr15_96558004_96640769	chr15	96558004	96640769	1.16728
chr15_96640769_96676363	chr15	96640769	96676363	0.881624
chr15_96676363_96718128	chr15	96676363	96718128	1.35005
chr15_96718128_96764690	chr15	96718128	96764690	4.02945
chr15_96764690_96781967	chr15	96764690	96781967	2.35279
chr15_96781967_96807036	chr15	96781967	96807036	1.39306
chr15_96807036_96844442	chr15	96807036	96844442	2.76838
chr15_96844442_96892240	chr15	96844442	96892240	1.46479
chr15_96892240_96950309	chr15	96892240	96950309	0.826676
chr15_96950309_96973699	chr15	96950309	96973699	7.53303
chr15_96973699_97007426	chr15	96973699	97007426	2.15943
chr15_97007426_97044421	chr15	97007426	97044421	1.344
chr15_97044421_97084956	chr15	97044421	97084956	2.47238
chr15_97084956_97115825	chr15	97084956	97115825	5.21838
chr15_97115825_97146926	chr15	97115825	97146926	1.36845
chr15_97146926_97174916	chr15	97146926	97174916	5.2012
chr15_97174916_97226135	chr15	97174916	97226135	4.95368
chr15_97226135_97237229	chr15	97226135	97237229	4.05835
chr15_97237229_97256041	chr15	97237229	97256041	3.01649
chr15_97256041_97328680	chr15	97256041	97328680	0.683195
chr15_97328680_97384051	chr15	97328680	97384051	1.3474
chr15_97384051_97429030	chr15	97384051	97429030	1.23633
chr15_97429030_97488142	chr15	97429030	97488142	4.38018
chr15_97488142_97508409	chr15	97488142	97508409	4.33189
chr15_97508409_97527143	chr15	97508409	97527143	8.07234
chr15_97527143_97553783	chr15	97527143	97553783	2.12786
chr15_97553783_97610965	chr15	97553783	97610965	4.26468
chr15_97610965_97629799	chr15	97610965	97629799	3.0376
chr15_97629799_97651257	chr15	97629799	97651257	1.47517
chr15_97651257_97672487	chr15	97651257	97672487	7.60674
chr15_97672487_97716350	chr15	97672487	97716350	3.42607
chr15_97716350_97761300	chr15	97716350	97761300	0.67241
chr15_97761300_97801846	chr15	97761300	97801846	0.763553
chr15_97801846_97830878	chr15	97801846	97830878	2.19596
chr15_97830878_97859767	chr15	97830878	97859767	2.09654
chr15_97859767_97884170	chr15	97859767	97884170	4.1833
chr15_97884170_97903391	chr15	97884170	97903391	3.99098
chr15_97903391_97911613	chr15	97903391	97911613	3.75615
chr15_97911613_97955364	chr15	97911613	97955364	3.18532
chr15_97955364_98016526	chr15	97955364	98016526	2.57896
chr15_98016526_98040388	chr15	98016526	98040388	3.54907
chr15_98040388_98090129	chr15	98040388	98090129	0.892578
chr15_98090129_98129563	chr15	98090129	98129563	5.4193
chr15_98129563_98136808	chr15	98129563	98136808	17.3371
chr15_98136808_98177670	chr15	98136808	98177670	4.26455
chr15_98177670_98272415	chr15	98177670	98272415	1.02103
chr15_98272415_98287246	chr15	98272415	98287246	7.04068
chr15_98287246_98320143	chr15	98287246	98320143	3.36982
chr15_98320143_98328620	chr15	98320143	98328620	14.7046
chr15_98328620_98353582	chr15	98328620	98353582	4.21701
chr15_98353582_98367025	chr15	98353582	98367025	11.0477
chr15_98367025_98383886	chr15	98367025	98383886	1.7536
chr15_98383886_98413403	chr15	98383886	98413403	1.09589
chr15_98413403_98419623	chr15	98413403	98419623	12.4159
chr15_98419623_98430753	chr15	98419623	98430753	3.31477
chr15_98430753_98500158	chr15	98430753	98500158	0.892351
chr15_98500158_98529228	chr15	98500158	98529228	2.1859
chr15_98529228_98541882	chr15	98529228	98541882	1.97829
chr15_98541882_98562829	chr15	98541882	98562829	3.58602
chr15_98562829_98586788	chr15	98562829	98586788	4.12438
chr15_98586788_98618088	chr15	98586788	98618088	2.90187
chr15_98618088_98651933	chr15	98618088	98651933	1.4499
chr15_98651933_98703693	chr15	98651933	98703693	3.01552
chr15_98703693_98775532	chr15	98703693	98775532	1.5486
chr15_98775532_98853458	chr15	98775532	98853458	1.57611
chr15_98853458_98912041	chr15	98853458	98912041	2.24677
chr15_98912041_98942632	chr15	98912041	98942632	5.82961
chr15_98942632_98953158	chr15	98942632	98953158	2.47491
chr15_98953158_98970002	chr15	98953158	98970002	2.6233
chr15_98970002_99015249	chr15	98970002	99015249	1.077
chr15_99015249_99040923	chr15	99015249	99040923	0.568393
chr15_99040923_99065742	chr15	99040923	99065742	5.37852
chr15_99065742_99070777	chr15	99065742	99070777	22.2275
chr15_99070777_99086217	chr15	99070777	99086217	4.4739
chr15_99086217_99113306	chr15	99086217	99113306	2.94135
chr15_99113306_99132517	chr15	99113306	99132517	1.6237
chr15_99132517_99226776	chr15	99132517	99226776	0.52974
chr15_99226776_99386485	chr15	99226776	99386485	0.330314
chr15_99386485_99413727	chr15	99386485	99413727	3.88932
chr15_99413727_99446559	chr15	99413727	99446559	1.6788
chr15_99446559_99486430	chr15	99446559	99486430	2.43966
chr15_99486430_99506962	chr15	99486430	99506962	3.61932
chr15_99506962_99539086	chr15	99506962	99539086	5.61886
chr15_99539086_99556789	chr15	99539086	99556789	2.67473
chr15_99556789_99733217	chr15	99556789	99733217	0.502421
chr15_99733217_99750069	chr15	99733217	99750069	8.13371
chr15_99750069_99771638	chr15	99750069	99771638	2.20396
chr15_99771638_99886514	chr15	99771638	99886514	1.26171
chr15_99886514_99918654	chr15	99886514	99918654	3.78457
chr15_99918654_99967745	chr15	99918654	99967745	1.60374
chr15_99967745_100010226	chr15	99967745	100010226	2.31192
chr15_100010226_100056929	chr15	100010226	100056929	1.69444
chr15_100056929_100095834	chr15	100056929	100095834	4.36219
chr15_100095834_100118002	chr15	100095834	100118002	6.1409
chr15_100118002_100153512	chr15	100118002	100153512	5.06598
chr15_100153512_100189160	chr15	100153512	100189160	4.44135
chr15_100189160_100205916	chr15	100189160	100205916	15.4733
chr15_100205916_100218669	chr15	100205916	100218669	7.74974
chr15_100218669_100267139	chr15	100218669	100267139	1.59661
chr15_100267139_100311926	chr15	100267139	100311926	1.38793
chr15_100311926_100332542	chr15	100311926	100332542	8.96755
chr15_100332542_100372215	chr15	100332542	100372215	1.73122
chr15_100372215_100470994	chr15	100372215	100470994	0.346088
chr15_100470994_100543200	chr15	100470994	100543200	0.750283
chr15_100543200_100603326	chr15	100543200	100603326	0.871889
chr15_100603326_100637021	chr15	100603326	100637021	1.1087
chr15_100637021_100658875	chr15	100637021	100658875	3.31804
chr15_100658875_100684892	chr15	100658875	100684892	3.37412
chr15_100684892_100710667	chr15	100684892	100710667	1.59248
chr15_100710667_100765933	chr15	100710667	100765933	1.87581
chr15_100765933_100789672	chr15	100765933	100789672	3.09439
chr15_100789672_100849464	chr15	100789672	100849464	1.84631
chr15_100849464_100873214	chr15	100849464	100873214	1.97143
chr15_100873214_100921546	chr15	100873214	100921546	2.6426
chr15_100921546_100950965	chr15	100921546	100950965	1.47485
chr15_100950965_101011509	chr15	100950965	101011509	1.85965
chr15_101011509_101071602	chr15	101011509	101071602	2.75589
chr15_101071602_101101228	chr15	101071602	101101228	14.6658
chr15_101101228_101108619	chr15	101101228	101108619	7.84242
chr15_101108619_101154824	chr15	101108619	101154824	7.61807
chr15_101154824_101160456	chr15	101154824	101160456	14.8897
chr15_101160456_101254268	chr15	101160456	101254268	0.896215
chr15_101254268_101321958	chr15	101254268	101321958	2.35086
chr15_101321958_101341500	chr15	101321958	101341500	2.97497
chr15_101341500_101349350	chr15	101341500	101349350	2.00183
chr16_556897_638557	chr16	556897	638557	0.856084
chr16_638557_668514	chr16	638557	668514	0.756542
chr16_668514_707891	chr16	668514	707891	0.93367
chr16_707891_744175	chr16	707891	744175	2.61208
chr16_744175_752666	chr16	744175	752666	13.6534
chr16_828324_848055	chr16	828324	848055	8.0389
chr16_848055_888717	chr16	848055	888717	3.91968
chr16_888717_898777	chr16	888717	898777	29.5245
chr16_898777_988413	chr16	898777	988413	0.824424
chr16_988413_998199	chr16	988413	998199	16.0524
chr16_998199_1021543	chr16	998199	1021543	2.39914
chr16_1021543_1056085	chr16	1021543	1056085	1.49236
chr16_1056085_1075548	chr16	1056085	1075548	8.94344
chr16_1096415_1126214	chr16	1096415	1126214	4.13296
chr16_1126214_1143554	chr16	1126214	1143554	6.29912
chr16_1143554_1194877	chr16	1143554	1194877	3.65445
chr16_1194877_1261017	chr16	1194877	1261017	1.77545
chr16_1261017_1279134	chr16	1261017	1279134	9.1448
chr16_1279134_1338887	chr16	1279134	1338887	0.910393
chr16_1338887_1431864	chr16	1338887	1431864	0.289159
chr16_1431864_1483916	chr16	1431864	1483916	2.9984
chr16_1483916_1495447	chr16	1483916	1495447	9.21599
chr16_1495447_1521119	chr16	1495447	1521119	2.89726
chr16_1521119_1773727	chr16	1521119	1773727	0.246269
chr16_1773727_1928648	chr16	1773727	1928648	0.598454
chr16_1928648_1947613	chr16	1928648	1947613	3.8636
chr16_1947613_1978401	chr16	1947613	1978401	2.92046
chr16_1978401_2014899	chr16	1978401	2014899	1.18706
chr16_2014899_2035807	chr16	2014899	2035807	5.0027
chr16_2035807_2070401	chr16	2035807	2070401	2.68852
chr16_2070401_2156590	chr16	2070401	2156590	0.615409
chr16_2156590_2245074	chr16	2156590	2245074	1.30893
chr16_2245074_2305446	chr16	2245074	2305446	0.839703
chr16_2305446_2381239	chr16	2305446	2381239	4.32604
chr16_2381239_2454628	chr16	2381239	2454628	0.787434
chr16_2454628_2687520	chr16	2454628	2687520	1.16311
chr16_2687520_2713244	chr16	2687520	2713244	2.36011
chr16_2713244_2776597	chr16	2713244	2776597	1.40648
chr16_2776597_2840209	chr16	2776597	2840209	4.28409
chr16_2840209_2863115	chr16	2840209	2863115	3.49091
chr16_2863115_2920500	chr16	2863115	2920500	1.15929
chr16_2920500_2945984	chr16	2920500	2945984	2.19159
chr16_2945984_3013148	chr16	2945984	3013148	1.45721
chr16_3013148_3056358	chr16	3013148	3056358	1.05146
chr16_3056358_3066597	chr16	3056358	3066597	18.5735
chr16_3066597_3201522	chr16	3066597	3201522	1.05763
chr16_3201522_3250895	chr16	3201522	3250895	2.22162
chr16_3250895_3327490	chr16	3250895	3327490	2.14412
chr16_3327490_3449163	chr16	3327490	3449163	0.710028
chr16_3449163_3492799	chr16	3449163	3492799	0.979747
chr16_3492799_3635781	chr16	3492799	3635781	0.294822
chr16_3635781_3706298	chr16	3635781	3706298	1.23971
chr16_3706298_3912431	chr16	3706298	3912431	0.91113
chr16_3912431_3949539	chr16	3912431	3949539	1.90677
chr16_3949539_3983521	chr16	3949539	3983521	5.48288
chr16_3983521_3996568	chr16	3983521	3996568	5.07228
chr16_3996568_4027315	chr16	3996568	4027315	2.45589
chr16_4027315_4144271	chr16	4027315	4144271	0.797963
chr16_4144271_4204228	chr16	4144271	4204228	2.95015
chr16_4204228_4225175	chr16	4204228	4225175	4.13329
chr16_4225175_4311609	chr16	4225175	4311609	2.70736
chr16_4311609_4448173	chr16	4311609	4448173	1.87976
chr16_4448173_4553160	chr16	4448173	4553160	0.284924
chr16_4553160_4627189	chr16	4553160	4627189	0.472543
chr16_4627189_4688250	chr16	4627189	4688250	2.1996
chr16_4688250_4765402	chr16	4688250	4765402	1.33365
chr16_4765402_4902193	chr16	4765402	4902193	0.511479
chr16_4902193_4949391	chr16	4902193	4949391	7.18355
chr16_4949391_4987522	chr16	4949391	4987522	1.53143
chr16_4987522_5023886	chr16	4987522	5023886	1.95735
chr16_5023886_5067606	chr16	5023886	5067606	3.26928
chr16_5067606_5101039	chr16	5067606	5101039	3.69104
chr16_5101039_5136063	chr16	5101039	5136063	1.69262
chr16_5136063_5147873	chr16	5136063	5147873	9.46836
chr16_5147873_5193668	chr16	5147873	5193668	5.12678
chr16_5193668_5235393	chr16	5193668	5235393	3.1683
chr16_5235393_5293743	chr16	5235393	5293743	1.25094
chr16_5293743_5358912	chr16	5293743	5358912	2.434
chr16_5358912_5412904	chr16	5358912	5412904	3.21356
chr16_5412904_5442997	chr16	5412904	5442997	3.30874
chr16_5442997_5472463	chr16	5442997	5472463	3.25696
chr16_5472463_5486862	chr16	5472463	5486862	7.57937
chr16_5486862_5521608	chr16	5486862	5521608	8.59575
chr16_5521608_5556640	chr16	5521608	5556640	1.16997
chr16_5556640_5582389	chr16	5556640	5582389	3.42576
chr16_5582389_5609675	chr16	5582389	5609675	3.21432
chr16_5609675_5631782	chr16	5609675	5631782	2.64131
chr16_5631782_5734106	chr16	5631782	5734106	1.77001
chr16_5734106_5804436	chr16	5734106	5804436	3.03697
chr16_5804436_5841579	chr16	5804436	5841579	4.64996
chr16_5841579_5881209	chr16	5841579	5881209	2.8823
chr16_5881209_5906254	chr16	5881209	5906254	1.53274
chr16_5906254_5946818	chr16	5906254	5946818	3.29729
chr16_5946818_5968372	chr16	5946818	5968372	11.509
chr16_5968372_5983468	chr16	5968372	5983468	8.27696
