block_id	avi_rank	avi_top1_fraction	avi_mean	eqtl_variant_count	eqtl_variants_per_kb
chr6_159566016_159603211	30103	0.0013263431	3.5382654	90	2.4197
chr5_38290212_38326406	30104	0.0013261867	4.3860335	34	0.9394
chr8_100812734_100846422	30105	0.0013258925	3.842181	62	1.8404
chr8_102707018_102719841	30106	0.0013257428	3.9787759	13	1.0138
chr5_2539172_2609323	30107	0.0013257117	2.294673	6	0.0855
chr2_158032220_158071216	30108	0.0013249222	5.2354225	80	2.0515
chr4_7331699_7351325	30109	0.0013247733	3.5791584	2	0.1019
chr9_6046694_6144333	30110	0.0013246073	4.534526	299	3.0623
chr5_155256825_155382995	30111	0.001323611	3.990318	5	0.0396
chr10_35748538_35765169	30112	0.0013228309	3.931301	4	0.2405
chr3_159737024_159760209	30113	0.0013226943	5.0257074	23	0.992
chr22_47285160_47370846	30114	0.0013226587	2.9505547	67	0.7819
chr2_239878629_239910639	30115	0.0013225034	3.4310971	11	0.3436
chr13_47100058_47130562	30116	0.001322231	4.1045138	5	0.1639
chr15_98328620_98353582	30117	0.0013220095	3.687671	10	0.4006
chr11_82590098_82624405	30118	0.0013214019	4.0099676	93	2.7108
chr18_10074497_10102246	30119	0.0013213689	3.948674	11	0.3964
chr8_131855771_131902455	30120	0.0013209379	3.7639617	74	1.5851
chr1_14393794_14406664	30121	0.0013209013	3.6124881	0	0.0
chr1_18488551_18545596	30122	0.0013205949	3.3760966	132	2.314
chr7_42575830_42620270	30123	0.001320132	3.9191477	6	0.135
chr10_23549850_23732453	30124	0.0013198031	3.7847569	73	0.3998
chr6_71047639_71105241	30125	0.0013193986	4.1666109	167	2.8992
chr1_207970235_207989186	30126	0.0013191916	3.8950311	24	1.2664
chr1_30644117_30692380	30127	0.001319161	4.0576706	28	0.5802
chr5_2917029_2965053	30128	0.0013187851	2.320307	60	1.2494
chr8_121587846_121611860	30129	0.0013186752	3.7842229	2	0.0833
chr22_27346610_27378463	30130	0.0013185571	3.1281952	13	0.4081
chr20_59360011_59370629	30131	0.0013185157	3.3046351	7	0.6593
chr12_1535489_1553947	30132	0.0013183082	4.3200124	5	0.2709
chr1_79635395_79681438	30133	0.0013176089	3.6580499	0	0.0
chr6_4616907_4647776	30134	0.001317395	3.929668	0	0.0
chr2_41777897_41861667	30135	0.0013170984	3.9854867	66	0.7879
chr12_124020897_124095315	30136	0.0013168857	4.0462152	173	2.3247
chr10_129800596_129832239	30137	0.0013167736	2.6246383	28	0.8849
chr9_2933291_3010275	30138	0.0013162908	3.9396125	59	0.7664
chr15_26804585_26820292	30139	0.0013157616	3.3080735	30	1.91
chr6_52688638_52731718	30140	0.0013153822	4.2068944	107	2.4838
chr12_87243054_87339880	30141	0.0013150738	3.74931	97	1.0018
chr17_76976437_77018015	30142	0.0013147979	3.6814973	57	1.3709
chr8_26957084_27042043	30143	0.0013143595	3.393259	422	4.9671
chr13_105338719_105358501	30144	0.0013143262	3.0155774	1	0.0506
chr5_163318170_163375995	30145	0.0013143104	4.3621116	143	2.473
chr9_112913935_112930929	30146	0.0013141893	3.7914429	37	2.1772
chr7_38646660_38684457	30147	0.0013140373	3.6718469	91	2.4076
chr7_8710574_8750401	30148	0.0013140165	4.3257478	3	0.0753
chr10_2113309_2144272	30149	0.0013133956	2.7931008	0	0.0
chr3_107263688_107307093	30150	0.0013132128	4.0829495	46	1.0598
chr7_81458305_81607051	30151	0.0013132006	3.831046	11	0.074
chr4_185987477_186023777	30152	0.0013131313	3.6313078	15	0.4132
chr12_25564668_25617977	30153	0.0013130991	4.344581	16	0.3001
chr1_82339883_82371375	30154	0.0013125026	4.3010393	0	0.0
chr1_149643815_149754082	30155	0.001311967	3.8416373	158	1.4329
chr5_73977115_74015480	30156	0.0013119597	4.1764132	50	1.3033
chr1_75362848_75472871	30157	0.0013118469	4.5752032	322	2.9267
chr12_70443039_70476584	30158	0.0013116709	4.6843011	57	1.6992
chr1_204750611_204810098	30159	0.0013112109	3.7643036	125	2.1013
chr9_112891818_112913935	30160	0.0013112086	3.9577471	101	4.5666
chr14_41459292_41718369	30161	0.0013110645	3.5301031	548	2.1152
chr13_92175321_92207107	30162	0.0013108496	3.7812414	0	0.0
chr12_130496072_130523537	30163	0.0013107591	2.8646268	4	0.1456
chr10_36831825_36986728	30164	0.0013104975	3.0140876	102	0.6585
chr7_32094240_32163174	30165	0.0013104322	4.6740115	114	1.6538
chr20_58744114_58786086	30166	0.0013103974	3.5324103	71	1.6916
chr6_123933691_123975923	30167	0.0013102229	4.1717254	0	0.0
chr15_79540488_79557792	30168	0.0013099091	3.4561663	56	3.2362
chr2_153873516_154172289	30169	0.0013098015	3.8404923	938	3.1395
chr6_112959124_113126333	30170	0.0013097381	3.7453965	49	0.293
chr7_12993763_13149014	30171	0.0013097071	3.812598	378	2.4348
chr4_3704535_3724387	30172	0.0013096917	2.943983	35	1.763
chr5_32473269_32498981	30173	0.0013093756	3.6850518	10	0.3889
chr7_88354626_88433801	30174	0.0013093359	4.4246285	123	1.5535
chr8_125950022_126001453	30175	0.0013091974	3.7517383	12	0.2333
chr7_13638168_13666939	30176	0.0013091887	3.2705449	1	0.0348
chr5_86836103_86867934	30177	0.0013089965	3.9218288	13	0.4084
chr5_175578084_175628268	30178	0.001308518	3.4459049	22	0.4384
chr4_3773958_3804020	30179	0.0013084071	2.7601744	52	1.7298
chr2_114225793_114347074	30180	0.0013082566	3.6834499	127	1.0472
chr13_74663960_74729968	30181	0.0013079223	4.1237038	13	0.1969
chr8_106254786_106398571	30182	0.0013075077	4.2707362	109	0.7581
chr1_76446774_76509752	30183	0.0013073348	4.7448479	33	0.524
chr13_42631133_42711453	30184	0.0013072709	4.3048795	107	1.3322
chr8_88322280_88474284	30185	0.0013069831	3.2048465	594	3.9078
chr5_44131728_44263892	30186	0.0013064576	3.5847903	313	2.3683
chr16_60278917_60327141	30187	0.0013064035	3.7653417	0	0.0
chr12_90321109_90372914	30188	0.0013061802	4.1118416	42	0.8107
chr3_153979232_154062685	30189	0.0013061244	3.8162992	402	4.8171
chr3_153303317_153344681	30190	0.001305483	4.1149095	52	1.2571
chrX_13408189_13446746	30191	0.0013054266	4.4720027	4	0.1037
chr10_124325553_124348534	30192	0.0013054262	3.6428552	47	2.0452
chr14_32169578_32225768	30193	0.0013050958	4.4800867	101	1.7975
chr14_49371679_49487638	30194	0.001305059	4.5815872	148	1.2763
chr9_11004888_11101956	30195	0.0013049271	3.345324	1	0.0103
chr10_44310930_44358954	30196	0.0013049031	3.2935289	107	2.2281
chr1_242763703_242884052	30197	0.0013045393	3.5854921	93	0.7728
chr20_5697917_5714528	30198	0.0013043566	3.7651311	4	0.2408
chr18_33375001_33460107	30199	0.0013042559	4.0245856	151	1.7743
chr21_40546044_40628086	30200	0.00130421	3.0579127	16	0.195
chr3_99253274_99326374	30201	0.0013041496	3.7524917	111	1.5185
chr3_105976698_106126736	30202	0.0013041141	4.0971093	1	0.0067
chr3_187447986_187503454	30203	0.0013040552	4.1915303	112	2.0192
chr18_60564897_60735652	30204	0.0013040126	3.3948222	157	0.9194
chr3_111210398_111306311	30205	0.0013032644	4.3932483	98	1.0218
chr9_86612277_86637600	30206	0.0013031631	3.8666976	13	0.5134
chr12_29664281_29707255	30207	0.0013031135	4.4293822	161	3.7465
chr8_48193724_48301191	30208	0.0013027255	4.0284892	262	2.438
chr2_235370531_235444994	30209	0.0013026604	3.3343036	121	1.625
chr5_145563642_145703370	30210	0.0013025306	4.4389242	71	0.5081
chr2_128717951_128742520	30211	0.0013024543	3.7381459	7	0.2849
chr4_27296400_27341457	30212	0.0013020544	4.1236898	0	0.0
chr10_44873508_44910629	30213	0.0013020483	3.7484225	78	2.1012
chr7_12097176_12132516	30214	0.0013016412	4.0495743	78	2.2071
chr3_182741281_182760745	30215	0.0013015482	3.7928159	69	3.545
chr7_89192324_89290930	30216	0.0013014759	3.5492639	17	0.1724
chr19_30461650_30481629	30217	0.0013013664	3.3230256	6	0.3003
chr3_54595507_54605241	30218	0.0013012807	4.2392695	10	1.0273
chr2_76687844_76716024	30219	0.0013011592	3.5332835	0	0.0
chr10_3184670_3240007	30220	0.0013011186	3.3526948	5	0.0904
chr6_145238880_145266552	30221	0.001300954	4.4111884	38	1.3732
chr9_88776717_88905625	30222	0.0013006692	3.603084	242	1.8773
chr2_50710995_50900396	30223	0.0013005915	4.3463134	17	0.0898
chr1_103115063_103347535	30224	0.001300515	3.4940472	760	3.2692
chr1_228940841_228977757	30225	0.0013002492	4.1729173	54	1.4628
chr4_100673862_100801328	30226	0.001299693	3.9899471	53	0.4158
chr5_15937801_16035260	30227	0.0012996918	3.5841162	5	0.0513
chr7_15139258_15191067	30228	0.0012996455	3.3470837	28	0.5404
chr7_46207439_46254642	30229	0.0012993524	3.3315567	2	0.0424
chr22_44533808_44558955	30230	0.0012990284	3.209937	85	3.3801
chr9_15282853_15293118	30231	0.0012989122	5.0677393	64	6.2348
chr5_60273813_60387766	30232	0.0012987811	4.662845	229	2.0096
chrX_145498223_145647349	30233	0.0012986781	3.1850989	87	0.5834
chr6_164173098_164213914	30234	0.0012985104	3.0570144	1	0.0245
chr12_19011183_19084877	30235	0.0012981609	4.5269448	118	1.6012
chr5_145226182_145317596	30236	0.0012981236	3.8158823	1	0.0109
chr16_20114276_20138930	30237	0.0012979638	3.5394441	16	0.649
chr11_40171304_40190822	30238	0.0012979472	4.1742473	0	0.0
chr6_40292776_40376787	30239	0.0012974491	3.6454117	243	2.8925
chr3_11055289_11132638	30240	0.001297151	3.7363451	76	0.9826
chr3_20888732_20910836	30241	0.0012968995	3.5262814	4	0.181
chr1_214823163_214955328	30242	0.0012963593	3.9390573	219	1.657
chr22_49492624_49517573	30243	0.0012959771	3.0315894	17	0.6814
chr8_132542703_132565341	30244	0.0012957564	3.2067045	20	0.8835
chr6_167350176_167396504	30245	0.0012951131	2.7151075	136	2.9356
chr6_40853285_40934626	30246	0.0012949599	3.8316517	33	0.4057
chr19_5376465_5391911	30247	0.0012948336	2.8548602	9	0.5827
chr4_145951407_146060304	30248	0.0012948015	3.7940649	173	1.5887
chr13_107250847_107297199	30249	0.0012944425	3.2959027	0	0.0
chr12_79066412_79133135	30250	0.0012939066	4.433731	7	0.1049
chr12_130131842_130144723	30251	0.0012938954	3.1253153	16	1.2421
chr7_87012303_87048890	30252	0.00129372	5.0643147	62	1.6946
chr1_228765011_228785890	30253	0.0012931654	4.3389162	29	1.389
chr6_95271104_95437655	30254	0.0012928973	3.3700924	324	1.9454
chr11_80259181_80301466	30255	0.0012928146	3.1374547	0	0.0
chr18_9404821_9437832	30256	0.0012924985	4.4893668	122	3.6957
chr18_26872471_26898263	30257	0.0012923904	3.08189	26	1.0081
chr4_141291627_141416208	30258	0.0012923319	3.950006	315	2.5285
chr4_99741295_99755483	30259	0.0012921718	3.795339	17	1.1982
chr6_104282669_104380703	30260	0.0012920687	4.2934744	33	0.3366
chr17_77619738_77665149	30261	0.0012919043	3.1715409	8	0.1762
chr12_25394285_25446924	30262	0.0012918179	4.3353113	50	0.9499
chr11_79877972_80012931	30263	0.0012917503	3.7244509	80	0.5928
chr6_140898463_141132008	30264	0.0012916854	3.358472	436	1.8669
chr16_75895256_75940937	30265	0.0012915654	4.6010987	82	1.7951
chr11_64452647_64545819	30266	0.0012915182	3.4945295	249	2.6725
chr11_48224784_48982087	30267	0.001291425	2.7000286	3198	4.2229
chr12_25839609_25887620	30268	0.0012913707	4.3044919	40	0.8331
chr5_108657959_108704942	30269	0.0012912472	4.3808047	96	2.0433
chr10_12489620_12541509	30270	0.0012912178	4.4386528	75	1.4454
chr7_133202821_133243877	30271	0.0012909197	3.8212712	67	1.6319
chr3_88675997_88746233	30272	0.001290886	3.4502396	20	0.2848
chr11_11176704_11215956	30273	0.0012908047	4.5450977	83	2.1145
chr2_115242078_115405038	30274	0.0012907053	3.5285255	232	1.4237
chr6_154655480_154680276	30275	0.0012905307	3.2019924	3	0.121
chr6_3928208_3957395	30276	0.0012905289	3.870079	59	2.0214
chrX_112831988_113267562	30277	0.0012902515	3.8976702	104	0.2388
chr3_30120231_30158230	30278	0.0012895076	3.8581075	2	0.0526
chr2_137668788_137862145	30279	0.0012894973	3.5115178	41	0.212
chr7_45194669_45204496	30280	0.0012889658	3.7902172	3	0.3053
chr6_165174529_165226528	30281	0.0012884863	3.037367	6	0.1154
chr3_8251696_8285853	30282	0.0012881693	3.7998016	2	0.0586
chr6_23334626_23378619	30283	0.0012880837	3.6502674	18	0.4092
chr4_145335915_145413602	30284	0.0012872167	4.1172082	87	1.1199
chr3_32311639_32331839	30285	0.0012871287	4.3826243	8	0.396
chr7_157432100_157466285	30286	0.0012871142	3.2946384	47	1.3749
chr4_89630200_89685367	30287	0.0012870013	3.631188	133	2.4109
chr2_171573607_171662203	30288	0.0012867398	4.0599004	216	2.438
chr7_151895923_151930899	30289	0.0012865965	3.5319238	7	0.2001
chr1_91064444_91114706	30290	0.0012865916	4.4390148	14	0.2785
chr18_13572221_13611089	30291	0.0012864053	4.650822	19	0.4888
chr7_157894798_157936519	30292	0.0012863226	2.9701404	10	0.2397
chr2_224440649_224462422	30293	0.0012859964	3.4969007	86	3.9498
chr21_35449600_35471634	30294	0.0012858915	3.7133226	13	0.59
chr15_99733217_99750069	30295	0.001285703	3.7072355	88	5.2219
chr18_52633953_52659624	30296	0.0012854973	3.9321805	5	0.1948
chr8_128672331_128788524	30297	0.001285218	4.1480678	0	0.0
chr1_220359454_220420927	30298	0.001285117	3.7562275	117	1.9033
chr2_224605129_224655198	30299	0.0012848935	3.8080686	61	1.2183
chr6_165885112_165954909	30300	0.0012846779	3.0673465	24	0.3439
chr10_11429467_11445299	30301	0.0012843187	3.7555884	4	0.2527
chr2_36018387_36046688	30302	0.001283818	4.2463104	0	0.0
chr12_108340697_108364589	30303	0.0012835538	3.5018868	40	1.6742
chr7_72415410_72440601	30304	0.0012835272	3.4689949	33	1.31
chrX_147957308_148130564	30305	0.0012832648	3.8356653	180	1.0389
chr1_29689221_29705588	30306	0.0012830696	3.7987447	1	0.0611
chr10_128747462_128776563	30307	0.0012828883	2.7206898	0	0.0
chr13_24198310_24215460	30308	0.0012827988	4.606215	51	2.9738
chr5_67896869_67942607	30309	0.0012826679	4.1606557	14	0.3061
chr6_123867929_123933691	30310	0.0012824022	3.9888067	1	0.0152
chr4_8128389_8153343	30311	0.0012823595	3.5852722	51	2.0438
chr1_65104319_65133956	30312	0.0012821811	3.9753292	101	3.4079
chr6_134107140_134136781	30313	0.001282008	3.9139988	112	3.7785
chr2_115405038_115557686	30314	0.0012818161	3.6438539	66	0.4324
chr1_158860900_158933462	30315	0.0012816626	3.3289075	413	5.6917
chr2_12643784_12678384	30316	0.0012813102	3.2957372	22	0.6358
chr13_24338862_24388841	30317	0.0012805378	3.2908218	271	5.4223
chr1_186999852_187085765	30318	0.001280365	3.6238377	30	0.3492
chr5_10833787_10899921	30319	0.001280229	3.7921182	88	1.3306
chr9_32858142_32911526	30320	0.001280034	5.0331737	151	2.8286
chr5_81152727_81176949	30321	0.0012798283	4.703997	30	1.2385
chr18_52371490_52415514	30322	0.0012796051	4.4266757	13	0.2953
chr20_2517861_2533231	30323	0.0012795489	4.2168924	7	0.4554
chr2_233100749_233114036	30324	0.0012794461	3.9784952	8	0.6021
chr18_7085608_7106714	30325	0.0012792571	3.9564057	18	0.8528
chr6_92326198_92390580	30326	0.0012788253	3.6235057	1	0.0155
chr16_58911544_58937361	30327	0.0012782275	4.2411541	16	0.6197
chr6_122010319_122025705	30328	0.0012782183	3.5307702	29	1.8848
chr5_72632462_72722197	30329	0.0012778366	4.5124855	144	1.6047
chr13_34061516_34111608	30330	0.0012776491	3.9365304	6	0.1198
chr3_152066376_152187716	30331	0.0012774023	3.9112855	237	1.9532
chr14_47318388_47456717	30332	0.0012771484	3.7248694	129	0.9326
chr13_44064201_44094758	30333	0.0012763033	4.3946434	18	0.5891
chr15_87754667_87779489	30334	0.00127575	3.8283488	0	0.0
chr2_183280714_183349697	30335	0.0012756766	4.3095828	8	0.116
chr17_79404450_79415165	30336	0.0012754705	3.1716994	8	0.7466
chr21_28352570_28431234	30337	0.001275467	3.9302066	126	1.6017
chr1_166475803_166490965	30338	0.0012751176	3.7438085	0	0.0
chr14_85132372_85209758	30339	0.0012749938	3.3822642	62	0.8012
chrX_26071536_26717562	30340	0.0012749745	3.5636692	523	0.8096
chr9_20241071_20287614	30341	0.0012748068	4.1346722	1	0.0215
chr8_31822554_31922440	30342	0.0012747866	4.2230509	53	0.5306
chr18_40768075_40842346	30343	0.0012746114	3.5285713	8	0.1077
chr6_64608010_64707392	30344	0.0012745433	3.4818593	1	0.0101
chr8_130670649_130744406	30345	0.0012744553	3.6927528	101	1.3694
chr1_229100237_229130845	30346	0.0012741767	4.1158174	79	2.581
chr4_188971046_189038286	30347	0.0012740432	3.4161795	21	0.3123
chr14_78448375_78561161	30348	0.0012737988	4.2987166	6	0.0532
chr6_109983044_110008167	30349	0.0012737332	3.8188703	16	0.6369
chr3_94227445_94403060	30350	0.0012736194	3.9713087	389	2.2151
chr16_64082366_64162735	30351	0.0012732936	3.4160053	12	0.1493
chr13_29591328_29736889	30352	0.0012732348	3.5868215	283	1.9442
chr4_125975166_126045856	30353	0.0012731645	3.3697927	0	0.0
chr6_71105241_71259539	30354	0.0012724295	4.277103	371	2.4044
chr3_85092413_85347899	30355	0.0012720854	3.7037334	222	0.8689
chr13_109265441_109317604	30356	0.0012716549	3.4304215	226	4.3326
chr4_62129052_62248361	30357	0.0012712089	3.7285714	7	0.0587
chr6_101022380_101283567	30358	0.0012711199	4.3049723	556	2.1287
chr1_112070406_112112372	30359	0.0012708701	3.9783333	69	1.6442
chr13_37423264_37492508	30360	0.0012708682	3.741307	118	1.7041
chr13_97927816_97952209	30361	0.0012708564	4.1568772	3	0.123
chr5_82826361_82862038	30362	0.0012706599	4.2679157	10	0.2803
chr8_26078642_26094647	30363	0.0012704363	3.2037404	6	0.3749
chr5_3539864_3574505	30364	0.0012701712	2.3592121	1	0.0289
chr4_124485487_124563443	30365	0.0012699471	3.9235756	108	1.3854
chr5_11471295_11507256	30366	0.0012698942	3.6106423	0	0.0
chr1_14855657_14866420	30367	0.0012697823	3.7348759	4	0.3716
chr9_75600928_75644247	30368	0.0012696507	4.3215233	12	0.277
chr3_107116324_107204028	30369	0.0012694214	4.199681	76	0.8666
chr7_101558034_101586140	30370	0.0012690054	4.0476094	51	1.8146
chr1_4736498_4755417	30371	0.001268566	2.8241968	41	2.1671
chr21_18450369_18557855	30372	0.0012683822	3.6133661	2	0.0186
chr11_92994791_93024751	30373	0.0012683578	3.5176041	23	0.7677
chr10_1674420_1693349	30374	0.0012678958	3.3355392	6	0.317
chr17_31587221_31594322	30375	0.0012674271	4.2391845	9	1.2674
chr15_98586788_98618088	30376	0.0012673056	3.8510351	4	0.1278
chr15_53874931_53912549	30377	0.0012671239	3.5078163	110	2.9241
chr6_2859964_2889956	30378	0.0012670045	4.5630647	189	6.3017
chr16_64162735_64204833	30379	0.0012668852	3.7173004	9	0.2138
chr3_152647232_152764056	30380	0.001266863	3.5685965	151	1.2925
chr2_53624027_53634289	30381	0.0012668096	4.6338616	29	2.826
chr16_5609675_5631782	30382	0.0012665672	3.2718983	88	3.9806
chr1_98200569_98262154	30383	0.0012665422	3.9956217	74	1.2016
chr5_159564782_159675586	30384	0.0012665006	4.2417743	87	0.7852
chr14_95595356_95664581	30385	0.0012664018	3.5335084	346	4.9982
chr8_40397795_40532304	30386	0.0012663341	3.5778996	688	5.1149
chr21_38702776_38747538	30387	0.0012659548	3.5465566	12	0.2681
chr20_15027808_15085748	30388	0.0012656771	4.4689979	36	0.6213
chr1_14066132_14114856	30389	0.0012656323	3.4211879	1	0.0205
chr1_199285978_199335764	30390	0.001265416	3.7839524	4	0.0803
chr1_100746700_100805978	30391	0.0012652249	3.9542882	99	1.6701
chr2_6022076_6071344	30392	0.001265189	2.7567221	3	0.0609
chr18_11091691_11107765	30393	0.0012649828	4.3231571	5	0.3111
chr4_133470925_133541563	30394	0.001264664	3.3858279	1	0.0142
chr9_111603968_111631117	30395	0.0012646261	4.1532287	106	3.9044
chr7_148928874_148959188	30396	0.0012645422	3.5941451	26	0.8577
chr9_3025293_3078816	30397	0.001264254	3.6712526	33	0.6166
chr4_6518795_6549122	30398	0.0012640002	3.4586008	23	0.7584
chr3_180076721_180327809	30399	0.0012638331	4.0420294	387	1.5413
chr7_68179908_68309444	30400	0.001263484	3.1632093	177	1.3664
chr1_199153637_199271111	30401	0.0012626908	3.7050419	7	0.0596
chr7_156028131_156055860	30402	0.0012622165	2.7236583	2	0.0721
chr4_187940623_187977341	30403	0.0012618697	3.7520986	0	0.0
chr21_32063819_32097369	30404	0.0012617983	3.5880743	36	1.073
chr7_156111309_156175239	30405	0.0012617968	2.6117123	20	0.3128
chr20_15085748_15140442	30406	0.0012615643	4.4775565	6	0.1097
chr14_22613020_22629931	30407	0.0012615063	4.868288	24	1.4192
chr11_11047093_11097580	30408	0.0012610507	4.4060197	10	0.1981
chr8_48970470_49150756	30409	0.0012609594	3.2946747	349	1.9358
chr6_112643476_112824317	30410	0.001260776	3.8232711	29	0.1604
chr17_77665149_77688944	30411	0.0012607691	3.3061892	14	0.5884
chr10_2311447_2341588	30412	0.0012607412	3.0223232	8	0.2654
chr8_57531083_57573391	30413	0.0012605969	3.8718151	6	0.1418
chrX_92580860_92644067	30414	0.0012604089	3.3447922	1	0.0158
chr1_65813316_65868854	30415	0.0012603983	4.271869	13	0.2341
chr19_44579608_44603941	30416	0.0012602912	4.7862378	83	3.411
chr8_121317658_121343061	30417	0.0012596937	4.5980627	2	0.0787
chr13_24638364_24661415	30418	0.0012580799	3.7825694	62	2.6897
chr5_146958131_147054583	30419	0.001257966	4.0858678	143	1.4826
chr14_84323142_84438415	30420	0.0012578835	3.1162434	0	0.0
chr15_99065742_99070777	30421	0.0012578616	3.4792218	7	1.3903
chr6_130613626_130656824	30422	0.0012577743	3.9128892	80	1.8519
chr3_106493651_106537645	30423	0.0012577473	3.4790306	0	0.0
chr16_27157212_27174706	30424	0.001257574	3.4295566	2	0.1143
chr10_66669805_66727589	30425	0.0012575569	4.1808256	6	0.1038
chr1_29834519_29850961	30426	0.0012569436	3.7085767	3	0.1825
chr9_28778879_28880999	30427	0.0012566915	3.9659761	151	1.4787
chr3_131743049_131804081	30428	0.0012561716	4.2626081	124	2.0317
chr1_101957588_101984920	30429	0.0012561588	3.745011	11	0.4025
chr6_80360655_80505841	30430	0.0012558603	4.3031424	532	3.6643
chr1_229235030_229267681	30431	0.0012557043	3.8320236	65	1.9908
chr1_76509752_76532850	30432	0.00125552	4.776678	2	0.0866
chr7_46946356_46989908	30433	0.0012552045	3.1501154	1	0.023
chr3_63035111_63105754	30434	0.0012551373	3.9995972	58	0.821
chr4_17538616_17555879	30435	0.0012550928	3.8275059	72	4.1708
chr17_79330700_79363102	30436	0.0012550666	3.3023818	3	0.0926
chr6_11870707_11910813	30437	0.0012550076	3.9367967	3	0.0748
chr1_241908300_241920519	30438	0.0012548763	3.1650392	2	0.1637
chr11_131204695_131240301	30439	0.0012544702	3.8583617	14	0.3932
chr15_96764690_96781967	30440	0.0012540757	3.1077729	57	3.2992
chr1_67918711_67991544	30441	0.0012540103	4.2897206	85	1.1671
chr12_58577573_58660246	30442	0.0012539362	4.156964	175	2.1168
chr10_3284634_3309888	30443	0.0012539268	3.5115806	0	0.0
chr3_28975697_29101215	30444	0.0012534723	4.0449043	19	0.1514
chr4_98711171_98748407	30445	0.0012532674	4.493562	71	1.9068
chr16_59658861_59688925	30446	0.0012528827	3.5409039	1	0.0333
chr4_62463310_62493910	30447	0.0012527233	3.4555482	0	0.0
chr4_154386890_154442776	30448	0.0012525498	3.9873418	131	2.3441
chr13_36700104_36756530	30449	0.0012523777	4.0771825	34	0.6026
chr9_87202738_87250116	30450	0.0012523393	3.9886396	93	1.9629
chr4_5231100_5341857	30451	0.0012519901	3.6207481	49	0.4424
chr20_56719418_56739653	30452	0.0012519562	3.3826897	26	1.2849
chr21_28075197_28096501	30453	0.0012517211	3.5254635	87	4.0837
chr1_245562412_245592509	30454	0.001251509	4.1078681	0	0.0
chr7_24391486_24424256	30455	0.0012511443	4.3874861	88	2.6854
chr5_126642908_126718307	30456	0.0012511218	3.8172426	168	2.2281
chr2_205871347_205883338	30457	0.0012509382	3.9355568	0	0.0
chr1_198003182_198063140	30458	0.0012508756	3.6550189	14	0.2335
chr6_47343673_47394052	30459	0.0012505211	4.1877228	135	2.6797
chr5_165870103_165887963	30460	0.0012504666	3.5929775	0	0.0
chr12_77479252_77600817	30461	0.0012503599	4.1483038	85	0.6992
chr4_8735541_8773930	30462	0.0012503582	2.7339255	99	2.5789
chr3_117518778_117586779	30463	0.0012499816	4.2498899	7	0.1029
chr11_72491855_72550014	30464	0.0012494484	4.4783825	110	1.8914
chr4_3632190_3664744	30465	0.0012492064	2.9962196	65	1.9967
chr4_121706316_121735939	30466	0.0012490295	3.864355	84	2.8356
chr15_101071602_101101228	30467	0.001248903	3.6354522	124	4.1855
chr16_80844714_80893334	30468	0.0012477718	3.9759106	25	0.5142
chr5_36407765_36433680	30469	0.0012476687	3.8982871	25	0.9647
chr17_17362052_17397054	30470	0.0012475478	4.1842613	71	2.0285
chr3_24229242_24236724	30471	0.0012474383	4.2577495	3	0.401
chr6_91733257_91935628	30472	0.0012468848	3.5269504	2	0.0099
chr4_3862525_3883382	30473	0.0012465839	3.1196962	19	0.911
chr2_5474082_5485313	30474	0.0012465497	3.0525068	0	0.0
chr8_3661898_3718868	30475	0.00124627	2.5532344	0	0.0
chrX_99860537_99991881	30476	0.0012460917	3.510019	17	0.1294
chr2_235444994_235467733	30477	0.0012460237	3.1484441	0	0.0
chr6_86136618_86245767	30478	0.0012460032	3.4955744	342	3.1333
chr10_14224086_14282949	30479	0.0012458307	4.0824571	33	0.5606
chr18_27435189_27567100	30480	0.0012457895	3.9108942	32	0.2426
chr3_5783970_5812065	30481	0.0012457733	3.8820911	13	0.4627
chr6_81064273_81223768	30482	0.0012455981	3.2643843	12	0.0752
chr7_71493788_71529390	30483	0.0012452484	3.7047722	5	0.1404
chr20_59397571_59411491	30484	0.0012452107	3.3238437	8	0.5747
chr2_153487798_153557943	30485	0.00124504	3.7960543	63	0.8981
chr1_73861395_73997940	30486	0.0012450108	3.7452077	206	1.5087
chr3_63398307_63416785	30487	0.0012447235	4.1965153	0	0.0
chr20_922254_946088	30488	0.0012447204	3.3269734	3	0.1259
chr4_18310377_18538810	30489	0.0012447122	3.6253656	73	0.3196
chr1_66474237_66516283	30490	0.0012446685	4.1831894	171	4.067
chr1_50999968_51069063	30491	0.0012446631	3.8388349	147	2.1275
chr1_187470222_187555131	30492	0.0012444696	3.4015163	33	0.3887
chr4_20049110_20087148	30493	0.0012443697	3.7960858	5	0.1314
chrX_46171686_46257675	30494	0.0012443452	4.4507411	18	0.2093
chr15_93552052_93582064	30495	0.0012439469	3.4116434	5	0.1666
chr13_31078220_31101536	30496	0.0012437811	4.4708056	1	0.0429
chr1_78718548_78796552	30497	0.001243526	4.161098	160	2.0512
chr2_166781824_166941593	30498	0.0012434619	3.5964425	190	1.1892
chr10_54727838_54857049	30499	0.0012434442	3.2442387	180	1.3931
chr13_33018055_33032532	30500	0.0012433515	3.9649665	28	1.9341
chr11_106446983_106531971	30501	0.0012433128	3.7178771	79	0.9295
chr8_7080499_7207311	30502	0.0012433103	3.3018753	237	1.8689
chr4_39980328_40052471	30503	0.0012429018	3.5470894	283	3.9228
chr22_49241707_49262630	30504	0.0012426516	2.112198	2	0.0956
chr18_76625923_76658650	30505	0.0012426029	3.2020712	132	4.0334
