block_id	chrom	observed_top1	observed_total	avi_top1_count	unconditional_ratio	conditional_ratio	eqtl_variant_count	eqtl_variants_per_kb
chr20_53361199_53434226	chr20	15	1909	2363	0.00634786	0.728495	12	0.1643
chr20_53434226_53550409	chr20	23	2991	3036	0.00757576	0.882823	198	1.7042
chr20_53550409_53595946	chr20	25	1249	4984	0.00501605	0.548637	108	2.3717
chr20_53595946_53638515	chr20	5	1051	1291	0.00387297	0.470604	5	0.1175
chr20_53638515_53659913	chr20	1	571	346	0.00289017	0.324924	25	1.1683
chr20_53659913_53687569	chr20	6	725	217	0.0276498	3.1642	13	0.4701
chr20_53687569_53733353	chr20	2	1322	327	0.00611621	0.635456	1	0.0218
chr20_53733353_53769668	chr20	3	987	718	0.00417827	0.461198	1	0.0275
chr20_53769668_53794561	chr20	0	729	128	0	0	2	0.0803
chr20_53794561_53836452	chr20	4	1252	245	0.0163265	1.63882	77	1.8381
chr20_53836452_53855626	chr20	0	513	70	0	0	8	0.4172
chr20_53855626_53865458	chr20	0	262	25	0	0	0	0.0
chr20_53865458_53911165	chr20	5	1228	664	0.00753012	0.840829	18	0.3938
chr20_53911165_53916415	chr20	0	152	49	0	0	0	0.0
chr20_53916415_53944104	chr20	3	702	826	0.00363196	0.429767	16	0.5778
chr20_53944104_54005109	chr20	13	1646	2099	0.00619343	0.688633	55	0.9016
chr20_54005109_54057749	chr20	5	1507	926	0.00539957	0.565826	96	1.8237
chr20_54057749_54096439	chr20	6	1189	876	0.00684932	0.668629	152	3.9287
chr20_54096439_54120061	chr20	2	705	228	0.00877193	0.881747	0	0.0
chr20_54120061_54125959	chr20	0	160	93	0	0	2	0.3391
chr20_54125959_54168694	chr20	20	1286	1793	0.0111545	1.11202	5	0.117
chr20_54168694_54196285	chr20	16	863	1352	0.0118343	1.13507	67	2.4283
chr20_54196285_54205513	chr20	1	330	62	0.016129	1.35308	23	2.4924
chr20_54205513_54255676	chr20	5	1311	1236	0.00404531	0.464359	53	1.0566
chr20_54255676_54327076	chr20	0	2022	199	0	0	153	2.1429
chr20_54327076_54356868	chr20	2	724	181	0.0110497	1.36406	31	1.0405
chr20_54356868_54434951	chr20	1	2164	140	0.00714286	0.773201	0	0.0
chr20_54434951_54476535	chr20	1	1160	394	0.00253807	0.272956	0	0.0
chr20_54476535_54513641	chr20	1	1089	161	0.00621118	0.634909	3	0.0808
chr20_54513641_54567505	chr20	4	1524	566	0.00706714	0.749339	11	0.2042
chr20_54567505_54637922	chr20	11	1964	1672	0.00657895	0.707642	0	0.0
chr20_54637922_54651054	chr20	2	420	450	0.00444444	0.416889	0	0.0
chr20_54651054_54702527	chr20	4	1663	145	0.0275862	2.56154	2	0.0389
chr20_54702527_54715598	chr20	0	382	45	0	0	0	0.0
chr20_54715598_54794480	chr20	2	2285	46	0.0434783	4.50283	0	0.0
chr20_54794480_54805079	chr20	0	384	7	0	0	0	0.0
chr20_54824882_54861957	chr20	0	1137	44	0	0	0	0.0
chr20_54861957_55003605	chr20	0	4263	141	0	0	3	0.0212
chr20_55003605_55050427	chr20	0	1371	54	0	0	1	0.0214
chr20_55050427_55108581	chr20	3	1921	262	0.0114504	1.0399	1	0.0172
chr20_55108581_55167197	chr20	0	1661	43	0	0	0	0.0
chr20_55167197_55260539	chr20	0	2657	81	0	0	0	0.0
chr20_55260539_55438182	chr20	4	4984	286	0.013986	1.4955	1	0.0056
chr20_55438182_55471425	chr20	0	953	2	0	0	0	0.0
chr20_55471425_55523260	chr20	0	1652	68	0	0	5	0.0965
chr20_55523260_55566722	chr20	1	1536	74	0.0135135	1.14712	2	0.046
chr20_55566722_55606289	chr20	0	1219	63	0	0	0	0.0
chr20_55606289_55670018	chr20	3	2079	214	0.0140187	1.28917	21	0.3295
chr20_55670018_55703640	chr20	0	1023	51	0	0	2	0.0595
chr20_55703640_55748886	chr20	1	1394	77	0.012987	1.26458	75	1.6576
chr20_55748886_55772013	chr20	0	680	6	0	0	33	1.4269
chr20_55772013_55921788	chr20	1	4322	349	0.00286533	0.297886	118	0.7878
chr20_55921788_55960566	chr20	0	1111	72	0	0	0	0.0
chr20_55960566_55970914	chr20	0	327	1	0	0	3	0.2899
chr20_55970914_56175059	chr20	9	5613	2259	0.00398406	0.434702	79	0.387
chr20_56175059_56229588	chr20	2	1561	198	0.010101	1.05855	42	0.7702
chr20_56229588_56256218	chr20	12	831	1516	0.00791557	0.76098	43	1.6147
chr20_56256218_56389655	chr20	14	3762	3305	0.00423601	0.45075	305	2.2857
chr20_56389655_56402542	chr20	7	383	2684	0.00260805	0.263263	10	0.776
chr20_56402542_56437262	chr20	11	976	1628	0.00675676	0.72109	53	1.5265
chr20_56437262_56451476	chr20	4	396	666	0.00600601	0.646738	39	2.7438
chr20_56451476_56540802	chr20	47	2647	5677	0.00827902	0.838155	212	2.3733
chr20_56540802_56562463	chr20	1	648	110	0.00909091	0.911658	46	2.1236
chr20_56562463_56574127	chr20	0	333	34	0	0	1	0.0857
chr20_56574127_56596271	chr20	1	640	173	0.00578035	0.6	16	0.7225
chr20_56596271_56632346	chr20	20	1003	1979	0.0101061	1.09046	41	1.1365
chr20_56632346_56675273	chr20	6	1223	1894	0.0031679	0.333577	18	0.4193
chr20_56675273_56719418	chr20	0	1392	321	0	0	54	1.2232
chr20_56719418_56739653	chr20	2	576	76	0.0263158	2.77344	26	1.2849
chr20_56739653_56763793	chr20	2	734	334	0.00598802	0.590807	16	0.6628
chr20_56763793_56781747	chr20	1	566	94	0.0106383	1.01237	8	0.4456
chr20_56781747_56789129	chr20	0	233	111	0	0	24	3.2512
chr20_56789129_56816270	chr20	2	840	209	0.00956938	0.92758	39	1.4369
chr20_56816270_56830702	chr20	1	398	376	0.00265957	0.289319	2	0.1386
chr20_56830702_56851705	chr20	3	692	72	0.0416667	3.79389	2	0.0952
chr20_56851705_56862527	chr20	0	335	123	0	0	1	0.0924
chr20_56862527_56872170	chr20	0	299	59	0	0	0	0.0
chr20_56872170_56893517	chr20	2	734	154	0.012987	1.13311	10	0.4684
chr20_56893517_56905221	chr20	3	424	124	0.0241935	2.0035	11	0.9398
chr20_56905221_56937963	chr20	4	958	520	0.00769231	0.78871	11	0.336
chr20_56937963_56992961	chr20	1	1629	443	0.00225734	0.228635	44	0.8
chr20_56992961_57005402	chr20	0	404	54	0	0	2	0.1608
chr20_57005402_57020895	chr20	3	495	118	0.0254237	2.38721	1	0.0645
chr20_57020895_57071196	chr20	4	1626	550	0.00727273	0.674955	6	0.1193
chr20_57071196_57083348	chr20	0	424	58	0	0	2	0.1646
chr20_57083348_57090168	chr20	0	243	36	0	0	6	0.8798
chr20_57090168_57113296	chr20	0	697	171	0	0	49	2.1186
chr20_57113296_57180114	chr20	10	2060	1854	0.00539374	0.524853	166	2.4844
chr20_57180114_57216559	chr20	11	1126	1115	0.00986547	0.957941	79	2.1676
chr20_57216559_57256365	chr20	7	1192	992	0.00705645	0.706936	153	3.8436
chr20_57256365_57413302	chr20	47	4811	10385	0.00452576	0.442897	409	2.6061
chr20_57413302_57459932	chr20	1	1485	532	0.0018797	0.177071	78	1.6727
chr20_57459932_57470392	chr20	2	354	112	0.0178571	1.58293	22	2.1033
chr20_57470392_57483062	chr20	1	396	145	0.00689655	0.661964	15	1.1839
chr20_57483062_57525106	chr20	21	1312	2719	0.00772343	0.742509	66	1.5698
chr20_57525106_57563012	chr20	14	1125	1511	0.00926539	0.93657	94	2.4798
chr20_57563012_57588884	chr20	34	864	3198	0.0106316	0.955076	18	0.6957
chr20_57588884_57603410	chr20	0	468	118	0	0	2	0.1377
chr20_57603410_57610076	chr20	0	284	73	0	0	0	0.0
chr20_57610076_57646292	chr20	14	1240	1193	0.0117351	1.02822	29	0.8008
chr20_57646292_57683041	chr20	8	1297	2094	0.00382044	0.324743	51	1.3878
chr20_57683041_57712163	chr20	11	862	1668	0.00659472	0.668393	24	0.8241
chr20_57712163_57734913	chr20	0	684	286	0	0	15	0.6593
chr20_57734913_57790802	chr20	1	1695	368	0.00271739	0.268801	55	0.9841
chr20_57790802_57836928	chr20	1	1556	149	0.00671141	0.596858	14	0.3035
chr20_57836928_57870076	chr20	0	1053	31	0	0	4	0.1207
chr20_57870076_57906532	chr20	2	1287	174	0.0114943	0.97677	4	0.1097
chr20_57906532_57937786	chr20	1	1119	191	0.0052356	0.438696	19	0.6079
chr20_57937786_57956182	chr20	0	710	229	0	0	44	2.3918
chr20_57956182_57981005	chr20	1	861	182	0.00549451	0.475227	30	1.2086
chr20_57981005_58008380	chr20	3	799	211	0.014218	1.46139	25	0.9132
chr20_58008380_58046204	chr20	0	1082	236	0	0	21	0.5552
chr20_58046204_58106458	chr20	2	1791	200	0.01	1.00928	61	1.0124
chr20_58106458_58136426	chr20	2	822	218	0.00917431	1.00342	6	0.2002
chr20_58136426_58192497	chr20	14	1774	1082	0.012939	1.22689	19	0.3389
chr20_58192497_58214171	chr20	1	714	171	0.00584795	0.532557	4	0.1846
chr20_58214171_58369765	chr20	30	4328	4104	0.00730994	0.788389	237	1.5232
chr20_58369765_58456692	chr20	12	2263	2378	0.00504626	0.581515	247	2.8415
chr20_58456692_58468071	chr20	12	358	1577	0.00760938	0.725591	25	2.197
chr20_58468071_58494707	chr20	3	751	243	0.0123457	1.31361	33	1.2389
chr20_58494707_58503462	chr20	0	287	53	0	0	5	0.5711
chr20_58503462_58518418	chr20	3	465	304	0.00986842	0.952207	47	3.1426
chr20_58518418_58551950	chr20	3	922	399	0.0075188	0.820348	110	3.2804
chr20_58551950_58589024	chr20	0	1077	375	0	0	44	1.1868
chr20_58589024_58608675	chr20	0	662	124	0	0	1	0.0509
chr20_58608675_58621408	chr20	2	464	84	0.0238095	1.96013	18	1.4136
chr20_58621408_58633946	chr20	4	434	187	0.0213904	1.85387	10	0.7976
chr20_58633946_58678219	chr20	18	1098	3372	0.00533808	0.645718	83	1.8747
chr20_58678219_58744114	chr20	31	1852	4036	0.00768087	0.819867	206	3.1262
chr20_58744114_58786086	chr20	1	1232	165	0.00606061	0.619421	71	1.6916
chr20_58786086_58804795	chr20	1	625	98	0.0102041	0.916359	50	2.6725
chr20_58804795_58869860	chr20	40	1708	4801	0.0083316	0.952158	84	1.291
chr20_58869860_58903752	chr20	19	905	4827	0.00393619	0.442228	54	1.5933
chr20_58903752_58963276	chr20	12	1508	3024	0.00396825	0.469907	50	0.84
chr20_58963276_59002885	chr20	18	1069	5497	0.00327451	0.363986	120	3.0296
chr20_59002885_59046400	chr20	48	1140	5756	0.00833912	0.954939	85	1.9533
chr20_59046400_59098895	chr20	2	1276	494	0.00404858	0.49968	100	1.9049
chr20_59098895_59183262	chr20	11	2377	1536	0.00716146	0.762546	72	0.8534
chr20_59183262_59211977	chr20	12	823	2570	0.00466926	0.488741	42	1.4627
chr20_59211977_59292423	chr20	5	2187	1177	0.00424809	0.468782	125	1.5538
chr20_59292423_59329664	chr20	8	1122	1356	0.00589971	0.587462	11	0.2954
chr20_59329664_59360011	chr20	0	828	97	0	0	13	0.4284
chr20_59360011_59370629	chr20	1	352	42	0.0238095	2.15463	7	0.6593
chr20_59370629_59397571	chr20	0	809	83	0	0	23	0.8537
chr20_59397571_59411491	chr20	1	471	52	0.0192308	1.70505	8	0.5747
chr20_59411491_59448507	chr20	1	1238	294	0.00340136	0.3051	3	0.081
chr20_59448507_59469771	chr20	2	721	116	0.0172414	1.52547	6	0.2822
chr20_59469771_59490145	chr20	0	625	18	0	0	3	0.1472
chr20_59490145_59514802	chr20	0	722	24	0	0	5	0.2028
chr20_59514802_59528981	chr20	2	436	43	0.0465116	4.53776	19	1.34
chr20_59528981_59567830	chr20	0	990	16	0	0	35	0.9009
chr20_59567830_59676076	chr20	3	3310	1184	0.00253378	0.248585	198	1.8292
chr20_59676076_59722212	chr20	2	1393	246	0.00813008	0.807802	69	1.4956
chr20_59722212_59737802	chr20	0	502	66	0	0	16	1.0263
chr20_59737802_59751735	chr20	3	532	512	0.00585938	0.460368	14	1.0048
chr20_59751735_59806355	chr20	12	1863	1322	0.00907716	0.79838	97	1.7759
chr20_59806355_59831126	chr20	2	864	188	0.0106383	0.915004	18	0.7267
chr20_59831126_60012170	chr20	76	4807	12017	0.00632437	0.714577	223	1.2317
chr20_60012170_60046878	chr20	0	862	303	0	0	61	1.7575
chr20_60046878_60074258	chr20	2	836	245	0.00816327	0.80207	61	2.2279
chr20_60074258_60089903	chr20	0	522	14	0	0	48	3.0681
chr20_60089903_60182833	chr20	5	2778	638	0.00783699	0.786492	257	2.7655
chr20_60182833_60211843	chr20	2	857	79	0.0253165	2.57093	43	1.4822
chr20_60211843_60319365	chr20	2	3236	288	0.00694444	0.692225	54	0.5022
chr20_60319365_60334291	chr20	0	496	67	0	0	28	1.8759
chr20_60334291_60359008	chr20	0	788	24	0	0	4	0.1618
chr20_60359008_60393627	chr20	0	1022	27	0	0	13	0.3755
chr20_60393627_60420816	chr20	1	724	80	0.0125	1.40827	4	0.1471
chr20_60420816_60489786	chr20	2	2007	92	0.0217391	2.24118	4	0.058
chr20_60489786_60536066	chr20	0	1256	127	0	0	21	0.4538
chr20_60536066_60602010	chr20	1	1847	203	0.00492611	0.527635	1	0.0152
chr20_60602010_60684493	chr20	1	2526	106	0.00943396	0.924159	0	0.0
chr20_60684493_60754043	chr20	0	2198	74	0	0	0	0.0
chr20_60754043_60787390	chr20	0	1061	24	0	0	2	0.06
chr20_60787390_60820678	chr20	1	1045	25	0.04	3.82255	7	0.2103
chr20_60820678_60882325	chr20	2	2040	200	0.01	0.906574	8	0.1298
chr20_60882325_60898294	chr20	1	559	28	0.0357143	3.06076	1	0.0626
chr20_60898294_60951432	chr20	1	1829	25	0.04	3.48636	88	1.6561
chr20_60951432_60984833	chr20	0	1075	6	0	0	1	0.0299
chr20_60984833_61047682	chr20	1	2243	35	0.0285714	2.40172	111	1.7661
chr20_61047682_61060796	chr20	0	487	9	0	0	0	0.0
chr20_61060796_61073594	chr20	0	503	1	0	0	1	0.0781
chr20_61073594_61111631	chr20	0	1354	58	0	0	3	0.0789
chr20_61111631_61126931	chr20	1	592	112	0.00892857	0.692266	0	0.0
chr20_61126931_61171756	chr20	2	1484	226	0.00884956	0.801917	1	0.0223
chr20_61171756_61192411	chr20	0	691	197	0	0	2	0.0968
chr20_61192411_61228747	chr20	1	1224	97	0.0103093	0.918132	51	1.4036
chr20_61228747_61272215	chr20	2	1245	696	0.00287356	0.300983	45	1.0352
chr20_61272215_61318503	chr20	0	1603	212	0	0	52	1.1234
chr20_61318503_61361082	chr20	1	1501	145	0.00689655	0.586905	67	1.5735
chr20_61361082_61393409	chr20	0	1093	80	0	0	5	0.1547
chr20_61393409_61404298	chr20	0	428	2	0	0	5	0.4592
chr20_61404298_61516643	chr20	2	3492	415	0.00481928	0.465139	160	1.4242
chr20_61516643_61544605	chr20	1	1101	155	0.00645161	0.491553	0	0.0
chr20_61544605_61565502	chr20	0	769	95	0	0	7	0.335
chr20_61565502_61598077	chr20	0	1173	70	0	0	25	0.7675
chr20_61598077_61619865	chr20	0	771	10	0	0	8	0.3672
chr20_61619865_61646207	chr20	0	935	38	0	0	28	1.0629
chr20_61646207_61667236	chr20	0	822	2	0	0	14	0.6657
chr20_61667236_61680709	chr20	0	465	2	0	0	3	0.2227
chr20_61680709_61717663	chr20	1	1458	69	0.0144928	1.10199	44	1.1907
chr20_61717663_61730870	chr20	1	550	134	0.00746269	0.537598	40	3.0287
chr20_61730870_61744838	chr20	0	613	289	0	0	16	1.1455
chr20_61744838_61764684	chr20	1	739	259	0.003861	0.311064	8	0.4031
chr20_61764684_61793199	chr20	1	977	288	0.00347222	0.304024	3	0.1052
chr20_61793199_61814170	chr20	0	769	29	0	0	9	0.4292
chr20_61814170_61853516	chr20	9	1462	704	0.0127841	1.03215	106	2.694
chr20_61853516_61882818	chr20	5	1180	423	0.0118203	0.880575	24	0.8191
chr20_61882818_61924054	chr20	6	1466	1252	0.00479233	0.4044	13	0.3153
chr20_61924054_61966830	chr20	12	1411	2431	0.00493624	0.448942	82	1.917
chr20_61966830_62075205	chr20	17	3575	6424	0.00264633	0.240668	292	2.6943
chr20_62075205_62104374	chr20	0	904	15	0	0	60	2.057
chr20_62104374_62169344	chr20	22	2209	7079	0.00310778	0.274214	215	3.3092
chr20_62169344_62224743	chr20	29	1828	5804	0.00499655	0.454274	246	4.4405
chr20_62224743_62305597	chr20	17	2505	4559	0.00372889	0.361072	237	2.9312
chr20_62305597_62348462	chr20	150	2039	16515	0.00908265	0.572822	189	4.4092
chr20_62348462_62411193	chr20	36	2472	6467	0.00556672	0.423794	322	5.133
chr20_62411193_62464248	chr20	17	1925	2344	0.00725256	0.599664	192	3.6189
chr20_62464248_62490560	chr20	15	948	1906	0.00786988	0.655292	68	2.5844
chr20_62490560_62551147	chr20	6	2245	1085	0.00552995	0.447719	130	2.1457
chr20_62551147_62603831	chr20	5	2186	742	0.00673854	0.48721	322	6.1119
chr20_62603831_62624303	chr20	2	820	275	0.00727273	0.54471	84	4.1032
chr20_62624303_62671482	chr20	28	1749	3485	0.00803443	0.650183	90	1.9076
chr20_62671482_62709934	chr20	10	1542	1396	0.00716332	0.535884	100	2.6006
chr20_62709934_62742842	chr20	4	1150	312	0.0128205	1.1006	120	3.6465
chr20_62742842_62768172	chr20	16	842	1092	0.014652	1.32234	54	2.1319
chr20_62768172_62786279	chr20	1	706	127	0.00787402	0.605842	81	4.4734
chr20_62786279_62808604	chr20	6	686	2055	0.00291971	0.285055	83	3.7178
chr20_62808604_62837578	chr20	50	1227	5595	0.00893655	0.633075	151	5.2116
chr20_62837578_62871977	chr20	17	1173	3283	0.00517819	0.455562	157	4.5641
chr20_62871977_62963069	chr20	50	2956	12105	0.00413052	0.381858	274	3.0079
chr20_62963069_63010740	chr20	20	1574	2662	0.00751315	0.682642	103	2.1606
chr20_63010740_63060477	chr20	1	1684	99	0.010101	0.895001	166	3.3376
chr20_63060477_63092769	chr20	0	1174	72	0	0	173	5.3574
chr20_63092769_63108638	chr20	2	569	161	0.0124224	1.03935	77	4.8522
chr20_63108638_63155157	chr20	1	1692	169	0.00591716	0.48805	158	3.3965
chr20_63155157_63268510	chr20	37	3802	6247	0.00592284	0.529752	460	4.0581
chr20_63268510_63343128	chr20	66	2844	7551	0.00874056	0.687978	298	3.9937
chr20_63343128_63360002	chr20	14	729	2679	0.00522583	0.362883	92	5.4522
chr20_63360002_63381423	chr20	2	776	444	0.0045045	0.373032	116	5.4152
chr20_63381423_63417847	chr20	8	1422	2976	0.00268817	0.20657	108	2.9651
chr20_63417847_63501720	chr20	18	2807	8149	0.00220886	0.198002	277	3.3026
chr20_63501720_63558992	chr20	67	2079	6379	0.0105032	0.868023	298	5.2032
chr20_63558992_63639577	chr20	72	2598	12341	0.00583421	0.542898	292	3.6235
chr20_63639577_63744874	chr20	74	3649	14963	0.00494553	0.428131	378	3.5898
chr20_63744874_63773063	chr20	4	917	1179	0.00339271	0.31288	118	4.186
chr21_14215892_14284114	chr21	9	2199	1447	0.00621977	0.578888	517	7.5782
chr21_14284114_14356253	chr21	2	2205	241	0.00829876	0.814509	226	3.1328
chr21_14356253_14394333	chr21	15	1052	2790	0.00537634	0.583834	107	2.8099
chr21_14394333_14469916	chr21	2	2055	243	0.00823045	0.908149	95	1.2569
chr21_14469916_14491653	chr21	4	647	664	0.0060241	0.607167	7	0.322
chr21_14491653_14526114	chr21	14	1093	1712	0.00817757	0.773487	1	0.029
chr21_14526114_14578460	chr21	16	1631	1436	0.0111421	1.07279	27	0.5158
chr21_14578460_14676745	chr21	11	3037	1612	0.00682382	0.662508	11	0.1119
chr21_14676745_14684529	chr21	0	265	5	0	0	1	0.1285
chr21_14684529_14719120	chr21	0	1077	377	0	0	35	1.0118
chr21_14719120_14763849	chr21	9	1305	496	0.0181452	1.86578	91	2.0345
chr21_14763849_14842596	chr21	1	2635	202	0.0049505	0.443837	165	2.0953
chr21_14842596_14869547	chr21	1	716	156	0.00641026	0.723867	8	0.2968
chr21_14869547_14883639	chr21	6	361	881	0.00681044	0.797558	5	0.3548
chr21_14883639_14943517	chr21	2	1343	398	0.00502513	0.67214	14	0.2338
chr21_14943517_14996326	chr21	32	1374	5583	0.00573169	0.660883	14	0.2651
chr21_14996326_15066458	chr21	35	1722	3731	0.00938086	1.14616	33	0.4705
chr21_15066458_15083205	chr21	1	489	154	0.00649351	0.667158	18	1.0748
chr21_15083205_15115146	chr21	1	994	456	0.00219298	0.211407	8	0.2505
chr21_15115146_15165077	chr21	12	1617	1546	0.00776197	0.71904	59	1.1816
chr21_15165077_15210390	chr21	4	1246	900	0.00444444	0.48489	25	0.5517
chr21_15210390_15290364	chr21	15	2207	1118	0.0134168	1.45854	99	1.2379
chr21_15290364_15323137	chr21	1	971	290	0.00344828	0.349157	7	0.2136
chr21_15323137_15430235	chr21	8	3088	1135	0.00704846	0.733364	144	1.3446
chr21_15430235_15469286	chr21	7	1128	1101	0.00635786	0.660321	75	1.9206
chr21_15469286_15496556	chr21	1	837	150	0.00666667	0.651613	13	0.4767
chr21_15496556_15550731	chr21	0	1638	115	0	0	1	0.0185
chr21_15550731_15574023	chr21	0	687	64	0	0	2	0.0859
chr21_15574023_15639705	chr21	0	2071	274	0	0	62	0.9439
chr21_15639705_15660404	chr21	0	614	63	0	0	19	0.9179
chr21_15660404_15690060	chr21	0	888	166	0	0	30	1.0116
chr21_15690060_15937303	chr21	50	6356	9011	0.00554877	0.647528	297	1.2012
chr21_15937303_15982371	chr21	0	1153	264	0	0	2	0.0444
chr21_15982371_16061946	chr21	2	2123	486	0.00411523	0.462745	4	0.0503
chr21_16061946_16150524	chr21	4	2259	1708	0.00234192	0.275488	0	0.0
chr21_16150524_16191374	chr21	2	1036	526	0.00380228	0.449778	2	0.049
chr21_16191374_16239920	chr21	5	1497	760	0.00657895	0.640043	6	0.1236
chr21_16239920_16280269	chr21	1	1174	311	0.00321543	0.331532	58	1.4375
chr21_16280269_16297248	chr21	8	460	620	0.0129032	1.42881	1	0.0589
chr21_16297248_16319457	chr21	12	582	1389	0.00863931	0.989023	3	0.1351
chr21_16319457_16353295	chr21	1	827	75	0.0133333	1.63666	0	0.0
chr21_16353295_16370010	chr21	0	479	31	0	0	1	0.0598
chr21_16370010_16378468	chr21	0	280	53	0	0	1	0.1182
chr21_16378468_16402156	chr21	0	760	26	0	0	1	0.0422
chr21_16402156_16456485	chr21	9	1575	1447	0.00621977	0.643645	11	0.2025
chr21_16456485_16580241	chr21	15	3362	2390	0.00627615	0.69308	11	0.0889
chr21_16580241_16630157	chr21	14	1338	2260	0.00619469	0.693305	12	0.2404
chr21_16630157_16677766	chr21	1	1438	235	0.00425532	0.422653	156	3.2767
chr21_16677766_16724962	chr21	0	1374	54	0	0	5	0.1059
chr21_16724962_16849162	chr21	15	3332	2110	0.007109	0.794963	5	0.0403
chr21_16849162_16916569	chr21	7	2238	424	0.0165094	1.49176	5	0.0742
chr21_16916569_16998481	chr21	1	2275	110	0.00909091	0.981962	15	0.1831
chr21_16998481_17042240	chr21	1	1238	153	0.00653595	0.693069	3	0.0686
chr21_17042240_17088184	chr21	1	1308	76	0.0131579	1.38653	1	0.0218
chr21_17088184_17184534	chr21	2	3321	245	0.00816327	0.710506	1	0.0104
chr21_17184534_17249250	chr21	5	2370	285	0.0175439	1.43718	0	0.0
chr21_17249250_17264482	chr21	1	510	74	0.0135135	1.21081	0	0.0
chr21_17264482_17334685	chr21	7	2516	237	0.0295359	2.47238	19	0.2706
chr21_17334685_17361852	chr21	1	1191	33	0.030303	2.07366	4	0.1472
chr21_17361852_17393213	chr21	2	887	134	0.0149254	1.58312	12	0.3826
chr21_17393213_17429558	chr21	0	1114	80	0	0	7	0.1926
chr21_17429558_17452491	chr21	3	654	435	0.00689655	0.725498	55	2.3983
chr21_17452491_17531438	chr21	9	2234	1124	0.00800712	0.848887	38	0.4813
chr21_17531438_17578173	chr21	6	1421	2315	0.00259179	0.255723	108	2.3109
chr21_17578173_17610311	chr21	10	849	2093	0.00477783	0.542579	23	0.7157
chr21_17610311_17667204	chr21	5	1408	915	0.00546448	0.662409	93	1.6346
chr21_17667204_17730067	chr21	1	1706	192	0.00520833	0.575753	109	1.7339
chr21_17730067_17760615	chr21	1	759	198	0.00505051	0.609814	34	1.113
chr21_17760615_17779249	chr21	0	488	80	0	0	5	0.2683
chr21_17779249_17822383	chr21	8	1122	2008	0.00398406	0.459488	91	2.1097
chr21_17822383_17882474	chr21	0	1468	119	0	0	10	0.1664
chr21_17882474_17960007	chr21	3	2126	264	0.0113636	1.24326	139	1.7928
chr21_17960007_18002849	chr21	0	1142	375	0	0	96	2.2408
chr21_18002849_18042402	chr21	1	1041	92	0.0108696	1.23897	33	0.8343
chr21_18042402_18108212	chr21	0	1821	65	0	0	162	2.4616
chr21_18108212_18121304	chr21	0	388	24	0	0	0	0.0
chr21_18121304_18133254	chr21	0	326	20	0	0	0	0.0
chr21_18133254_18157220	chr21	1	652	255	0.00392157	0.432443	3	0.1252
chr21_18157220_18178967	chr21	1	558	192	0.00520833	0.608955	41	1.8853
chr21_18178967_18194372	chr21	0	461	13	0	0	2	0.1298
chr21_18194372_18235226	chr21	0	1016	62	0	0	26	0.6364
chr21_18235226_18285924	chr21	24	1492	3243	0.00740056	0.75441	89	1.7555
chr21_18285924_18314642	chr21	9	820	616	0.0146104	1.53505	13	0.4527
chr21_18314642_18341504	chr21	11	709	909	0.0121012	1.37544	1	0.0372
chr21_18341504_18350513	chr21	2	247	486	0.00411523	0.450292	3	0.333
chr21_18350513_18409574	chr21	14	1441	1918	0.00729927	0.897506	13	0.2201
chr21_18409574_18450369	chr21	4	1086	429	0.00932401	1.05075	0	0.0
chr21_18450369_18557855	chr21	1	2885	409	0.00244499	0.273278	2	0.0186
chr21_18557855_18655800	chr21	1	2636	98	0.0102041	1.13745	0	0.0
chr21_18655800_18687057	chr21	0	868	49	0	0	1	0.032
chr21_18687057_18750474	chr21	0	1782	63	0	0	0	0.0
chr21_18750474_18827495	chr21	1	2350	36	0.0277778	2.73124	1	0.013
chr21_18827495_18878179	chr21	1	1451	100	0.01	1.04791	5	0.0987
chr21_18878179_18986295	chr21	3	3076	143	0.020979	2.21213	0	0.0
chr21_18986295_19035379	chr21	0	1390	61	0	0	0	0.0
chr21_19035379_19059044	chr21	1	765	35	0.0285714	2.65154	4	0.169
chr21_19059044_19098452	chr21	1	1201	9	0.111111	10.9376	25	0.6344
chr21_19098452_19162469	chr21	0	1789	88	0	0	34	0.5311
chr21_19162469_19240111	chr21	0	2121	36	0	0	0	0.0
chr21_19240111_19290293	chr21	3	1421	512	0.00585938	0.620764	0	0.0
chr21_19290293_19330327	chr21	2	1086	99	0.020202	2.23416	0	0.0
chr21_19330327_19351245	chr21	1	513	58	0.0172414	2.10909	1	0.0478
chr21_19351245_19460366	chr21	2	2970	168	0.0119048	1.31218	0	0.0
chr21_19460366_19550245	chr21	0	2739	66	0	0	1	0.0111
chr21_19550245_19589149	chr21	0	1238	162	0	0	13	0.3342
chr21_19589149_19651652	chr21	0	2009	11	0	0	0	0.0
chr21_19651652_19684102	chr21	0	974	4	0	0	0	0.0
chr21_19684102_19716712	chr21	0	1041	11	0	0	0	0.0
chr21_19716712_19771352	chr21	1	1798	79	0.0126582	1.15402	0	0.0
chr21_19771352_19838234	chr21	0	2083	24	0	0	0	0.0
chr21_19838234_19899534	chr21	0	1906	17	0	0	0	0.0
chr21_19899534_19978426	chr21	0	2151	37	0	0	0	0.0
chr21_19978426_20023729	chr21	0	1282	21	0	0	5	0.1104
chr21_20023729_20271080	chr21	2	7120	258	0.00775194	0.807914	1	0.004
chr21_20271080_20347668	chr21	0	2438	48	0	0	0	0.0
