rank	avi_constraint_percentile	block_id	chrom	start	end	length_bp	avi_top1_fraction	avi_max	avi_top10_mean	avi_top1_count	avi_top1_per_kb	avi_top1_mean	avi_mean	n_scored
33184	15.0765	chr8_15022016_15045285	chr8	15022016	15045285	23269	0.00074491097	23.42665	23.068722	52	2.2347329	21.504723	3.1359575	69807
33185	15.074	chr3_65287566_65341739	chr3	65287566	65341739	54173	0.00074452833	23.82971	22.906125	121	2.233585	20.907207	3.6291465	162519
33186	15.0714	chr3_7175687_7220906	chr3	7175687	7220906	45219	0.00074452479	24.20897	22.994987	101	2.2335744	21.250947	3.3601343	135657
33187	15.0688	chr8_141894323_141961953	chr8	141894323	141961953	67630	0.00074424565	23.07643	22.649295	151	2.232737	21.110605	2.8072913	202890
33188	15.0663	chr6_153183030_153230519	chr6	153183030	153230519	47489	0.00074403195	26.77679	25.901544	106	2.2320959	22.292385	3.201614	142467
33189	15.0637	chr5_117612896_117670251	chr5	117612896	117670251	57355	0.00074390492	23.77725	23.096316	128	2.2317148	21.215081	3.2390251	172065
33190	15.0612	chr5_4940972_4959349	chr5	4940972	4959349	18377	0.00074368323	23.76616	22.833439	41	2.2310497	21.397654	2.6404968	55131
33191	15.0586	chr9_24631814_24721913	chr9	24631814	24721913	90099	0.00074362646	23.02386	22.505226	201	2.2308794	20.954966	2.9679474	270297
33192	15.056	chr20_63060477_63092769	chr20	63060477	63092769	32292	0.00074321813	23.88174	23.162368	72	2.2296544	21.402831	2.7690331	96876
33193	15.0535	chr18_77175815_77217086	chr18	77175815	77217086	41271	0.00074305606	23.98032	23.822361	92	2.2291682	22.123613	3.378796	123813
33194	15.0509	chr9_7644382_7701805	chr9	7644382	7701805	57423	0.00074302399	23.45206	22.613819	128	2.229072	20.926517	3.7307752	172269
33195	15.0484	chr8_49787576_49952812	chr8	49787576	49952812	165236	0.00074237253	33.8371	32.784025	368	2.2271176	22.194308	3.1423469	495708
33196	15.0458	chr18_51664274_51749599	chr18	51664274	51749599	85325	0.00074225999	25.41941	24.549815	190	2.22678	21.468614	3.7292928	255975
33197	15.0433	chr3_3630427_3658272	chr3	3630427	3658272	27845	0.00074220387	22.40947	21.860454	62	2.2266116	20.75428	3.662512	83535
33198	15.0407	chr1_239761570_239804690	chr1	239761570	239804690	43120	0.00074211503	25.04812	23.197181	96	2.2263451	21.113325	3.866194	129360
33199	15.0381	chr4_64698145_64774505	chr4	64698145	64774505	76360	0.00074209883	23.01635	22.303599	170	2.2262965	20.809702	3.0602489	229080
33200	15.0356	chr1_238465034_238484803	chr1	238465034	238484803	19769	0.0007419023	22.27668	21.85576	44	2.2257069	20.8691	3.8167355	59307
33201	15.033	chr4_31579786_31703355	chr4	31579786	31703355	123569	0.00074182575	23.74991	22.809053	275	2.2254773	21.073192	3.022055	370707
33202	15.0305	chr4_37695160_37722129	chr4	37695160	37722129	26969	0.0007415922	22.77056	22.338913	60	2.2247766	21.123211	3.9113613	80907
33203	15.0279	chr6_24056765_24100370	chr6	24056765	24100370	43605	0.00074150518	24.98802	24.193457	97	2.2245155	21.551541	3.6038951	130815
33204	15.0253	chr6_128020935_128054215	chr6	128020935	128054215	33280	0.0007411859	31.61626	24.144304	74	2.2235577	21.233694	4.5823629	99840
33205	15.0228	chr7_152580059_152626877	chr7	152580059	152626877	46818	0.00074045595	23.4441	22.965988	104	2.2213678	21.097042	3.2051834	140454
33206	15.0202	chr7_119951774_120112613	chr7	119951774	120112613	160839	0.00073987031	23.85787	23.597202	357	2.2196109	20.997927	3.4293085	482517
33207	15.0177	chr7_71825496_71923716	chr7	71825496	71923716	98220	0.00073983574	27.54075	24.030955	218	2.2195072	21.246916	3.6517459	294660
33208	15.0151	chr7_85552192_85637858	chr7	85552192	85637858	85666	0.00073930536	26.57823	25.897139	190	2.2179161	21.144686	3.4455609	256998
33209	15.0125	chr13_101647148_101655266	chr13	101647148	101655266	8118	0.0007390983	22.02981	21.267487	18	2.2172949	20.835883	3.9278372	24354
33210	15.01	chr13_104858880_104892256	chr13	104858880	104892256	33376	0.00073905401	24.70233	23.964829	74	2.217162	21.501033	2.8609842	100128
33211	15.0074	chr21_16319457_16353295	chr21	16319457	16353295	33838	0.00073881435	30.06956	29.164234	75	2.2164431	23.359555	3.6334948	101514
33212	15.0049	chr4_136198491_136327992	chr4	136198491	136327992	129501	0.00073873303	22.67983	22.574856	287	2.2161991	20.996563	3.1964595	388503
33213	15.0023	chr4_74969952_75011018	chr4	74969952	75011018	41066	0.00073864835	24.77339	23.358812	91	2.2159451	21.203153	4.7610073	123198
33214	14.9997	chr6_134484285_134501436	chr6	134484285	134501436	17151	0.00073853808	22.42741	21.622221	38	2.2156142	20.746817	3.8558547	51453
33215	14.9972	chr8_57448025_57531083	chr8	57448025	57531083	83058	0.00073843981	23.69146	23.082639	184	2.2153194	21.01237	3.6209257	249174
33216	14.9946	chr1_236518690_236522753	chr1	236518690	236522753	4063	0.00073837066	21.98267	20.968397	9	2.215112	21.076247	4.3861592	12189
33217	14.9921	chr6_103826924_103857172	chr6	103826924	103857172	30248	0.00073834083	22.87636	22.349018	67	2.2150225	21.067977	3.2434168	90744
33218	14.9895	chr3_76499661_76598997	chr3	76499661	76598997	99336	0.00073823522	25.15847	25.094123	220	2.2147056	21.464614	3.6493691	298008
33219	14.9869	chr18_68615226_68675741	chr18	68615226	68675741	60515	0.00073810901	26.05051	25.040053	134	2.214327	21.934029	3.265093	181545
33220	14.9844	chr3_22870034_22969387	chr3	22870034	22969387	99353	0.0007381089	26.23428	26.183668	220	2.2143267	21.758981	3.7350597	298059
33221	14.9818	chr19_34816963_34842266	chr19	34816963	34842266	25303	0.00073772543	23.29123	22.422036	56	2.2131763	20.938926	3.1848701	75909
33222	14.9793	chr14_87897125_87923791	chr14	87897125	87923791	26666	0.00073751844	23.51268	22.943541	59	2.2125553	21.337862	4.2719286	79998
33223	14.9767	chr1_29359145_29392143	chr1	29359145	29392143	32998	0.00073741843	22.92192	22.502986	73	2.2122553	21.089298	3.6026364	98994
33224	14.9742	chr2_180794324_180946255	chr2	180794324	180946255	151931	0.00073717674	22.8099	22.420787	336	2.2115302	20.860458	4.1761024	455793
33225	14.9716	chr3_161838426_161902641	chr3	161838426	161902641	64215	0.00073710711	22.39659	22.188096	142	2.2113213	20.746127	3.7506213	192645
33226	14.969	chr1_187789354_187882529	chr1	187789354	187882529	93175	0.00073696449	25.04812	24.045614	206	2.2108935	21.020789	3.1571915	279525
33227	14.9665	chr9_113052193_113101965	chr9	113052193	113101965	49772	0.00073669265	34.36799	31.407919	110	2.210078	23.296245	2.6334858	149316
33228	14.9639	chr4_98748407_98787327	chr4	98748407	98787327	38920	0.00073655361	23.54475	22.911783	86	2.2096608	20.993498	3.8737176	116760
33229	14.9614	chr7_9394478_9491783	chr7	9394478	9491783	97305	0.00073651577	23.37108	22.497495	215	2.2095473	20.89949	3.247721	291915
33230	14.9588	chrX_20593566_21088805	chrX	20593566	21088805	495239	0.00073634481	24.13161	23.918051	1094	2.2090344	20.9764	4.6224245	1485717
33231	14.9562	chr19_29299067_29413694	chr19	29299067	29413694	114627	0.00073571962	23.39412	23.22636	253	2.2071589	21.062333	3.0293532	343881
33232	14.9537	chr16_9542619_9565727	chr16	9542619	9565727	23108	0.00073567596	23.91714	22.317033	51	2.2070279	21.011799	3.3008846	69324
33233	14.9511	chr6_64945266_65055849	chr6	64945266	65055849	110583	0.00073549581	34.65718	33.237855	244	2.2064874	23.126258	3.1592922	331749
33234	14.9486	chr13_22589638_22647209	chr13	22589638	22647209	57571	0.00073532392	23.801	23.306372	127	2.2059718	21.14126	2.9782143	172713
33235	14.946	chr1_165949059_166033837	chr1	165949059	166033837	84778	0.00073525364	23.52959	23.358874	187	2.2057609	21.269002	3.6082902	254334
33236	14.9434	chr13_21640463_21667215	chr13	21640463	21667215	26752	0.00073514753	22.6678	21.752311	59	2.2054426	20.629252	3.7122666	80256
33237	14.9409	chr13_104320736_104356564	chr13	104320736	104356564	35828	0.00073499312	23.11144	22.26595	79	2.2049793	21.031269	3.0432164	107484
33238	14.9383	chr15_94132689_94182125	chr15	94132689	94182125	49436	0.00073495698	24.76152	23.902989	109	2.2048709	21.307489	3.2142474	148308
33239	14.9358	chr6_13835637_13888251	chr6	13835637	13888251	52614	0.00073491213	22.89183	22.201232	116	2.2047364	20.836199	3.9339581	157842
33240	14.9332	chr18_10156085_10170600	chr18	10156085	10170600	14515	0.00073487197	22.35171	21.255796	32	2.2046159	20.689162	3.5328648	43545
33241	14.9306	chr3_30076683_30120231	chr3	30076683	30120231	43548	0.00073482135	26.02091	25.416534	96	2.204464	22.018035	3.9018826	130644
33242	14.9281	chr15_24873533_24902113	chr15	24873533	24902113	28580	0.00073477957	33.31186	31.046758	63	2.2043387	23.831793	3.5596522	85740
33243	14.9255	chr12_69130463_69187630	chr12	69130463	69187630	57167	0.00073468959	28.78738	26.69033	126	2.2040688	21.84835	4.2036346	171501
33244	14.923	chr6_66919788_67010101	chr6	66919788	67010101	90313	0.00073448267	23.9606	23.026372	199	2.203448	21.021497	2.8592938	270939
33245	14.9204	chr6_77404689_77455072	chr6	77404689	77455072	50383	0.00073437469	23.14825	22.746767	111	2.2031241	21.087582	3.5711406	151149
33246	14.9178	chr7_79215292_79352372	chr7	79215292	79352372	137080	0.00073436436	26.81875	25.109275	302	2.2030931	21.640691	4.1426754	411240
33247	14.9153	chr2_208607968_208652009	chr2	208607968	208652009	44041	0.00073416438	24.23142	22.788814	97	2.2024931	20.994794	4.2428907	132123
33248	14.9127	chr13_34635484_34661820	chr13	34635484	34661820	26336	0.00073410288	23.1686	22.459542	58	2.2023086	21.037636	4.0038849	79008
33249	14.9102	chr5_164676077_164765999	chr5	164676077	164765999	89922	0.00073396944	22.93385	22.505919	198	2.2019083	21.042954	3.3464343	269766
33250	14.9076	chr4_134530422_134666685	chr4	134530422	134666685	136263	0.00073387493	23.8227	22.916729	300	2.2016248	21.029279	3.1243104	408789
33251	14.9051	chr6_169323095_169365342	chr6	169323095	169365342	42247	0.00073377991	23.3978	22.861542	93	2.2013397	21.188406	3.5006546	126741
33252	14.9025	chr21_17393213_17429558	chr21	17393213	17429558	36345	0.00073370936	23.40987	22.826881	80	2.2011281	21.07546	3.8901557	109035
33253	14.8999	chr8_86928639_86994543	chr8	86928639	86994543	65904	0.00073338998	35.85047	33.688135	145	2.2001699	23.429368	3.4490923	197712
33254	14.8974	chr6_736514_761058	chr6	736514	761058	24544	0.00073337679	22.29402	21.762562	54	2.2001304	21.049416	3.5394206	73632
33255	14.8948	chr11_22859795_22917074	chr11	22859795	22917074	57279	0.00073325302	36.19292	29.484935	126	2.1997591	22.931831	3.0470864	171837
33256	14.8923	chr3_162237523_162349834	chr3	162237523	162349834	112311	0.00073308343	24.54403	24.006143	247	2.1992503	21.2736	3.4087892	336933
33257	14.8897	chr5_175259979_175333651	chr5	175259979	175333651	73672	0.00073297861	23.92519	23.327628	162	2.1989358	21.170665	3.1251446	221016
33258	14.8871	chr8_87086705_87241373	chr8	87086705	87241373	154668	0.0007327523	44.90763	38.152716	340	2.1982569	25.070776	3.2033764	464004
33259	14.8846	chr22_49333633_49355927	chr22	49333633	49355927	22294	0.00073263359	23.07884	22.434084	49	2.1979008	20.921177	2.7998705	66882
33260	14.882	chr4_130361819_130529281	chr4	130361819	130529281	167462	0.00073250449	23.36084	22.762798	368	2.1975135	20.994422	2.9971969	502386
33261	14.8795	chr10_105278963_105491086	chr10	105278963	105491086	212123	0.00073227954	23.67602	23.280717	466	2.1968386	21.074982	3.3173895	636369
33262	14.8769	chr17_9729133_9750535	chr17	9729133	9750535	21402	0.00073201881	28.0077	25.277868	47	2.1960564	22.07874	3.2504604	64206
33263	14.8743	chr22_44423106_44436767	chr22	44423106	44436767	13661	0.00073201083	24.01942	22.082817	30	2.1960325	21.008405	2.9159344	40983
33264	14.8718	chr4_172094270_172168974	chr4	172094270	172168974	74704	0.00073177697	24.59651	23.062951	164	2.1953309	21.008045	3.5493151	224112
33265	14.8692	chr4_130529281_130587150	chr4	130529281	130587150	57869	0.00073153732	22.83875	22.408857	127	2.194612	20.966108	3.0893258	173607
33266	14.8667	chr3_143778788_143792005	chr3	143778788	143792005	13217	0.0007313813	25.17686	22.484321	29	2.1941439	21.115062	4.3717789	39651
33267	14.8641	chr2_234512918_234555307	chr2	234512918	234555307	42389	0.00073132181	28.78738	27.206047	93	2.1939654	21.881756	3.14948	127167
33268	14.8615	chr10_59520315_59557235	chr10	59520315	59557235	36920	0.00073131094	23.72051	23.054496	81	2.1939328	21.358694	4.0803624	110760
33269	14.859	chr4_188022897_188042043	chr4	188022897	188042043	19146	0.00073122323	24.46877	21.641929	42	2.1936697	20.681177	3.3805746	57438
33270	14.8564	chr9_28757902_28778879	chr9	28757902	28778879	20977	0.0007309593	26.56888	24.138361	46	2.1928779	21.914407	3.9381819	62931
33271	14.8539	chr11_134531011_134553358	chr11	134531011	134553358	22347	0.00073089602	22.04075	21.666992	49	2.1926881	20.818151	2.9653364	67041
33272	14.8513	chr4_177586171_177697485	chr4	177586171	177697485	111314	0.0007306658	23.29197	22.541281	244	2.1919974	21.023007	3.5136822	333942
33273	14.8487	chr6_10242554_10259891	chr6	10242554	10259891	17337	0.00073061468	22.52879	21.711611	38	2.191844	20.944591	3.7155047	52011
33274	14.8462	chr9_22173766_22205247	chr9	22173766	22205247	31481	0.00073059941	22.53071	22.148182	69	2.1917982	20.674169	4.2169014	94443
33275	14.8436	chr3_173413076_173434993	chr3	173413076	173434993	21917	0.00073002692	28.50835	23.274485	48	2.1900808	21.265073	4.1479914	65751
33276	14.8411	chr12_45113184_45155652	chr12	45113184	45155652	42468	0.00072996138	26.91924	26.672084	93	2.1898841	22.931404	3.8022982	127404
33277	14.8385	chr21_37955865_37985092	chr21	37955865	37985092	29227	0.00072991868	22.40844	21.560174	64	2.189756	20.631799	3.4601021	87681
33278	14.836	chr5_164376039_164425821	chr5	164376039	164425821	49782	0.00072984881	22.99894	22.256416	109	2.1895464	21.041053	3.4944478	149346
33279	14.8334	chr2_128685970_128717951	chr2	128685970	128717951	31981	0.00072959987	23.13787	22.118632	70	2.1887996	20.871422	3.3755136	95943
33280	14.8308	chr9_101974930_102016510	chr9	101974930	102016510	41580	0.0007295174	24.6965	24.402979	91	2.1885522	21.663658	3.5680365	124740
33281	14.8283	chr21_40911541_40961810	chr21	40911541	40961810	50269	0.00072940911	23.97363	23.320278	110	2.1882273	21.208585	3.0223147	150807
33282	14.8257	chr11_111218010_111244069	chr11	111218010	111244069	26059	0.0007291147	33.54631	27.521799	57	2.1873441	22.475041	3.6663777	78177
33283	14.8232	chr3_4065745_4223942	chr3	4065745	4223942	158197	0.0007290488	31.52263	30.221784	346	2.1871464	21.996601	4.1756095	474591
33284	14.8206	chr22_47487014_47542804	chr22	47487014	47542804	55790	0.00072892394	24.77943	24.521489	122	2.1867718	21.829421	2.5700093	167370
33285	14.818	chr8_97312212_97374926	chr8	97312212	97374926	62714	0.0007281734	23.14504	22.512872	137	2.1845202	20.781176	4.1099631	188142
33286	14.8155	chr9_38654539_38679725	chr9	38654539	38679725	25186	0.00072791763	23.91776	22.528354	55	2.1837529	21.001576	3.6950822	75558
33287	14.8129	chr11_71308366_71352348	chr11	71308366	71352348	43982	0.00072757037	23.59681	22.228594	96	2.1827111	20.87483	2.8694044	131946
33288	14.8104	chr13_111981458_112040582	chr13	111981458	112040582	59124	0.00072728503	22.24063	21.973273	129	2.1818551	21.110461	2.4917369	177372
33289	14.8078	chr4_43191217_43353468	chr4	43191217	43353468	162251	0.00072726824	25.27587	24.642856	354	2.1818047	21.376487	3.344763	486753
33290	14.8052	chr6_153923313_153979702	chr6	153923313	153979702	56389	0.00072709216	24.59651	23.919677	123	2.1812765	21.663391	3.505098	169167
33291	14.8027	chr13_34857586_34899305	chr13	34857586	34899305	41719	0.00072708678	23.22089	23.060427	91	2.1812603	21.150279	4.0719599	125157
33292	14.8001	chrX_8384029_8519799	chrX	8384029	8519799	135770	0.00072671921	31.01354	29.169756	296	2.1801576	23.647376	2.3774136	407310
33293	14.7976	chr10_52401282_52437988	chr10	52401282	52437988	36706	0.0007264934	23.31937	22.497069	80	2.1794802	20.89209	4.1918775	110118
33294	14.795	chr17_73109368_73125893	chr17	73109368	73125893	16525	0.00072617247	22.73073	22.057938	36	2.1785174	21.028929	3.4694386	49575
33295	14.7924	chr15_31904893_32007750	chr15	31904893	32007750	102857	0.00072592693	25.82836	25.485094	224	2.1777808	21.758956	3.4418847	308571
33296	14.7899	chr8_121876920_121932041	chr8	121876920	121932041	55121	0.00072567624	23.4506	22.680137	120	2.1770287	20.950902	3.7423126	165363
33297	14.7873	chr2_139592235_139727314	chr2	139592235	139727314	135079	0.00072550137	22.34188	22.117313	294	2.1765041	20.884452	3.4044708	405237
33298	14.7848	chr5_13166003_13246867	chr5	13166003	13246867	80864	0.00072549796	24.10482	23.654967	176	2.1764939	21.249628	3.0305072	242592
33299	14.7822	chr5_118379937_118476439	chr5	118379937	118476439	96502	0.00072537357	23.62694	22.588731	210	2.1761207	20.843565	3.7594319	289506
33300	14.7796	chr4_157905575_157982801	chr4	157905575	157982801	77226	0.00072514438	28.6968	26.419145	168	2.1754331	21.330664	3.4533742	231678
33301	14.7771	chr6_137285510_137292870	chr6	137285510	137292870	7360	0.00072463768	21.3837	20.951788	16	2.173913	20.709464	3.7479592	22080
33302	14.7745	chr9_32134020_32257765	chr9	32134020	32257765	123745	0.0007246084	26.19513	25.77732	269	2.1738252	21.179268	3.9188717	371235
33303	14.772	chr7_68103930_68146721	chr7	68103930	68146721	42791	0.0007244514	23.2117	22.913356	93	2.1733542	21.168032	3.1552991	128373
33304	14.7694	chr11_81039845_81088163	chr11	81039845	81088163	48318	0.00072436773	23.08609	22.622636	105	2.1731032	20.819199	3.4045896	144954
33305	14.7669	chr10_51269809_51305708	chr10	51269809	51305708	35899	0.00072425416	25.8917	23.088287	78	2.1727625	21.130015	4.0854462	107697
33306	14.7643	chr14_59032777_59117009	chr14	59032777	59117009	84232	0.00072419033	25.17686	25.073338	183	2.172571	21.558089	3.8751428	252696
33307	14.7617	chr2_3078464_3101939	chr2	3078464	3101939	23475	0.00072417465	23.45557	22.642952	51	2.172524	21.249749	3.1636701	70425
33308	14.7592	chr18_4106522_4144732	chr18	4106522	4144732	38210	0.00072406874	24.904	23.63902	83	2.1722062	21.16693	4.1663861	114630
33309	14.7566	chr13_39172123_39205744	chr13	39172123	39205744	33621	0.000723754	23.89862	23.110721	73	2.171262	21.212125	3.4889137	100863
33310	14.7541	chr5_153405440_153420645	chr5	153405440	153420645	15205	0.00072344623	22.072	21.890481	33	2.1703387	21.043432	3.2103112	45615
33311	14.7515	chr22_17286047_17311850	chr22	17286047	17311850	25803	0.00072343009	23.39206	22.169183	56	2.1702903	21.227567	3.2681796	77409
33312	14.7489	chr5_11257162_11304638	chr5	11257162	11304638	47476	0.00072317241	25.20159	24.761622	103	2.1695172	21.650706	3.5681583	142428
33313	14.7464	chr7_46805185_46911206	chr7	46805185	46911206	106021	0.00072312718	24.74986	23.602888	230	2.1693815	21.054754	3.3901023	318063
33314	14.7438	chr4_55680880_55749565	chr4	55680880	55749565	68685	0.00072310791	25.88477	25.846766	149	2.1693237	22.01125	3.7491432	206055
33315	14.7413	chr9_71122789_71301667	chr9	71122789	71301667	178878	0.00072302538	31.49546	28.721304	388	2.1690761	21.547621	3.9506325	536634
33316	14.7387	chr16_86700867_86713778	chr16	86700867	86713778	12911	0.00072289779	22.73163	21.49488	28	2.1686934	20.824297	2.9621457	38733
33317	14.7361	chr2_114601231_114671781	chr2	114601231	114671781	70550	0.00072289157	24.3929	23.124514	153	2.1686747	21.278317	3.785164	211650
33318	14.7336	chr16_64479182_64685300	chr16	64479182	64685300	206118	0.00072288689	24.81472	23.229018	447	2.1686607	21.005425	3.4648694	618354
33319	14.731	chr8_79354254_79469996	chr8	79354254	79469996	115742	0.00072287214	23.54271	23.014182	251	2.1686164	20.836092	3.8844117	347226
33320	14.7285	chr3_5455831_5499181	chr3	5455831	5499181	43350	0.00072279892	22.77877	22.36093	94	2.1683968	21.00683	3.8192781	130050
33321	14.7259	chr17_79415165_79453449	chr17	79415165	79453449	38284	0.00072266917	25.91259	23.423686	83	2.1680075	21.112623	3.080742	114852
33322	14.7233	chr8_61913590_62130383	chr8	61913590	62130383	216793	0.00072265556	24.38124	23.020045	470	2.1679667	21.053832	3.3260767	650379
33323	14.7208	chr14_58981113_59032777	chr14	58981113	59032777	51664	0.00072261794	25.11558	24.482455	112	2.1678538	21.568242	4.0943031	154992
33324	14.7182	chr7_42773891_42888362	chr7	42773891	42888362	114471	0.00072216253	25.60629	25.035912	248	2.1664876	21.809162	3.6538889	343413
33325	14.7157	chr18_57982683_57993766	chr18	57982683	57993766	11083	0.00072182622	22.52103	21.77598	24	2.1654787	21.018443	3.862273	33249
33326	14.7131	chr9_10251878_10278663	chr9	10251878	10278663	26785	0.00072179703	24.43962	22.205613	58	2.1653911	21.022399	3.584817	80355
33327	14.7105	chr9_28342786_28402389	chr9	28342786	28402389	59603	0.0007214402	32.867	31.989851	129	2.1643206	22.474444	4.1104875	178809
33328	14.708	chr14_49305820_49346041	chr14	49305820	49346041	40221	0.00072101638	25.56045	25.48094	87	2.1630492	22.243672	3.9124897	120663
33329	14.7054	chr15_26641952_26665994	chr15	26641952	26665994	24042	0.00072096054	25.91973	23.366537	52	2.1628816	21.271604	3.5199771	72126
33330	14.7029	chr2_14915897_14965385	chr2	14915897	14965385	49488	0.00072071344	23.34244	22.507535	107	2.1621403	21.129186	3.3859992	148464
33331	14.7003	chr1_244936099_244946277	chr1	244936099	244946277	10178	0.00072050829	20.53809	20.208379	22	2.1615249	20.151656	3.137299	30534
33332	14.6978	chr1_242134574_242187318	chr1	242134574	242187318	52744	0.0007204611	24.33453	23.494047	114	2.1613833	21.14107	4.1078325	158232
33333	14.6952	chr11_87876318_87922595	chr11	87876318	87922595	46277	0.00072030022	24.68465	24.43603	100	2.1609007	21.675769	3.563729	138831
33334	14.6926	chr2_132285831_132318236	chr2	132285831	132318236	32405	0.00072005349	26.88529	25.770916	70	2.1601605	21.917685	3.119703	97215
33335	14.6901	chr1_79681438_79755973	chr1	79681438	79755973	74535	0.00072001968	23.64463	23.041291	161	2.160059	21.138452	3.4456259	223605
33336	14.6875	chr9_1877907_1913138	chr9	1877907	1913138	35231	0.0007190637	22.72334	22.084486	76	2.1571911	20.867442	4.0914336	105693
33337	14.685	chr3_152913940_152957076	chr3	152913940	152957076	43136	0.00071865727	23.12991	22.420357	93	2.1559718	20.954459	3.7151343	129408
33338	14.6824	chr12_31992722_32041441	chr12	31992722	32041441	48719	0.00071840555	23.21246	22.330633	105	2.1552167	20.799871	3.9184247	146157
33339	14.6798	chr2_5750965_5806181	chr2	5750965	5806181	55216	0.0007183908	24.36965	23.797441	119	2.1551724	21.314718	2.6633808	165648
33340	14.6773	chr6_161621973_161656315	chr6	161621973	161656315	34342	0.00071826529	24.6023	23.395199	74	2.1547959	21.291695	3.8105442	103026
33341	14.6747	chr2_10987720_11010461	chr2	10987720	11010461	22741	0.00071823285	22.92275	22.572155	49	2.1546986	21.052096	3.6778105	68223
33342	14.6722	chr9_7401143_7436881	chr9	7401143	7436881	35738	0.00071818979	25.91259	25.576146	77	2.1545694	22.347263	3.7020477	107214
33343	14.6696	chr6_3957395_3989420	chr6	3957395	3989420	32025	0.00071818891	23.42228	22.144743	69	2.1545667	21.065913	4.1782013	96075
33344	14.667	chr12_76707343_76739384	chr12	76707343	76739384	32041	0.00071783028	23.28294	22.392964	69	2.1534908	20.899857	4.1662074	96123
33345	14.6645	chrX_28413935_28548624	chrX	28413935	28548624	134689	0.00071770276	24.33453	23.971768	290	2.1531083	21.135196	3.8024884	404067
33346	14.6619	chr7_152901250_152920764	chr7	152901250	152920764	19514	0.00071743364	23.26881	21.722035	42	2.1523009	20.663732	2.9348259	58542
33347	14.6594	chr2_14555288_14617089	chr2	14555288	14617089	61801	0.00071735625	25.90555	22.869204	133	2.1520687	20.926671	3.3908902	185403
33348	14.6568	chr8_14839455_14962611	chr8	14839455	14962611	123156	0.0007172475	26.71452	25.120871	265	2.1517425	21.497476	3.17855	369468
33349	14.6542	chr9_1495137_1556018	chr9	1495137	1556018	60881	0.00071724621	23.06819	22.314346	131	2.1517386	20.808059	3.5439135	182643
33350	14.6517	chr17_11109319_11200409	chr17	11109319	11200409	91090	0.00071723936	25.80064	25.564039	196	2.1517181	21.447964	3.2353648	273270
33351	14.6491	chr4_74550848_74622442	chr4	74550848	74622442	71594	0.00071700608	23.3906	22.55178	154	2.1510182	20.898364	3.4970444	214782
33352	14.6466	chr18_28180723_28277477	chr18	28180723	28277477	96754	0.00071659397	24.80884	24.555406	208	2.1497819	21.327861	3.7147669	290262
33353	14.644	chr4_121261659_121314242	chr4	121261659	121314242	52583	0.00071632784	25.4321	24.961804	113	2.1489835	21.865569	3.3996905	157749
33354	14.6414	chr20_61565502_61598077	chr20	61565502	61598077	32575	0.00071629573	22.90737	22.212358	70	2.1488872	20.891663	2.964497	97725
33355	14.6389	chr8_79212731_79354254	chr8	79212731	79354254	141523	0.00071602025	23.91209	23.453138	304	2.1480607	21.128731	3.6737406	424569
33356	14.6363	chr4_179666982_179734022	chr4	179666982	179734022	67040	0.00071599045	23.05113	22.597279	144	2.1479714	20.86463	3.0127524	201120
33357	14.6338	chr18_61149588_61213408	chr18	61149588	61213408	63820	0.00071555416	23.56272	22.987494	137	2.1466625	21.069187	3.9357126	191460
33358	14.6312	chr1_188102258_188281679	chr1	188102258	188281679	179421	0.00071526373	23.12753	22.780892	385	2.1457912	21.076736	3.0128139	538263
33359	14.6287	chr2_18170202_18213081	chr2	18170202	18213081	42879	0.00071519081	24.82667	24.140923	92	2.1455724	21.292583	3.9973647	128637
33360	14.6261	chr5_6838342_6859782	chr5	6838342	6859782	21440	0.00071517413	23.69077	22.221475	46	2.1455224	20.88315	3.185759	64320
33361	14.6235	chr2_153575465_153637014	chr2	153575465	153637014	61549	0.00071487758	24.71996	24.63648	132	2.1446327	21.768203	3.7571825	184647
33362	14.621	chr2_14406656_14455619	chr2	14406656	14455619	48963	0.00071482548	23.80867	23.125964	105	2.1444764	21.058281	3.2188301	146889
33363	14.6184	chr3_7819169_7845293	chr3	7819169	7845293	26124	0.00071454091	22.88581	22.356036	56	2.1436227	21.012593	2.8834389	78372
33364	14.6159	chr2_162971717_163142497	chr2	162971717	163142497	170780	0.00071436936	26.02091	25.926865	366	2.1431081	21.48398	3.4966081	512340
33365	14.6133	chr10_124287745_124325553	chr10	124287745	124325553	37808	0.00071413457	24.41029	22.788054	81	2.1424037	21.131697	3.5108237	113424
33366	14.6107	chr2_47580354_47621897	chr2	47580354	47621897	41543	0.00071411951	34.07472	27.842632	89	2.1423585	21.873784	4.4832952	124629
33367	14.6082	chr4_86263853_86294195	chr4	86263853	86294195	30342	0.00071408169	29.52284	23.536824	65	2.1422451	21.024406	4.7859262	91026
33368	14.6056	chr16_83862486_83888162	chr16	83862486	83888162	25676	0.00071402607	25.94109	25.602694	55	2.1420782	23.258143	3.1357499	77028
33369	14.6031	chr1_72603542_72799152	chr1	72603542	72799152	195610	0.00071400576	25.09716	23.634888	419	2.1420173	21.106621	3.4612055	586830
33370	14.6005	chr16_25917180_25975541	chr16	25917180	25975541	58361	0.0007139471	23.15469	22.725407	125	2.1418413	21.079171	3.4528054	175083
33371	14.5979	chr3_191909260_192009178	chr3	191909260	192009178	99918	0.00071391875	24.21964	23.438668	214	2.1417562	21.126038	3.3373591	299754
