block_id	chrom	start	end	length_bp	n_positions	n_variant_alleles	n_scored	n_missing_avi	avi_max	avi_top10_mean	avi_top1_count	avi_top1_fraction	avi_top1_per_kb	avi_top1_mean	avi_mean
chr12_107313575_107331926	chr12	107313575	107331926	18351	18351	55053	55053	0	41.67693	39.692985	2640	0.04795379	143.86137	24.163589	6.2468666
chr12_107331926_107375664	chr12	107331926	107375664	43738	43738	131214	131214	0	25.62612	25.121666	411	0.0031322877	9.3968631	21.431791	4.7876056
chr12_107375664_107398823	chr12	107375664	107398823	23159	23159	69477	69477	0	23.9026	23.303428	231	0.0033248413	9.9745239	21.104681	4.5464048
chr12_107398823_107449549	chr12	107398823	107449549	50726	50726	152178	152178	0	24.39875	23.703422	523	0.0034367648	10.310295	21.113833	4.5581016
chr12_107449549_107543991	chr12	107449549	107543991	94442	94442	283326	283326	0	41.28038	39.921984	954	0.003367146	10.101438	23.78235	4.3901611
chr12_107543991_107573137	chr12	107543991	107573137	29146	29146	87438	87438	0	40.35613	39.260036	453	0.0051808138	15.542442	24.868663	4.5831683
chr12_107573137_107637932	chr12	107573137	107637932	64795	64795	194385	194385	0	76.72236	54.24043	3772	0.019404789	58.214368	25.649535	4.7831081
chr12_107637932_107665831	chr12	107637932	107665831	27899	27899	83697	83697	0	48.41333	45.839073	1712	0.020454736	61.364207	25.471042	4.9673964
chr12_107665831_107785453	chr12	107665831	107785453	119622	119622	358866	358866	0	68.75086	56.142135	9603	0.026759292	80.277875	25.498856	4.7971572
chr12_107785453_107872978	chr12	107785453	107872978	87525	87525	262575	262575	0	22.83706	22.251578	108	0.00041131105	1.2339332	20.886688	3.4441393
chr12_107872978_108105656	chr12	107872978	108105656	232678	232678	698034	698034	0	25.03622	24.592214	929	0.0013308807	3.9926422	21.256765	3.5746363
chr12_108105656_108118977	chr12	108105656	108118977	13321	13321	39963	39963	0	25.75989	24.207404	211	0.0052798839	15.839652	21.637312	3.9418965
chr12_108118977_108178739	chr12	108118977	108178739	59762	59762	179286	179286	0	32.74318	27.807812	650	0.0036254922	10.876477	21.56797	4.0223451
chr12_108178739_108209264	chr12	108178739	108209264	30525	30525	91575	91575	0	45.6259	44.465768	1052	0.011487851	34.463554	24.594312	3.9776706
chr12_108209264_108246190	chr12	108209264	108246190	36926	36926	110778	110778	0	59.5835	46.86438	2077	0.01874921	56.24763	26.151786	4.2330251
chr12_108246190_108299917	chr12	108246190	108299917	53727	53727	161181	161181	0	41.94396	38.866233	2588	0.016056483	48.169449	24.588904	4.1173278
chr12_108299917_108310553	chr12	108299917	108310553	10636	10636	31908	31908	0	28.45941	25.743506	381	0.011940579	35.821737	21.892023	5.1205914
chr12_108310553_108340697	chr12	108310553	108340697	30144	30144	90432	90432	0	37.42991	35.230153	893	0.0098748231	29.624469	22.491666	4.8183352
chr12_108340697_108364589	chr12	108340697	108364589	23892	23892	71676	71676	0	24.37544	22.781091	92	0.0012835538	3.8506613	21.086983	3.5018868
chr12_108364589_108472703	chr12	108364589	108472703	108114	108114	324342	324342	0	23.19448	23.097079	343	0.0010575257	3.1725771	21.050189	3.6641896
chr12_108472703_108493280	chr12	108472703	108493280	20577	20577	61731	61731	0	25.38831	23.144951	99	0.0016037323	4.811197	21.029977	3.797144
chr12_108493280_108572822	chr12	108493280	108572822	79542	79542	238626	238626	0	61.03135	53.200655	9671	0.040527855	121.58357	25.554359	5.2934647
chr12_108572822_108632661	chr12	108572822	108632661	59839	59839	179517	179517	0	44.02643	41.064854	2377	0.013241086	39.723257	23.991592	4.2683839
chr12_108632661_108729288	chr12	108632661	108729288	96627	96627	289881	289881	0	61.05328	57.134961	5427	0.018721475	56.164426	25.074717	5.8412116
chr12_108729288_108878275	chr12	108729288	108878275	148987	148987	446961	446961	0	68.3453	54.498979	7193	0.016093127	48.27938	25.022453	4.9770105
chr12_108878275_108896292	chr12	108878275	108896292	18017	18017	54051	54051	0	55.7396	52.76128	1515	0.028029084	84.087251	25.095117	4.8716117
chr12_108896292_108932525	chr12	108896292	108932525	36233	36233	108699	108699	0	56.47688	52.120879	2240	0.020607365	61.822096	25.824035	4.7715646
chr12_108932525_109022306	chr12	108932525	109022306	89781	89781	269343	269343	0	62.44417	55.73405	3088	0.011464935	34.394805	25.841896	4.3826911
chr12_109022306_109091360	chr12	109022306	109091360	69054	69054	207162	207162	0	57.8933	52.763141	4223	0.020385013	61.155038	25.870165	4.8195947
chr12_109091360_109130476	chr12	109091360	109130476	39116	39116	117348	117348	0	58.13021	52.966741	2667	0.022727273	68.181818	25.455948	5.0429511
chr12_109130476_109151856	chr12	109130476	109151856	21380	21380	64140	64140	0	51.87458	44.815298	626	0.0097599002	29.279701	23.716667	4.8764365
chr12_109151856_109205347	chr12	109151856	109205347	53491	53491	160473	160473	0	61.26896	56.717455	4874	0.030372711	91.118132	25.833853	4.9596089
chr12_109205347_109245890	chr12	109205347	109245890	40543	40543	121629	121629	0	61.50633	51.1514	4939	0.040607092	121.82128	25.612125	4.8723795
chr12_109245890_109333724	chr12	109245890	109333724	87834	87834	263502	263502	0	56.78536	51.144923	7145	0.027115544	81.346631	25.153879	4.5323957
chr12_109333724_109411262	chr12	109333724	109411262	77538	77538	232614	232614	0	52.3585	48.185871	3655	0.015712726	47.138177	24.736155	3.9172297
chr12_109411262_109448556	chr12	109411262	109448556	37294	37294	111882	111882	0	53.29485	49.331406	3420	0.03056792	91.703759	24.853266	4.7008472
chr12_109448556_109617598	chr12	109448556	109617598	169042	169042	507126	507126	0	63.64196	58.562227	16034	0.031617389	94.852167	25.367094	5.3354903
chr12_109617598_109645636	chr12	109617598	109645636	28038	28038	84114	84114	0	25.08477	24.382122	820	0.0097486744	29.246023	21.401643	3.6044217
chr12_109645636_109677534	chr12	109645636	109677534	31898	31898	95694	95694	0	23.82905	23.413877	614	0.0064162852	19.248856	21.147344	4.0128074
chr12_109677534_109735169	chr12	109677534	109735169	57635	57635	172905	172905	0	34.84096	30.701923	3707	0.021439519	64.318556	21.421817	5.4497885
chr12_109735169_109765331	chr12	109735169	109765331	30162	30162	90486	90486	0	42.24242	37.270423	1647	0.018201711	54.605132	21.974714	5.195254
chr12_109765331_109790878	chr12	109765331	109790878	25547	25547	76641	76641	0	48.67807	45.291033	3784	0.049373051	148.11915	24.645599	5.1421584
chr12_109790878_109830050	chr12	109790878	109830050	39172	39172	117516	117516	0	56.09963	47.519032	4622	0.039330815	117.99244	24.936411	4.6996039
chr12_109830050_109875949	chr12	109830050	109875949	45899	45899	137697	137697	0	52.57056	48.777568	2076	0.015076581	45.229744	24.420103	5.0893172
chr12_109875949_110059573	chr12	109875949	110059573	183624	183624	550872	550872	0	65.00298	59.4553	16974	0.030812966	92.438897	25.067732	5.9708877
chr12_110059573_110811099	chr12	110059573	110811099	751526	751526	2254578	2254578	0	66.36557	63.096629	44816	0.019877778	59.633333	25.093267	5.3278738
chr12_110811099_110862206	chr12	110811099	110862206	51107	51107	153321	153321	0	49.4423	43.368989	910	0.00593526	17.80578	23.525885	4.4906081
chr12_110862206_110921197	chr12	110862206	110921197	58991	58991	176973	176973	0	55.20974	51.76957	3722	0.021031457	63.09437	24.900297	4.7232586
chr12_110921197_110976133	chr12	110921197	110976133	54936	54936	164808	164808	0	33.43787	27.222595	880	0.0053395466	16.01864	21.69881	4.3814155
chr12_110976133_111141422	chr12	110976133	111141422	165289	165289	495867	495867	0	45.10615	39.152092	5769	0.011634168	34.902504	21.591548	5.2201875
chr12_111141422_111193929	chr12	111141422	111193929	52507	52507	157521	157521	0	32.11534	26.225932	2888	0.018334063	55.00219	21.283747	5.2648985
chr12_111193929_111225394	chr12	111193929	111225394	31465	31465	94395	94395	0	52.69433	48.330166	1569	0.016621643	49.864929	22.831386	5.721337
chr12_111225394_111333959	chr12	111225394	111333959	108565	108565	325695	325695	0	53.68836	47.698808	6662	0.02045472	61.36416	24.500101	4.5451818
chr12_111333959_111379563	chr12	111333959	111379563	45604	45604	136812	136812	0	51.95461	47.161768	4121	0.030121627	90.36488	24.848211	5.2854281
chr12_111379563_111621753	chr12	111379563	111621753	242190	242190	726570	726570	0	67.01463	55.801579	15340	0.0211129	63.338701	24.649146	5.3132981
chr12_111621753_112592423	chr12	111621753	112592423	970670	970670	2912010	2912010	0	70.94631	64.916934	72373	0.02485328	74.55984	25.862057	5.2668485
chr12_112592423_112674475	chr12	112592423	112674475	82052	82052	246156	246156	0	23.03631	22.489121	121	0.0004915582	1.4746746	20.840546	3.9330533
chr12_112674475_112826073	chr12	112674475	112826073	151598	151598	454794	454794	0	33.44689	30.861324	613	0.001347863	4.043589	21.666703	4.0450394
chr12_112826073_112881244	chr12	112826073	112881244	55171	55171	165513	165513	0	57.24358	48.30567	2246	0.013569931	40.709793	25.313435	4.3758374
chr12_112881244_112897876	chr12	112881244	112897876	16632	16632	49896	49896	0	52.55678	48.358582	2147	0.043029501	129.0885	27.654959	4.9901342
chr12_112897876_112943944	chr12	112897876	112943944	46068	46068	138204	138204	0	48.00437	46.793487	2183	0.015795491	47.386472	25.304335	4.5378112
chr12_112943944_112988375	chr12	112943944	112988375	44431	44431	133293	133293	0	50.19396	40.670464	3414	0.025612748	76.838244	24.881187	4.7771318
chr12_112988375_113040630	chr12	112988375	113040630	52255	52255	156765	156765	0	48.00437	43.664039	1985	0.012662265	37.986796	24.764299	4.0267225
chr12_113040630_113087162	chr12	113040630	113087162	46532	46532	139596	139596	0	43.53944	40.522359	3025	0.021669675	65.009026	24.220948	4.7991979
chr12_113087162_113123704	chr12	113087162	113123704	36542	36542	109626	109626	0	60.89299	55.933157	6494	0.059237772	177.71332	25.574961	6.0173087
chr12_113123704_113293507	chr12	113123704	113293507	169803	169803	509409	509409	0	61.86208	58.536468	16904	0.033183552	99.550656	24.844088	5.5679313
chr12_113293507_113349459	chr12	113293507	113349459	55952	55952	167856	167856	0	55.06894	50.512881	3754	0.022364408	67.093223	25.178454	5.0370381
chr12_113349459_113447923	chr12	113349459	113447923	98464	98464	295392	295392	0	59.37799	55.61584	6913	0.0234028	70.208401	25.02962	4.570532
chr12_113447923_113483627	chr12	113447923	113483627	35704	35704	107112	107112	0	47.74448	43.990128	4682	0.043711256	131.13377	24.316133	5.2715804
chr12_113483627_113523020	chr12	113483627	113523020	39393	39393	118179	118179	0	23.69397	23.511521	943	0.007979421	23.938263	21.310528	3.4149019
chr12_113523020_113550754	chr12	113523020	113550754	27734	27734	83202	83202	0	24.00179	23.01942	335	0.0040263455	12.079037	21.186918	3.1881944
chr12_113550754_113582908	chr12	113550754	113582908	32154	32154	96462	96462	0	24.9639	23.925362	719	0.0074537123	22.361137	21.292522	3.3612344
chr12_113582908_113610812	chr12	113582908	113610812	27904	27904	83712	83712	0	23.9656	23.726224	519	0.006199828	18.599484	21.192878	3.6038702
chr12_113610812_113648843	chr12	113610812	113648843	38031	38031	114093	114093	0	24.92794	24.333575	621	0.0054429281	16.328784	21.153123	3.2180459
chr12_113648843_113662855	chr12	113648843	113662855	14012	14012	42036	42036	0	24.02857	23.832986	380	0.0090398706	27.119612	21.350851	3.806381
chr12_113662855_113692637	chr12	113662855	113692637	29782	29782	89346	89346	0	24.4337	23.703936	796	0.0089091845	26.727554	21.280586	3.7402083
chr12_113692637_113727141	chr12	113692637	113727141	34504	34504	103512	103512	0	23.63105	23.178009	591	0.005709483	17.128449	21.135884	3.406524
chr12_113727141_113743304	chr12	113727141	113743304	16163	16163	48489	48489	0	23.31937	22.661016	77	0.001587989	4.7639671	21.108602	3.2407448
chr12_113743304_113808826	chr12	113743304	113808826	65522	65522	196566	196566	0	25.31299	24.954839	1574	0.0080074886	24.022466	21.400055	3.6451309
chr12_113808826_113836629	chr12	113808826	113836629	27803	27803	83409	83409	0	40.29554	36.232703	938	0.011245789	33.737366	21.76049	4.1070438
chr12_113836629_113906013	chr12	113836629	113906013	69384	69384	208152	208152	0	60.08105	41.401641	1710	0.0082151505	24.645451	22.797457	4.2224314
chr12_113906013_113968575	chr12	113906013	113968575	62562	62562	187686	187686	0	60.75891	54.59929	4349	0.02317168	69.515041	25.552839	3.8269263
chr12_113968575_114015800	chr12	113968575	114015800	47225	47225	141675	141675	0	25.75989	24.828672	347	0.0024492677	7.3478031	21.825367	2.9803227
chr12_114015800_114169966	chr12	114015800	114169966	154166	154166	462498	462498	0	24.44561	24.299785	797	0.0017232507	5.1697521	21.225983	2.9580513
chr12_114169966_114226176	chr12	114169966	114226176	56210	56210	168630	168630	0	24.0794	23.097677	412	0.0024432189	7.3296566	21.190217	3.2777402
chr12_114226176_114251680	chr12	114226176	114251680	25504	25504	76512	76512	0	23.11063	22.677594	352	0.0046005855	13.801757	21.058564	3.4226659
chr12_114251680_114269565	chr12	114251680	114269565	17885	17885	53655	53655	0	24.98802	23.468896	315	0.0058708415	17.612524	21.157585	4.2000016
chr12_114269565_114312031	chr12	114269565	114312031	42466	42466	127398	127398	0	22.84753	22.332957	157	0.0012323584	3.6970753	20.932933	3.3472592
chr12_114312031_114342183	chr12	114312031	114342183	30152	30152	90456	90456	0	28.75733	23.769746	296	0.0032723092	9.8169276	21.148539	3.4498515
chr12_114342183_114379527	chr12	114342183	114379527	37344	37344	112032	112032	0	50.52386	43.25908	2248	0.020065696	60.197087	23.15293	4.3449104
chr12_114379527_114417191	chr12	114379527	114417191	37664	37664	112992	112992	0	48.45336	44.924487	3278	0.029010903	87.03271	24.695003	5.1961653
chr12_114417191_114445641	chr12	114417191	114445641	28450	28450	85350	85350	0	24.83258	23.051841	344	0.0040304628	12.091388	21.073406	3.7958147
chr12_114445641_114503556	chr12	114445641	114503556	57915	57915	173745	173745	0	25.06656	25.038068	1012	0.005824628	17.473884	21.38748	3.5661785
chr12_114503556_114544640	chr12	114503556	114544640	41084	41084	123252	123252	0	26.65434	25.145857	68	0.00055171519	1.6551456	21.726891	3.0050147
chr12_114544640_114582271	chr12	114544640	114582271	37631	37631	112893	112893	0	22.94402	21.330901	14	0.00012401123	0.3720337	21.008381	2.9338575
chr12_114582271_114597117	chr12	114582271	114597117	14846	14846	44538	44538	0	22.60942	21.49168	27	0.0006062239	1.8186717	20.967696	3.2587888
chr12_114597117_114605650	chr12	114597117	114605650	8533	8533	25599	25599	0	22.6826	21.199324	21	0.00082034454	2.4610336	20.713632	3.1471152
chr12_114605650_114621556	chr12	114605650	114621556	15906	15906	47718	47718	0	22.01442	21.271564	32	0.00067060648	2.0118194	20.658583	2.5600148
chr12_114621556_114649811	chr12	114621556	114649811	28255	28255	84765	84765	0	25.76676	24.929689	141	0.0016634224	4.9902672	21.591133	2.8425048
chr12_114649811_114683398	chr12	114649811	114683398	33587	33587	100761	100761	0	53.23788	47.870849	5633	0.055904566	167.7137	25.062406	6.1704649
chr12_114683398_114701963	chr12	114683398	114701963	18565	18565	55695	55695	0	26.38263	25.5789	1295	0.023251638	69.754915	21.52285	5.7473927
chr12_114701963_114729639	chr12	114701963	114729639	27676	27676	83028	83028	0	25.96243	25.63956	393	0.004733343	14.200029	21.4265	3.6782873
chr12_114729639_114744154	chr12	114729639	114744154	14515	14515	43545	43545	0	24.04364	23.74124	289	0.0066368125	19.910437	21.456896	3.7080999
chr12_114744154_114768560	chr12	114744154	114768560	24406	24406	73218	73218	0	24.52679	24.03468	548	0.0074844983	22.453495	21.259811	4.7642494
chr12_114768560_114824045	chr12	114768560	114824045	55485	55485	166455	166455	0	24.4337	24.224797	814	0.0048902106	14.670632	21.399118	3.757959
chr12_114824045_114891965	chr12	114824045	114891965	67920	67920	203760	203760	0	24.47464	24.009475	1024	0.0050255202	15.076561	21.217488	3.6907695
chr12_114891965_114906756	chr12	114891965	114906756	14791	14791	44373	44373	0	23.74925	23.608015	534	0.012034345	36.103036	21.128346	4.4060663
chr12_114906756_114945581	chr12	114906756	114945581	38825	38825	116475	116475	0	24.6023	24.534887	1241	0.010654647	31.963941	21.342066	4.2841318
chr12_114945581_115003218	chr12	114945581	115003218	57637	57637	172911	172911	0	25.83541	24.676182	992	0.0057370555	17.211166	21.420483	4.0572809
chr12_115003218_115012905	chr12	115003218	115012905	9687	9687	29061	29061	0	22.05493	21.385225	26	0.00089466983	2.6840095	20.796379	3.2224294
chr12_115012905_115034115	chr12	115012905	115034115	21210	21210	63630	63630	0	26.05051	24.01061	627	0.0098538425	29.561528	21.304	3.8240726
chr12_115034115_115066266	chr12	115034115	115066266	32151	32151	96453	96453	0	24.38124	23.368541	582	0.0060340269	18.102081	21.208127	3.7137137
chr12_115066266_115102550	chr12	115066266	115102550	36284	36284	108852	108852	0	25.48946	24.8481	705	0.0064766839	19.430052	21.371989	3.4183817
chr12_115102550_115118707	chr12	115102550	115118707	16157	16157	48471	48471	0	24.11027	23.697725	222	0.0045800582	13.740175	21.325197	3.5255026
chr12_115118707_115146011	chr12	115118707	115146011	27304	27304	81912	81912	0	23.42373	23.031202	176	0.0021486473	6.445942	21.086382	3.479542
chr12_115146011_115164796	chr12	115146011	115164796	18785	18785	56355	56355	0	24.04669	23.67136	339	0.0060154378	18.046314	21.363506	4.0629501
chr12_115164796_115198140	chr12	115164796	115198140	33344	33344	100032	100032	0	23.75258	23.254205	442	0.0044185861	13.255758	21.118957	3.7072271
chr12_115198140_115229313	chr12	115198140	115229313	31173	31173	93519	93519	0	24.71404	24.158032	569	0.0060843251	18.252975	21.369906	3.9246873
chr12_115229313_115245190	chr12	115229313	115245190	15877	15877	47631	47631	0	22.34878	21.859235	160	0.0033591569	10.077471	20.958096	3.5761012
chr12_115245190_115268027	chr12	115245190	115268027	22837	22837	68511	68511	0	23.66194	23.044442	305	0.0044518399	13.35552	20.928734	3.2898065
chr12_115268027_115306953	chr12	115268027	115306953	38926	38926	116778	116778	0	25.20159	23.992072	314	0.0026888626	8.0665879	21.382733	3.8454737
chr12_115306953_115349547	chr12	115306953	115349547	42594	42594	127782	127782	0	24.93399	24.413968	692	0.0054154732	16.24642	21.409694	3.8167597
chr12_115349547_115400739	chr12	115349547	115400739	51192	51192	153576	153576	0	25.82836	24.66084	946	0.0061598166	18.47945	21.360805	3.9713629
chr12_115400739_115427607	chr12	115400739	115427607	26868	26868	80604	80604	0	22.80644	22.722871	264	0.0032752717	9.8258151	21.062634	3.5392928
chr12_115427607_115512070	chr12	115427607	115512070	84463	84463	253389	253389	0	25.09097	24.95747	1496	0.0059039658	17.711898	21.469656	3.7306858
chr12_115512070_115559688	chr12	115512070	115559688	47618	47618	142854	142854	0	23.77595	23.482039	441	0.0030870679	9.2612037	21.229183	3.3598605
chr12_115559688_115587482	chr12	115559688	115587482	27794	27794	83382	83382	0	24.85036	23.643475	367	0.0044014296	13.204289	21.247236	3.3258133
chr12_115587482_115623618	chr12	115587482	115623618	36136	36136	108408	108408	0	24.23794	23.929699	679	0.0062633754	18.790126	21.196375	3.4806466
chr12_115623618_115706020	chr12	115623618	115706020	82402	82402	247206	247206	0	25.56045	24.332167	1903	0.0076980332	23.0941	21.298592	3.7009308
chr12_115706020_115747388	chr12	115706020	115747388	41368	41368	124104	124104	0	22.72145	22.380659	147	0.0011844904	3.5534713	20.89201	3.3159885
chr12_115747388_115776977	chr12	115747388	115776977	29589	29589	88767	88767	0	25.77356	25.640303	567	0.0063875089	19.162527	21.506454	4.5407226
chr12_115776977_115808391	chr12	115776977	115808391	31414	31414	94242	94242	0	24.79121	24.268577	412	0.0043717239	13.115172	21.385789	3.5336275
chr12_115808391_115834752	chr12	115808391	115834752	26361	26361	79083	79083	0	25.00004	24.60904	584	0.0073846465	22.15394	21.276869	3.6919727
chr12_115834752_115887464	chr12	115834752	115887464	52712	52712	158136	158136	0	24.94597	24.556256	665	0.0042052411	12.615723	21.237873	3.6284232
chr12_115887464_115925974	chr12	115887464	115925974	38510	38510	115530	115530	0	27.17685	26.111319	203	0.0017571194	5.2713581	21.602311	2.9703355
chr12_115925974_115945444	chr12	115925974	115945444	19470	19470	58410	58410	0	23.94014	22.985108	41	0.0007019346	2.1058038	21.420947	3.342081
chr12_115945444_116302017	chr12	115945444	116302017	356573	356573	1069719	1069719	0	57.4853	54.60769	18914	0.017681279	53.043837	24.475204	5.7949333
chr12_116302017_116318715	chr12	116302017	116318715	16698	16698	50094	50094	0	23.88673	23.153155	384	0.0076655887	22.996766	20.99661	5.1982519
chr12_116318715_116349349	chr12	116318715	116349349	30634	30634	91902	91902	0	25.7261	25.185933	1238	0.013470871	40.412613	21.680177	5.1815071
chr12_116349349_116371057	chr12	116349349	116371057	21708	21708	65124	65124	0	25.84238	25.319704	397	0.0060960629	18.288189	21.723056	4.7788558
chr12_116371057_116436999	chr12	116371057	116436999	65942	65942	197826	197826	0	31.61626	28.133598	958	0.0048426395	14.527918	21.681103	4.4663364
chr12_116436999_116444621	chr12	116436999	116444621	7622	7622	22866	22866	0	23.97608	23.91368	172	0.0075220852	22.566256	21.39683	4.2337431
chr12_116444621_116520155	chr12	116444621	116520155	75534	75534	226602	226602	0	25.32561	24.485081	1173	0.0051764768	15.52943	21.372093	4.1427624
chr12_116520155_116570518	chr12	116520155	116570518	50363	50363	151089	151089	0	27.72064	26.719485	1911	0.012648174	37.944523	21.600602	4.9382458
chr12_116570518_116592623	chr12	116570518	116592623	22105	22105	66315	66315	0	38.76319	36.745354	818	0.012335067	37.005202	23.474025	4.6249969
chr12_116592623_116601505	chr12	116592623	116601505	8882	8882	26646	26646	0	32.00615	31.644294	402	0.015086692	45.260077	22.065412	4.724398
chr12_116601505_116636781	chr12	116601505	116636781	35276	35276	105828	105828	0	25.40092	24.287562	816	0.0077106248	23.131874	21.346897	4.6633519
chr12_116636781_116649039	chr12	116636781	116649039	12258	12258	36774	36774	0	25.23227	24.971207	119	0.0032359819	9.7079458	21.996898	4.2129601
chr12_116649039_116697255	chr12	116649039	116697255	48216	48216	144648	144648	0	25.58006	24.623975	1244	0.008600188	25.800564	21.506187	4.4667839
chr12_116697255_116746994	chr12	116697255	116746994	49739	49739	149217	149217	0	52.69433	48.187887	2349	0.015742174	47.226522	24.787658	4.9386294
chr12_116746994_116900699	chr12	116746994	116900699	153705	153705	461115	461115	0	53.87493	49.443863	6550	0.014204699	42.614098	23.580813	4.6626594
chr12_116900699_117069204	chr12	116900699	117069204	168505	168505	505515	505515	0	57.61139	54.816945	8678	0.017166652	51.499955	23.550779	5.1822995
chr12_117069204_117112990	chr12	117069204	117112990	43786	43786	131358	131358	0	43.3511	41.000143	871	0.0066307343	19.892203	23.284653	4.2866766
chr12_117112990_117137810	chr12	117112990	117137810	24820	24820	74460	74460	0	24.50935	23.730552	169	0.002269675	6.809025	21.287679	3.6427555
chr12_117137810_117210216	chr12	117137810	117210216	72406	72406	217218	217218	0	67.26324	53.473463	5283	0.024321189	72.963567	25.376243	4.7492791
chr12_117210216_117268508	chr12	117210216	117268508	58292	58292	174876	174876	0	59.80389	52.601448	5781	0.033057709	99.173128	26.008383	4.439689
chr12_117268508_117314798	chr12	117268508	117314798	46290	46290	138870	138870	0	54.9595	45.340473	2486	0.017901635	53.704904	25.74098	4.1744913
chr12_117314798_117342469	chr12	117314798	117342469	27671	27671	83013	83013	0	40.50185	38.676856	1196	0.014407382	43.222146	24.283469	4.0512708
chr12_117342469_117386744	chr12	117342469	117386744	44275	44275	132825	132825	0	31.66697	28.568713	955	0.0071899115	21.569735	21.455995	4.2321865
chr12_117386744_117427256	chr12	117386744	117427256	40512	40512	121536	121536	0	24.73198	24.207604	220	0.0018101632	5.4304897	21.43233	3.5057427
chr12_117427256_117480727	chr12	117427256	117480727	53471	53471	160413	160413	0	54.64323	48.613577	1679	0.010466733	31.400198	25.037254	3.9752444
chr12_117480727_117528340	chr12	117480727	117528340	47613	47613	142839	142839	0	53.91055	45.311532	2034	0.014239808	42.719425	25.31263	4.6967984
chr12_117528340_117551138	chr12	117528340	117551138	22798	22798	68394	68394	0	44.14664	39.205018	679	0.0099277714	29.783314	25.077996	3.8114361
chr12_117551138_117574581	chr12	117551138	117574581	23443	23443	70329	70329	0	41.87356	37.829942	611	0.0086877391	26.063217	25.093438	4.0349035
chr12_117574581_117669223	chr12	117574581	117669223	94642	94642	283926	283926	0	50.3083	42.913032	1371	0.004828723	14.486169	23.829041	4.1743252
chr12_117669223_117697134	chr12	117669223	117697134	27911	27911	83733	83733	0	26.67425	25.302686	372	0.0044426928	13.328079	21.959233	3.8284812
chr12_117697134_117711013	chr12	117697134	117711013	13879	13879	41637	41637	0	22.46685	21.999305	77	0.0018493167	5.5479501	21.020035	3.7081942
chr12_117711013_117731824	chr12	117711013	117731824	20811	20811	62433	62433	0	24.05587	23.017285	72	0.0011532363	3.4597088	21.236111	3.7231504
chr12_117731824_117762307	chr12	117731824	117762307	30483	30483	91449	91449	0	39.41649	39.083304	840	0.0091854476	27.556343	23.998537	4.1192553
chr12_117762307_117819190	chr12	117762307	117819190	56883	56883	170649	170649	0	25.01204	23.699612	244	0.0014298355	4.2895065	21.142067	3.5714452
chr12_117819190_117850683	chr12	117819190	117850683	31493	31493	94479	94479	0	24.36381	23.612627	268	0.0028366092	8.5098276	21.254381	3.9002208
chr12_117850683_117872343	chr12	117850683	117872343	21660	21660	64980	64980	0	56.43548	44.285566	651	0.010018467	30.055402	25.128525	3.4029333
chr12_117872343_117927709	chr12	117872343	117927709	55366	55366	166098	166098	0	31.98436	27.750628	805	0.0048465364	14.539609	21.664958	4.1415803
chr12_117927709_117997289	chr12	117927709	117997289	69580	69580	208740	208740	0	41.3063	39.8802	1309	0.0062709591	18.812877	23.106811	3.850053
chr12_117997289_118063760	chr12	117997289	118063760	66471	66471	199413	199413	0	55.85949	52.059069	6092	0.030549663	91.64899	25.722345	5.4168189
chr12_118063760_118077110	chr12	118063760	118077110	13350	13350	40050	40050	0	51.6254	45.559938	995	0.024843945	74.531835	24.88409	5.6539423
chr12_118077110_118096955	chr12	118077110	118096955	19845	19845	59535	59535	0	52.27117	43.419284	1116	0.018745276	56.235828	25.350042	4.2522965
chr12_118096955_118353315	chr12	118096955	118353315	256360	256360	769080	769080	0	69.58348	61.086039	12513	0.016270089	48.810267	24.738141	5.4281536
chr12_118353315_118451683	chr12	118353315	118451683	98368	98368	295104	295104	0	55.79258	52.057577	4100	0.013893407	41.680221	25.503288	5.267793
chr12_118451683_118458665	chr12	118451683	118458665	6982	6982	20946	20946	0	21.95327	21.04008	19	0.00090709443	2.7212833	20.686686	3.571081
chr12_118458665_118509283	chr12	118458665	118509283	50618	50618	151854	151854	0	22.03535	21.663115	70	0.00046096909	1.3829073	20.763117	3.7751515
chr12_118509283_118573229	chr12	118509283	118573229	63946	63946	191838	191838	0	23.93892	23.496209	303	0.0015794577	4.738373	21.264718	3.6927331
chr12_118573229_118753864	chr12	118573229	118753864	180635	180635	541905	541905	0	24.48606	23.797646	635	0.0011717921	3.5153763	20.982165	3.682034
chr12_118753864_118789437	chr12	118753864	118789437	35573	35573	106719	106719	0	26.39108	25.812046	237	0.0022207854	6.6623563	21.623694	3.4826512
chr12_118789437_118814518	chr12	118789437	118814518	25081	25081	75243	75243	0	22.08704	21.201026	15	0.00019935409	0.59806228	20.880982	2.7615914
chr12_118814518_118849236	chr12	118814518	118849236	34718	34718	104154	104154	0	23.01554	22.374987	146	0.0014017705	4.2053114	20.859348	3.7951506
chr12_118849236_118865390	chr12	118849236	118865390	16154	16154	48462	48462	0	23.14185	22.439945	59	0.0012174487	3.6523462	21.059902	3.3086722
chr12_118865390_118961380	chr12	118865390	118961380	95990	95990	287970	287970	0	23.87475	23.134415	421	0.0014619578	4.3858735	21.06834	3.6020351
chr12_118961380_118981564	chr12	118961380	118981564	20184	20184	60552	60552	0	26.08796	25.363729	298	0.0049213899	14.76417	21.629575	3.5336667
chr12_118981564_119088594	chr12	118981564	119088594	107030	107030	321090	321090	0	39.31265	38.090433	1431	0.0044566944	13.370083	22.528466	4.0436253
