block_id	chrom	start	end	length_bp	eqtl_variant_count	eqtl_pair_count	eqtl_gene_count	eqtl_tissue_count	eqtl_variants_per_kb
chr22_46509245_46519724	chr22	46509245	46519724	10479	38	38	3	9	3.6263
chr22_46519724_46531483	chr22	46519724	46531483	11759	12	13	7	10	1.0205
chr22_46531483_46571254	chr22	46531483	46571254	39771	219	325	13	24	5.5065
chr22_46571254_46602247	chr22	46571254	46602247	30993	168	285	9	28	5.4206
chr22_46602247_46622269	chr22	46602247	46622269	20022	93	99	4	14	4.6449
chr22_46622269_46684568	chr22	46622269	46684568	62299	198	318	12	24	3.1782
chr22_46684568_46701053	chr22	46684568	46701053	16485	63	96	7	22	3.8217
chr22_46701053_46710903	chr22	46701053	46710903	9850	27	30	5	13	2.7411
chr22_46710903_46724445	chr22	46710903	46724445	13542	49	59	5	11	3.6184
chr22_46724445_46739093	chr22	46724445	46739093	14648	42	92	6	42	2.8673
chr22_46739093_46762438	chr22	46739093	46762438	23345	136	249	11	48	5.8257
chr22_46762438_46841413	chr22	46762438	46841413	78975	225	387	10	47	2.849
chr22_46841413_46902935	chr22	46841413	46902935	61522	193	256	9	31	3.1371
chr22_46902935_46974137	chr22	46902935	46974137	71202	177	213	14	15	2.4859
chr22_46974137_47051453	chr22	46974137	47051453	77316	162	171	6	11	2.0953
chr22_47051453_47096682	chr22	47051453	47096682	45229	102	104	9	10	2.2552
chr22_47096682_47115874	chr22	47096682	47115874	19192	2	2	1	1	0.1042
chr22_47115874_47150007	chr22	47115874	47150007	34133	16	17	6	7	0.4688
chr22_47150007_47171844	chr22	47150007	47171844	21837	16	16	4	5	0.7327
chr22_47171844_47200033	chr22	47171844	47200033	28189	44	46	8	19	1.5609
chr22_47200033_47222105	chr22	47200033	47222105	22072	57	63	7	15	2.5825
chr22_47222105_47257518	chr22	47222105	47257518	35413	70	70	2	9	1.9767
chr22_47257518_47285160	chr22	47257518	47285160	27642	17	17	9	10	0.615
chr22_47285160_47370846	chr22	47285160	47370846	85686	67	69	7	11	0.7819
chr22_47370846_47433033	chr22	47370846	47433033	62187	153	154	4	4	2.4603
chr22_47433033_47487014	chr22	47433033	47487014	53981	65	110	7	6	1.2041
chr22_47487014_47542804	chr22	47487014	47542804	55790	65	108	4	6	1.1651
chr22_47542804_47580784	chr22	47542804	47580784	37980	8	8	2	3	0.2106
chr22_47580784_47599748	chr22	47580784	47599748	18964	0	0	0	0	0.0
chr22_47599748_47625237	chr22	47599748	47625237	25489	11	12	4	3	0.4316
chr22_47625237_47669224	chr22	47625237	47669224	43987	57	66	3	3	1.2958
chr22_47669224_47736510	chr22	47669224	47736510	67286	95	99	3	2	1.4119
chr22_47736510_47795000	chr22	47736510	47795000	58490	63	73	3	2	1.0771
chr22_47795000_47815791	chr22	47795000	47815791	20791	3	3	2	1	0.1443
chr22_47815791_47875259	chr22	47815791	47875259	59468	0	0	0	0	0.0
chr22_47875259_47891202	chr22	47875259	47891202	15943	0	0	0	0	0.0
chr22_47891202_47963676	chr22	47891202	47963676	72474	85	85	1	2	1.1728
chr22_47963676_47997555	chr22	47963676	47997555	33879	90	90	1	1	2.6565
chr22_47997555_48049142	chr22	47997555	48049142	51587	0	0	0	0	0.0
chr22_48049142_48070478	chr22	48049142	48070478	21336	8	8	1	1	0.375
chr22_48070478_48086646	chr22	48070478	48086646	16168	0	0	0	0	0.0
chr22_48086646_48105541	chr22	48086646	48105541	18895	0	0	0	0	0.0
chr22_48105541_48131182	chr22	48105541	48131182	25641	0	0	0	0	0.0
chr22_48131182_48149450	chr22	48131182	48149450	18268	0	0	0	0	0.0
chr22_48149450_48195632	chr22	48149450	48195632	46182	0	0	0	0	0.0
chr22_48195632_48256183	chr22	48195632	48256183	60551	0	0	0	0	0.0
chr22_48256183_48280360	chr22	48256183	48280360	24177	1	1	1	1	0.0414
chr22_48280360_48299933	chr22	48280360	48299933	19573	0	0	0	0	0.0
chr22_48299933_48318300	chr22	48299933	48318300	18367	11	11	1	2	0.5989
chr22_48318300_48325515	chr22	48318300	48325515	7215	6	6	1	1	0.8316
chr22_48325515_48346281	chr22	48325515	48346281	20766	0	0	0	0	0.0
chr22_48346281_48358281	chr22	48346281	48358281	12000	0	0	0	0	0.0
chr22_48358281_48414640	chr22	48358281	48414640	56359	0	0	0	0	0.0
chr22_48414640_48424298	chr22	48414640	48424298	9658	0	0	0	0	0.0
chr22_48424298_48440418	chr22	48424298	48440418	16120	0	0	0	0	0.0
chr22_48440418_48460740	chr22	48440418	48460740	20322	24	25	2	2	1.181
chr22_48460740_48507466	chr22	48460740	48507466	46726	69	69	2	2	1.4767
chr22_48507466_48517374	chr22	48507466	48517374	9908	9	9	1	3	0.9084
chr22_48517374_48534407	chr22	48517374	48534407	17033	8	8	1	3	0.4697
chr22_48534407_48551127	chr22	48534407	48551127	16720	0	0	0	0	0.0
chr22_48551127_48574333	chr22	48551127	48574333	23206	0	0	0	0	0.0
chr22_48574333_48593175	chr22	48574333	48593175	18842	31	32	2	6	1.6453
chr22_48593175_48616504	chr22	48593175	48616504	23329	80	80	1	5	3.4292
chr22_48616504_48649986	chr22	48616504	48649986	33482	34	34	1	4	1.0155
chr22_48649986_48666756	chr22	48649986	48666756	16770	81	82	4	7	4.8301
chr22_48666756_48674907	chr22	48666756	48674907	8151	13	13	1	2	1.5949
chr22_48674907_48687200	chr22	48674907	48687200	12293	19	24	3	4	1.5456
chr22_48687200_48697982	chr22	48687200	48697982	10782	52	52	1	3	4.8229
chr22_48697982_48748191	chr22	48697982	48748191	50209	31	31	1	1	0.6174
chr22_48748191_48780105	chr22	48748191	48780105	31914	10	10	3	3	0.3133
chr22_48780105_48807134	chr22	48780105	48807134	27029	49	49	1	2	1.8129
chr22_48807134_48866772	chr22	48807134	48866772	59638	150	158	5	11	2.5152
chr22_48866772_48889773	chr22	48866772	48889773	23001	10	10	1	3	0.4348
chr22_48889773_48921793	chr22	48889773	48921793	32020	72	87	4	9	2.2486
chr22_48921793_48962941	chr22	48921793	48962941	41148	31	31	5	5	0.7534
chr22_48962941_48975351	chr22	48962941	48975351	12410	8	8	4	5	0.6446
chr22_48975351_48983254	chr22	48975351	48983254	7903	2	2	2	2	0.2531
chr22_48983254_49024317	chr22	48983254	49024317	41063	14	14	4	6	0.3409
chr22_49024317_49052289	chr22	49024317	49052289	27972	13	13	7	6	0.4648
chr22_49052289_49087426	chr22	49052289	49087426	35137	4	4	3	2	0.1138
chr22_49087426_49128444	chr22	49087426	49128444	41018	7	7	3	3	0.1707
chr22_49128444_49138659	chr22	49128444	49138659	10215	1	1	1	1	0.0979
chr22_49138659_49161412	chr22	49138659	49161412	22753	2	2	2	2	0.0879
chr22_49161412_49189227	chr22	49161412	49189227	27815	28	28	2	2	1.0067
chr22_49189227_49196610	chr22	49189227	49196610	7383	0	0	0	0	0.0
chr22_49196610_49241707	chr22	49196610	49241707	45097	42	42	6	5	0.9313
chr22_49241707_49262630	chr22	49241707	49262630	20923	2	2	2	2	0.0956
chr22_49262630_49264062	chr22	49262630	49264062	1432	2	2	1	3	1.3966
chr22_49264062_49281800	chr22	49264062	49281800	17738	13	13	7	8	0.7329
chr22_49281800_49290733	chr22	49281800	49290733	8933	9	10	3	4	1.0075
chr22_49290733_49310363	chr22	49290733	49310363	19630	50	64	7	12	2.5471
chr22_49310363_49333633	chr22	49310363	49333633	23270	15	16	4	6	0.6446
chr22_49333633_49355927	chr22	49333633	49355927	22294	18	18	9	6	0.8074
chr22_49355927_49381761	chr22	49355927	49381761	25834	31	32	9	9	1.2
chr22_49381761_49408121	chr22	49381761	49408121	26360	42	42	4	5	1.5933
chr22_49408121_49430759	chr22	49408121	49430759	22638	13	13	4	4	0.5743
chr22_49430759_49446708	chr22	49430759	49446708	15949	14	15	5	8	0.8778
chr22_49446708_49455747	chr22	49446708	49455747	9039	1	1	1	1	0.1106
chr22_49455747_49492624	chr22	49455747	49492624	36877	30	32	9	11	0.8135
chr22_49492624_49517573	chr22	49492624	49517573	24949	17	17	5	5	0.6814
chr22_49517573_49534275	chr22	49517573	49534275	16702	22	25	8	12	1.3172
chr22_49534275_49675891	chr22	49534275	49675891	141616	426	1189	25	43	3.0081
chr22_49675891_49715343	chr22	49675891	49715343	39452	121	217	19	34	3.067
chr22_49715343_49726702	chr22	49715343	49726702	11359	39	52	15	15	3.4334
chr22_49726702_49956702	chr22	49726702	49956702	230000	961	4583	42	46	4.1783
chr22_49956702_50029536	chr22	49956702	50029536	72834	211	383	30	36	2.897
chr22_50029536_50052721	chr22	50029536	50052721	23185	51	109	21	40	2.1997
chr22_50052721_50171475	chr22	50052721	50171475	118754	668	3864	36	49	5.6251
chr22_50171475_50227431	chr22	50171475	50227431	55956	228	1496	33	49	4.0746
chrX_3630255_3689810	chrX	3630255	3689810	59555	85	86	8	11	1.4273
chrX_3701483_3731861	chrX	3701483	3731861	30378	55	57	5	14	1.8105
chrX_3731861_3792628	chrX	3731861	3792628	60767	160	214	7	33	2.633
chrX_3792628_3963324	chrX	3792628	3963324	170696	202	526	8	48	1.1834
chrX_3963324_4233009	chrX	3963324	4233009	269685	399	809	7	45	1.4795
chrX_4233009_4686839	chrX	4233009	4686839	453830	180	210	6	28	0.3966
chrX_4686839_4707548	chrX	4686839	4707548	20709	7	7	3	5	0.338
chrX_4707548_4844555	chrX	4707548	4844555	137007	58	67	6	8	0.4233
chrX_5181463_5290863	chrX	5181463	5290863	109400	14	14	1	1	0.128
chrX_5290863_5445105	chrX	5290863	5445105	154242	2	2	1	2	0.013
chrX_5445105_5480017	chrX	5445105	5480017	34912	10	10	1	1	0.2864
chrX_5480017_5551376	chrX	5480017	5551376	71359	3	3	2	2	0.042
chrX_5640134_5732042	chrX	5640134	5732042	91908	116	116	2	5	1.2621
chrX_5732042_5820894	chrX	5732042	5820894	88852	77	77	2	3	0.8666
chrX_5820894_6073140	chrX	5820894	6073140	252246	457	458	2	22	1.8117
chrX_6073140_6134819	chrX	6073140	6134819	61679	147	147	1	18	2.3833
chrX_6134819_6209346	chrX	6134819	6209346	74527	108	129	2	15	1.4491
chrX_6209346_6316924	chrX	6209346	6316924	107578	38	39	3	12	0.3532
chrX_6316924_6646411	chrX	6316924	6646411	329487	141	163	5	26	0.4279
chrX_6646411_6751696	chrX	6646411	6751696	105285	7	8	4	15	0.0665
chrX_6751696_6905243	chrX	6751696	6905243	153547	197	237	4	20	1.283
chrX_6905243_7535258	chrX	6905243	7535258	630015	790	1650	5	36	1.2539
chrX_7535258_7838272	chrX	7535258	7838272	303014	47	53	4	15	0.1551
chrX_7838272_8017928	chrX	7838272	8017928	179656	258	441	7	33	1.4361
chrX_8017928_8155938	chrX	8017928	8155938	138010	92	100	7	22	0.6666
chrX_8155938_8384029	chrX	8155938	8384029	228091	250	424	7	19	1.0961
chrX_8384029_8519799	chrX	8384029	8519799	135770	263	362	5	30	1.9371
chrX_8519799_8569469	chrX	8519799	8569469	49670	25	25	2	4	0.5033
chrX_8569469_8667142	chrX	8569469	8667142	97673	16	16	3	4	0.1638
chrX_8667142_8867036	chrX	8667142	8867036	199894	178	179	5	13	0.8905
chrX_8867036_8959697	chrX	8867036	8959697	92661	18	18	2	3	0.1943
chrX_8959697_9146662	chrX	8959697	9146662	186965	12	12	2	2	0.0642
chrX_9146662_9251793	chrX	9146662	9251793	105131	33	33	5	8	0.3139
chrX_9251793_9301001	chrX	9251793	9301001	49208	21	21	5	7	0.4268
chrX_9301001_9381677	chrX	9301001	9381677	80676	30	34	8	5	0.3719
chrX_9381677_9459830	chrX	9381677	9459830	78153	117	444	9	9	1.4971
chrX_9459830_9555164	chrX	9459830	9555164	95334	86	109	6	16	0.9021
chrX_9555164_9580373	chrX	9555164	9580373	25209	28	28	2	2	1.1107
chrX_9580373_9617850	chrX	9580373	9617850	37477	2	2	1	1	0.0534
chrX_9617850_9633176	chrX	9617850	9633176	15326	5	5	2	2	0.3262
chrX_9633176_9699178	chrX	9633176	9699178	66002	33	34	4	7	0.5
chrX_9699178_9717861	chrX	9699178	9717861	18683	4	4	3	4	0.2141
chrX_9717861_9761083	chrX	9717861	9761083	43222	14	14	3	4	0.3239
chrX_9761083_9808554	chrX	9761083	9808554	47471	52	95	4	27	1.0954
chrX_9808554_9898380	chrX	9808554	9898380	89826	116	155	4	14	1.2914
chrX_9898380_9935067	chrX	9898380	9935067	36687	53	54	3	7	1.4447
chrX_9935067_9950370	chrX	9935067	9950370	15303	30	54	3	9	1.9604
chrX_9950370_9959500	chrX	9950370	9959500	9130	7	8	4	5	0.7667
chrX_9959500_9980784	chrX	9959500	9980784	21284	43	44	3	5	2.0203
chrX_9980784_10079881	chrX	9980784	10079881	99097	12	13	4	9	0.1211
chrX_10079881_10145436	chrX	10079881	10145436	65555	79	128	4	26	1.2051
chrX_10145436_10212046	chrX	10145436	10212046	66610	175	184	4	30	2.6272
chrX_10212046_10370037	chrX	10212046	10370037	157991	241	258	4	15	1.5254
chrX_10370037_10490835	chrX	10370037	10490835	120798	52	56	5	14	0.4305
chrX_10490835_10727274	chrX	10490835	10727274	236439	172	172	5	10	0.7275
chrX_10727274_11193861	chrX	10727274	11193861	466587	172	237	7	16	0.3686
chrX_11193861_11688781	chrX	11193861	11688781	494920	752	878	7	21	1.5194
chrX_11688781_11803068	chrX	11688781	11803068	114287	84	84	3	12	0.735
chrX_11803068_11953740	chrX	11803068	11953740	150672	57	57	3	6	0.3783
chrX_11953740_12096287	chrX	11953740	12096287	142547	12	12	3	3	0.0842
chrX_12096287_12262628	chrX	12096287	12262628	166341	55	55	5	6	0.3306
chrX_12262628_12350986	chrX	12262628	12350986	88358	53	56	4	5	0.5998
chrX_12350986_12386846	chrX	12350986	12386846	35860	30	30	3	4	0.8366
chrX_12386846_12417202	chrX	12386846	12417202	30356	27	27	1	1	0.8894
chrX_12417202_12445052	chrX	12417202	12445052	27850	33	33	3	3	1.1849
chrX_12445052_12524944	chrX	12445052	12524944	79892	47	51	6	7	0.5883
chrX_12524944_12609917	chrX	12524944	12609917	84973	78	78	6	7	0.9179
chrX_12609917_12679297	chrX	12609917	12679297	69380	4	4	3	3	0.0577
chrX_12679297_12701235	chrX	12679297	12701235	21938	8	8	3	4	0.3647
chrX_12701235_12743060	chrX	12701235	12743060	41825	17	17	4	4	0.4065
chrX_12743060_12809142	chrX	12743060	12809142	66082	111	111	3	19	1.6797
chrX_12809142_12847931	chrX	12809142	12847931	38789	39	39	6	10	1.0054
chrX_12847931_12892203	chrX	12847931	12892203	44272	49	105	6	20	1.1068
chrX_12892203_13005960	chrX	12892203	13005960	113757	233	313	9	21	2.0482
chrX_13005960_13205111	chrX	13005960	13205111	199151	182	272	10	18	0.9139
chrX_13205111_13408189	chrX	13205111	13408189	203078	167	180	13	17	0.8223
chrX_13408189_13446746	chrX	13408189	13446746	38557	4	4	1	1	0.1037
chrX_13446746_13485402	chrX	13446746	13485402	38656	15	15	3	5	0.388
chrX_13485402_13517871	chrX	13485402	13517871	32469	31	32	5	5	0.9548
chrX_13517871_13544198	chrX	13517871	13544198	26327	46	50	4	7	1.7473
chrX_13544198_13597546	chrX	13544198	13597546	53348	68	98	7	21	1.2746
chrX_13597546_13690461	chrX	13597546	13690461	92915	131	144	9	41	1.4099
chrX_13690461_13844362	chrX	13690461	13844362	153901	179	528	12	39	1.1631
chrX_13844362_13939688	chrX	13844362	13939688	95326	180	473	11	40	1.8883
chrX_13939688_14092787	chrX	13939688	14092787	153099	183	478	13	48	1.1953
chrX_14092787_14593511	chrX	14092787	14593511	500724	463	834	18	42	0.9247
chrX_14593511_14939871	chrX	14593511	14939871	346360	397	915	20	49	1.1462
chrX_14939871_15114863	chrX	14939871	15114863	174992	300	527	14	44	1.7144
chrX_15114863_15251645	chrX	15114863	15251645	136782	272	699	18	41	1.9886
chrX_15251645_15395161	chrX	15251645	15395161	143516	245	709	17	40	1.7071
chrX_15395161_15530998	chrX	15395161	15530998	135837	246	710	17	45	1.811
chrX_15530998_15791713	chrX	15530998	15791713	260715	432	2067	15	48	1.657
chrX_15791713_16020022	chrX	15791713	16020022	228309	340	878	20	49	1.4892
chrX_16020022_16245573	chrX	16020022	16245573	225551	321	1182	16	39	1.4232
chrX_16245573_16433378	chrX	16245573	16433378	187805	61	75	15	20	0.3248
chrX_16433378_16547170	chrX	16433378	16547170	113792	205	241	14	22	1.8015
chrX_16547170_16664078	chrX	16547170	16664078	116908	96	107	11	15	0.8212
chrX_16664078_16718532	chrX	16664078	16718532	54454	68	134	7	15	1.2488
chrX_16718532_16880954	chrX	16718532	16880954	162422	171	422	11	25	1.0528
chrX_16880954_17157870	chrX	16880954	17157870	276916	372	616	9	30	1.3434
chrX_17157870_17538590	chrX	17157870	17538590	380720	283	335	11	27	0.7433
chrX_17538590_17596399	chrX	17538590	17596399	57809	111	134	7	17	1.9201
chrX_17596399_17846521	chrX	17596399	17846521	250122	204	254	9	29	0.8156
chrX_17846521_18019249	chrX	17846521	18019249	172728	38	39	5	14	0.22
chrX_18019249_18219632	chrX	18019249	18219632	200383	186	295	10	20	0.9282
chrX_18219632_18370389	chrX	18219632	18370389	150757	145	185	8	11	0.9618
chrX_18370389_18665402	chrX	18370389	18665402	295013	157	248	8	25	0.5322
chrX_18665402_18787898	chrX	18665402	18787898	122496	157	185	7	28	1.2817
chrX_18787898_18857126	chrX	18787898	18857126	69228	38	41	9	13	0.5489
chrX_18857126_19091939	chrX	18857126	19091939	234813	97	124	7	18	0.4131
chrX_19091939_19195908	chrX	19091939	19195908	103969	125	141	7	17	1.2023
chrX_19195908_19486155	chrX	19195908	19486155	290247	432	549	15	37	1.4884
chrX_19486155_19906344	chrX	19486155	19906344	420189	449	1399	12	45	1.0686
chrX_19906344_20320233	chrX	19906344	20320233	413889	491	1250	8	47	1.1863
chrX_20320233_20357000	chrX	20320233	20357000	36767	43	100	7	31	1.1695
chrX_20357000_20428653	chrX	20357000	20428653	71653	74	76	5	16	1.0328
chrX_20428653_20518554	chrX	20428653	20518554	89901	66	67	5	15	0.7341
chrX_20518554_20593566	chrX	20518554	20593566	75012	45	46	6	10	0.5999
chrX_20593566_21088805	chrX	20593566	21088805	495239	202	225	12	27	0.4079
chrX_21088805_21695516	chrX	21088805	21695516	606711	274	467	9	29	0.4516
chrX_21695516_21757771	chrX	21695516	21757771	62255	39	155	5	21	0.6265
chrX_21757771_21924439	chrX	21757771	21924439	166668	201	719	6	42	1.206
chrX_21924439_22034632	chrX	21924439	22034632	110193	172	440	6	39	1.5609
chrX_22034632_22104857	chrX	22034632	22104857	70225	87	105	5	11	1.2389
chrX_22104857_22130062	chrX	22104857	22130062	25205	33	45	5	8	1.3093
chrX_22130062_22199742	chrX	22130062	22199742	69680	34	34	7	11	0.4879
chrX_22199742_22271917	chrX	22199742	22271917	72175	18	18	4	5	0.2494
chrX_22271917_22295141	chrX	22271917	22295141	23224	5	6	4	5	0.2153
chrX_22295141_22379327	chrX	22295141	22379327	84186	14	14	6	8	0.1663
chrX_22379327_22470827	chrX	22379327	22470827	91500	16	16	6	9	0.1749
chrX_22470827_22618193	chrX	22470827	22618193	147366	53	55	8	12	0.3596
chrX_22618193_22743343	chrX	22618193	22743343	125150	34	45	9	24	0.2717
chrX_22743343_22782720	chrX	22743343	22782720	39377	1	1	1	1	0.0254
chrX_22782720_22810211	chrX	22782720	22810211	27491	2	2	2	2	0.0728
chrX_22810211_22833242	chrX	22810211	22833242	23031	7	7	3	4	0.3039
chrX_22833242_22880048	chrX	22833242	22880048	46806	31	37	5	4	0.6623
chrX_22880048_22911964	chrX	22880048	22911964	31916	11	12	4	3	0.3447
chrX_22911964_22957684	chrX	22911964	22957684	45720	9	10	6	7	0.1969
chrX_22957684_22967156	chrX	22957684	22967156	9472	1	1	1	1	0.1056
chrX_22967156_22989661	chrX	22967156	22989661	22505	4	5	3	3	0.1777
chrX_22989661_23031401	chrX	22989661	23031401	41740	13	13	3	3	0.3115
chrX_23031401_23115781	chrX	23031401	23115781	84380	26	26	6	7	0.3081
chrX_23115781_23138230	chrX	23115781	23138230	22449	6	6	2	2	0.2673
chrX_23138230_23207305	chrX	23138230	23207305	69075	18	18	6	11	0.2606
chrX_23207305_23235834	chrX	23207305	23235834	28529	14	18	5	10	0.4907
chrX_23235834_23281363	chrX	23235834	23281363	45529	11	11	4	4	0.2416
chrX_23281363_23315721	chrX	23281363	23315721	34358	13	15	7	9	0.3784
chrX_23315721_23370553	chrX	23315721	23370553	54832	18	18	7	10	0.3283
chrX_23370553_23575002	chrX	23370553	23575002	204449	280	342	12	19	1.3695
chrX_23575002_23657473	chrX	23575002	23657473	82471	225	407	8	14	2.7282
chrX_23657473_23730384	chrX	23657473	23730384	72911	221	575	9	28	3.0311
chrX_23730384_23776459	chrX	23730384	23776459	46075	193	338	12	30	4.1888
chrX_23776459_23793036	chrX	23776459	23793036	16577	40	55	6	12	2.413
chrX_23793036_24023601	chrX	23793036	24023601	230565	279	591	13	25	1.2101
chrX_24023601_24267943	chrX	24023601	24267943	244342	334	553	15	32	1.3669
chrX_24267943_24458545	chrX	24267943	24458545	190602	250	305	13	23	1.3116
chrX_24458545_24560153	chrX	24458545	24560153	101608	152	410	9	28	1.4959
chrX_24560153_24997916	chrX	24560153	24997916	437763	354	823	11	28	0.8087
chrX_24997916_25155886	chrX	24997916	25155886	157970	36	43	6	9	0.2279
chrX_25155886_25553061	chrX	25155886	25553061	397175	26	27	4	8	0.0655
chrX_25553061_25754062	chrX	25553061	25754062	201001	0	0	0	0	0.0
chrX_25754062_25949175	chrX	25754062	25949175	195113	10	10	4	4	0.0513
chrX_25949175_26071536	chrX	25949175	26071536	122361	23	23	2	2	0.188
chrX_26071536_26717562	chrX	26071536	26717562	646026	523	666	4	2	0.8096
chrX_26717562_27086968	chrX	26717562	27086968	369406	3	3	2	2	0.0081
chrX_27086968_27441735	chrX	27086968	27441735	354767	516	739	3	5	1.4545
chrX_27441735_27775614	chrX	27441735	27775614	333879	54	55	3	3	0.1617
chrX_27775614_28014588	chrX	27775614	28014588	238974	0	0	0	0	0.0
chrX_28014588_28280808	chrX	28014588	28280808	266220	12	12	2	3	0.0451
chrX_28280808_28413935	chrX	28280808	28413935	133127	68	68	1	1	0.5108
chrX_28413935_28548624	chrX	28413935	28548624	134689	175	175	1	2	1.2993
chrX_28548624_28667381	chrX	28548624	28667381	118757	11	11	1	1	0.0926
chrX_28667381_28868809	chrX	28667381	28868809	201428	228	228	2	4	1.1319
chrX_28868809_29026413	chrX	28868809	29026413	157604	64	64	1	2	0.4061
chrX_29026413_29202916	chrX	29026413	29202916	176503	49	49	1	2	0.2776
chrX_29202916_29340922	chrX	29202916	29340922	138006	0	0	0	0	0.0
chrX_29340922_29399596	chrX	29340922	29399596	58674	1	1	1	1	0.017
chrX_29399596_29501552	chrX	29399596	29501552	101956	1	1	1	1	0.0098
chrX_29501552_29555702	chrX	29501552	29555702	54150	0	0	0	0	0.0
chrX_29555702_29586663	chrX	29555702	29586663	30961	0	0	0	0	0.0
chrX_29586663_29773991	chrX	29586663	29773991	187328	2	2	2	2	0.0107
chrX_29773991_29885220	chrX	29773991	29885220	111229	7	7	2	3	0.0629
chrX_29885220_30000527	chrX	29885220	30000527	115307	9	9	4	4	0.0781
chrX_30000527_30232539	chrX	30000527	30232539	232012	179	194	6	7	0.7715
chrX_30232539_30300689	chrX	30232539	30300689	68150	82	82	3	5	1.2032
chrX_30300689_30478600	chrX	30300689	30478600	177911	40	40	7	5	0.2248
chrX_30478600_30629113	chrX	30478600	30629113	150513	89	112	4	7	0.5913
chrX_30629113_30744288	chrX	30629113	30744288	115175	161	413	7	15	1.3979
chrX_30744288_30935997	chrX	30744288	30935997	191709	143	200	4	10	0.7459
chrX_30935997_30994464	chrX	30935997	30994464	58467	59	59	4	3	1.0091
chrX_30994464_31057854	chrX	30994464	31057854	63390	2	2	2	2	0.0316
chrX_31057854_31191297	chrX	31057854	31191297	133443	11	11	5	6	0.0824
chrX_31191297_31241502	chrX	31191297	31241502	50205	9	9	5	7	0.1793
chrX_31241502_31288842	chrX	31241502	31288842	47340	4	6	3	3	0.0845
chrX_31288842_31330184	chrX	31288842	31330184	41342	10	10	1	1	0.2419
chrX_31330184_31369635	chrX	31330184	31369635	39451	4	4	2	3	0.1014
chrX_31369635_31402802	chrX	31369635	31402802	33167	1	1	1	1	0.0302
chrX_31402802_31429579	chrX	31402802	31429579	26777	0	0	0	0	0.0
chrX_31429579_31725402	chrX	31429579	31725402	295823	1	1	1	1	0.0034
chrX_31725402_31833493	chrX	31725402	31833493	108091	2	2	1	1	0.0185
chrX_31833493_31913688	chrX	31833493	31913688	80195	1	1	1	1	0.0125
chrX_31913688_31988736	chrX	31913688	31988736	75048	0	0	0	0	0.0
chrX_31988736_32009038	chrX	31988736	32009038	20302	0	0	0	0	0.0
chrX_32009038_32040052	chrX	32009038	32040052	31014	0	0	0	0	0.0
chrX_32040052_32052508	chrX	32040052	32052508	12456	0	0	0	0	0.0
chrX_32052508_32085880	chrX	32052508	32085880	33372	0	0	0	0	0.0
chrX_32085880_32124030	chrX	32085880	32124030	38150	0	0	0	0	0.0
chrX_32124030_32159282	chrX	32124030	32159282	35252	0	0	0	0	0.0
chrX_32159282_32190397	chrX	32159282	32190397	31115	0	0	0	0	0.0
chrX_32190397_32221288	chrX	32190397	32221288	30891	0	0	0	0	0.0
chrX_32221288_32298859	chrX	32221288	32298859	77571	2	2	1	1	0.0258
chrX_32298859_32307648	chrX	32298859	32307648	8789	0	0	0	0	0.0
chrX_32307648_32432625	chrX	32307648	32432625	124977	2	2	1	1	0.016
chrX_32432625_32503784	chrX	32432625	32503784	71159	1	1	1	1	0.0141
chrX_32503784_32563563	chrX	32503784	32563563	59779	0	0	0	0	0.0
chrX_32563563_32639970	chrX	32563563	32639970	76407	1	1	1	1	0.0131
chrX_32639970_32768432	chrX	32639970	32768432	128462	1	1	1	1	0.0078
chrX_32768432_32835148	chrX	32768432	32835148	66716	26	26	2	2	0.3897
chrX_32835148_32868336	chrX	32835148	32868336	33188	1	1	1	1	0.0301
chrX_32868336_32912579	chrX	32868336	32912579	44243	1	1	1	1	0.0226
chrX_32912579_32934804	chrX	32912579	32934804	22225	0	0	0	0	0.0
chrX_32934804_32994125	chrX	32934804	32994125	59321	0	0	0	0	0.0
chrX_32994125_33032047	chrX	32994125	33032047	37922	0	0	0	0	0.0
chrX_33032047_33094671	chrX	33032047	33094671	62624	10	10	2	2	0.1597
chrX_33094671_33204827	chrX	33094671	33204827	110156	0	0	0	0	0.0
chrX_33204827_33268524	chrX	33204827	33268524	63697	5	5	1	1	0.0785
chrX_33268524_33329689	chrX	33268524	33329689	61165	0	0	0	0	0.0
chrX_33329689_33380330	chrX	33329689	33380330	50641	0	0	0	0	0.0
chrX_33380330_33627080	chrX	33380330	33627080	246750	4	4	2	2	0.0162
chrX_33627080_33725966	chrX	33627080	33725966	98886	20	20	2	4	0.2023
chrX_33725966_33905647	chrX	33725966	33905647	179681	60	60	2	3	0.3339
chrX_33905647_34100748	chrX	33905647	34100748	195101	146	146	2	5	0.7483
chrX_34100748_34427417	chrX	34100748	34427417	326669	177	177	2	6	0.5418
chrX_34427417_34496209	chrX	34427417	34496209	68792	42	42	1	4	0.6105
chrX_34496209_34883337	chrX	34496209	34883337	387128	395	395	1	11	1.0203
chrX_34883337_35000895	chrX	34883337	35000895	117558	16	16	1	5	0.1361
chrX_35000895_35153657	chrX	35000895	35153657	152762	36	36	1	3	0.2357
chrX_35153657_35585739	chrX	35153657	35585739	432082	393	393	3	7	0.9095
chrX_35585739_35844009	chrX	35585739	35844009	258270	274	274	2	3	1.0609
chrX_35844009_35879782	chrX	35844009	35879782	35773	34	34	2	3	0.9504
