block_id	genes_per_kb	n_genes_tss	avi_top1_fraction	avi_mean	eqtl_variants_per_kb
chr17_6206200_6240932	0.0287919	1	0.0019770433	3.2024817	0.8925
chr17_62113012_62148337	0.0566171	2	0.012191555	5.2498834	1.4437
chr17_62148337_62210146	0	0	0.0018659634	4.3882597	0.3721
chr17_62210146_62338475	0.0467548	6	0.0086210703	4.1704477	1.9793
chr17_62338475_62365179	0.0374476	1	0.001785001	3.9203399	2.172
chr17_62365179_62459617	0.0635337	5	0.014771596	4.5660168	1.8531
chr17_6240932_6258598	0	0	0.0043963923	3.8931985	0.5661
chr17_62459617_62715499	0.0429886	9	0.026462718	5.6261608	1.2271
chr17_6258598_6306485	0	0	0.00076569145	3.1706363	0.6265
chr17_62715499_62806754	0.0328749	1	0.015535222	5.7841006	2.1588
chr17_62806754_62828363	0.092554	2	0.015255989	5.8403739	0.7404
chr17_62828363_62852855	0.0816593	1	0.00043551636	3.9016962	2.6131
chr17_62852855_62923704	0.0141145	0	0.0076783017	5.417917	2.5547
chr17_62923704_63465817	0.0332034	18	0.014594128	5.863975	1.5606
chr17_6306485_6382544	0.0262954	2	0.0036199968	3.6366057	0.8546
chr17_63465817_63498888	0.0907139	3	0.080614436	6.952243	2.2074
chr17_63498888_63918780	0.0690654	26	0.0430317	6.3186599	2.3316
chr17_6382544_6392897	0	0	0.0024469558	3.384444	0.8693
chr17_63918780_63945768	0.148214	3	0.077441826	6.597887	3.5571
chr17_6392897_6423162	0.0660829	1	0.0033592158	3.409627	1.0904
chr17_63945768_63991735	0.0435095	2	0.063197511	6.3969768	2.1102
chr17_63991735_64031763	0.0749475	3	0.017695946	5.22649	1.6988
chr17_64031763_64135136	0.0290211	3	0.026322154	6.1177214	1.8477
chr17_64135136_64185466	0.0993443	4	0.021438506	5.8375124	2.8214
chr17_64185466_64285550	0.00999161	1	0.016566084	5.7629769	2.408
chr17_6423162_6436433	0.0753523	1	0.049405973	4.7427026	2.2606
chr17_64285550_64338491	0.0377779	1	0.0071274312	4.6345082	3.8345
chr17_64338491_64388020	0.0201902	0	0.024773365	5.8169635	2.6651
chr17_6436433_6462471	0.0768108	1	0.035870651	5.7121006	3.1876
chr17_64388020_64446279	0.0514942	3	0.0078671679	4.8223251	2.3687
chr17_64446279_64660392	0.0420339	8	0.035543537	6.0736402	1.9336
chr17_6462471_6505818	0.0230696	0	0.035081244	5.3388447	2.3762
chr17_64660392_64816682	0.0639836	8	0.012427752	5.0038193	1.4524
chr17_64816682_64954736	0.144871	20	0.012195711	4.7096643	0.5505
chr17_64954736_65006670	0.0577656	2	0.0075737154	4.3097834	2.4839
chr17_65006670_65065821	0.0338118	2	0.019841874	5.5847196	1.1327
chr17_6505818_6534378	0.070028	1	0.0067226891	4.5239922	2.1709
chr17_65065821_65074311	0	0	0.0041617589	4.3413286	2.2379
chr17_65074311_65103564	0.0341845	1	0.0048314133	4.2272266	1.1965
chr17_65103564_65149278	0.0218751	0	0.0057167024	4.5655584	3.0188
chr17_65149278_65250160	0.0198251	1	0.017594814	4.5905748	2.3295
chr17_65250160_65356136	0	0	0.0064134018	3.8323454	0.5095
chr17_6534378_6562188	0.0359583	1	0.016564785	5.1299305	2.1215
chr17_65356136_65439024	0	0	0.0060201718	4.0725536	0.5791
chr17_65439024_65465806	0.0373385	1	0.0030617579	4.1262223	0.224
chr17_65465806_65517348	0	0	0.0055812089	3.7302906	0.2522
chr17_65517348_65553807	0.0548561	0	0.038207301	5.7143203	0.768
chr17_65553807_65573726	0.100407	1	0.051023311	7.1284611	0.8535
chr17_65573726_65633120	0.0168367	0	0.0074362169	4.6257848	0.1515
chr17_6562188_6668120	0.10384	11	0.026454077	5.6536896	4.2386
chr17_65633120_65711008	0.0513558	3	0.0088117981	5.1895863	0.8474
chr17_65711008_65789499	0.0127403	0	0.0085402573	5.0277445	1.4142
chr17_65789499_65881065	0.0109211	0	0.0028431223	4.5473774	0.2512
chr17_65881065_66130502	0.00400903	0	0.0090857945	4.7540983	1.3671
chr17_66130502_66211856	0.0245839	2	0.0073505912	4.8852026	3.8351
chr17_66211856_66254506	0.0234467	0	0.016709652	4.43243	3.2356
chr17_66254506_66336857	0.0485726	4	0.0038088993	4.2020746	4.2015
chr17_66336857_66415296	0.0382463	1	0.0029492132	4.7397542	1.3259
chr17_66415296_66440496	0.119048	1	0.0026851852	4.7477632	1.4683
chr17_66440496_66550126	0.0182432	1	0.0048526863	4.8406612	1.8334
chr17_66550126_66608480	0.0171368	0	0.0014909004	4.4577481	0.6341
chr17_66608480_66625644	0.0582615	0	0.0030101763	4.5609758	0.6991
chr17_66625644_66675262	0.0604619	2	0.0074502533	4.5917164	0.9472
chr17_66675262_66720279	0.0444277	1	0.010558974	4.8195914	0.7997
chr17_6668120_6685267	0.174958	0	0.010458584	5.3828287	4.3156
chr17_66720279_66752313	0.0312168	0	0.016596949	4.4725115	0.3122
chr17_66752313_66785651	0.0299958	0	0.0026496291	4.5300252	0.27
chr17_66785651_66804434	0.106479	1	0.020798949	4.5324036	0.1597
chr17_66804434_66862253	0.0345907	1	0.002698075	3.6063677	1.2107
chr17_6685267_6701867	0.180723	0	0.037248996	5.1780351	0.5422
chr17_66862253_66894949	0.0305848	0	0.017830927	3.8647712	0.367
chr17_66894949_66909955	0.06664	1	0.0032209338	3.4550512	1.3328
chr17_66909955_66945754	0	0	0.0020391631	3.6466781	1.2012
chr17_66945754_66959905	0.0706664	0	0.0096577391	4.5408568	2.332
chr17_66959905_66996411	0.0547855	2	0.014454245	5.0258865	1.2327
chr17_66996411_67025568	0.0685942	1	0.0080826788	3.9275163	0.4116
chr17_6701867_6729682	0.0359518	1	0.021295464	4.5512903	0.6112
chr17_67025568_67330003	0.0361325	10	0.018958617	5.1024728	1.3829
chr17_6729682_6780559	0.0982762	5	0.015717646	4.2809633	3.3414
chr17_67330003_67370946	0.0244242	1	0.028918252	5.4138234	0.8304
chr17_67370946_67402859	0.0626704	2	0.011656692	5.5456084	1.4414
chr17_67402859_67442061	0.0510178	1	0.0044130402	5.1896195	0.6632
chr17_67442061_67462903	0.0959601	1	0.0032466494	4.8632991	0.8157
chr17_67462903_67486833	0.125366	2	0.0056414542	5.4162113	1.8387
chr17_67486833_67512697	0.0386638	0	0.0045365502	5.350275	0.9666
chr17_67512697_67586853	0.0269702	1	0.010086844	5.1134897	0.3641
chr17_67586853_67637075	0.0398232	1	0.0045995779	4.8605055	0.6372
chr17_67637075_67680693	0.0687789	2	0.0067097681	5.1104569	0.4585
chr17_67680693_67706035	0.0394602	0	0.018888275	5.7040226	0.3946
chr17_67706035_67764840	0.0340107	2	0.020247711	4.580054	1.5815
chr17_67764840_67810037	0.0442507	2	0.0011062681	3.7356116	2.3895
chr17_6780559_6826872	0.0431844	0	0.023348376	4.8827876	4.6855
chr17_67810037_68013018	0.0295594	6	0.035730766	5.4712881	2.0692
chr17_68013018_68146575	0.0823618	9	0.014368397	4.4714857	2.98
chr17_68146575_68219164	0.137762	9	0.0073473024	4.5261789	5.8411
chr17_68219164_68310043	0.0440146	3	0.02526803	5.2577768	3.9723
chr17_6826872_6895893	0.0579534	3	0.0037041866	4.0622349	2.4051
chr17_68310043_68337778	0.0360555	0	0.0040141818	4.5330086	1.4062
chr17_68337778_68368212	0.032858	0	0.013395106	4.5454662	0.9857
chr17_68368212_68380154	0.0837381	0	0.021520683	4.8783549	1.0886
chr17_68380154_68431103	0.0785099	2	0.021636015	5.1256039	1.4721
chr17_68431103_68470836	0.050336	1	0.023951543	5.4759017	2.7685
chr17_68470836_68512102	0.048466	1	0.0036753421	4.1363436	2.3264
chr17_68512102_68563956	0.0771397	1	0.039771924	5.693458	2.6035
chr17_68563956_68677651	0.0263864	2	0.0038641394	4.2063728	2.6474
chr17_68677651_68714934	0.0536438	0	0.0030040501	3.8411972	2.414
chr17_68714934_68756820	0.0477487	1	0.00054115138	3.7392647	1.2415
chr17_68756820_68817240	0.0331016	1	0.001748869	3.8826526	3.1612
chr17_68817240_68908611	0.0109444	0	0.013184344	4.3034883	1.1929
chr17_68908611_68929782	0.0472344	0	0.029127895	4.8848739	1.2753
chr17_68929782_68971941	0.0474395	2	0.0088316453	3.9518417	3.0836
chr17_6895893_6935123	0.101963	1	0.0015209449	4.0891295	1.4275
chr17_68971941_69065757	0.0213183	1	0.022956283	4.7591032	1.7588
chr17_69065757_69223562	0.0316847	4	0.024686586	5.2288512	2.2496
chr17_69223562_69327640	0.0480409	5	0.0328952	5.3870289	2.3924
chr17_69327640_69371051	0.0230356	1	0.0023573134	3.8907053	1.1287
chr17_6935123_6951338	0.123343	0	0.0027340939	4.5381597	1.4801
chr17_69371051_69452758	0.0244777	2	0.01003586	4.5665322	0.8322
chr17_69452758_69466658	0.0719424	0	0.0028057554	4.5924217	0.8633
chr17_69466658_69486212	0.102281	0	0.0095121203	5.0743435	1.7899
chr17_69486212_69532472	0.0432339	1	0.020543306	5.0395276	2.2698
chr17_6951338_6970512	0.104308	0	0.00045200097	3.4079607	2.6077
chr17_69532472_69637031	0.019128	1	0.007026336	4.5541351	1.4059
chr17_69637031_69781659	0.0138286	1	0.0050589558	4.1745434	0.8781
chr17_6970512_7035506	0.123088	8	0.060677396	6.4191794	2.7079
chr17_69781659_69862246	0.0124089	0	0.001803434	3.6703772	1.092
chr17_69862246_69968790	0.0187716	1	0.0071832607	4.1562835	3.407
chr17_69968790_70038583	0.0429843	1	0.0026650237	3.8892279	0.7307
chr17_70038583_70106475	0.0441878	2	0.008218936	4.7142773	4.4335
chr17_70106475_70183333	0.052044	3	0.032740031	5.5031372	1.6264
chr17_70183333_70205139	0.0458589	1	0.0062521019	3.9572223	0.8255
chr17_70205139_70241529	0.0274801	1	0.0037098104	3.7413139	0.4672
chr17_70241529_70260389	0.0530223	0	0.00044185224	3.6306098	0.4242
chr17_70260389_70345926	0.0116908	0	0.0027005857	3.7189899	2.1745
chr17_70345926_70414099	0.0146686	1	0.0031635203	3.7273604	0.8214
chr17_7035506_7059593	0.124549	3	0.075711656	6.644639	3.4874
chr17_70414099_70533224	0	0	0.0016901014	3.3179778	0.2183
chr17_70533224_70639510	0.00940858	1	0.0014771466	3.2018048	0.0282
chr17_7059593_7131256	0.0279084	2	0.013833266	4.5960635	3.0699
chr17_70639510_70717955	0	0	0.0067945694	3.8551792	0.0637
chr17_70717955_70743189	0	0	0.002047502	3.0813627	0.0396
chr17_70743189_70835922	0.0107836	1	0.005916628	3.8927936	0.9921
chr17_70835922_70886730	0	0	0.0092373904	4.0306556	0.0787
chr17_70886730_70894428	0	0	0.0045466355	4.5449153	0.3897
chr17_70894428_70981803	0	0	0.0048526466	3.5076975	0.8584
chr17_70981803_71012925	0.0321316	1	0.0083220873	3.880342	0.0321
chr17_71012925_71069785	0.0175871	0	0.0058095908	3.8226205	0.1055
chr17_71069785_71107617	0.0264326	0	0.0023260732	3.532431	0.0264
chr17_71107617_71164744	0.0175049	0	0.0072061664	3.8297245	0.035
chr17_71164744_71248151	0.0119894	1	0.0069698387	3.8886731	0.0
chr17_71248151_71311283	0.0158398	1	0.006156413	3.6665384	0.0
chr17_71311283_71332878	0	0	0.0063749325	3.8876327	0.0
chr17_7131256_7138220	0.143596	1	0.0063182079	4.7388577	4.5951
chr17_71332878_71350600	0	0	0.0069969529	4.4473687	0.0
chr17_71350600_71391090	0	0	0.0097966576	4.2879839	0.1235
chr17_7138220_7189231	0.0784145	2	0.012775022	4.4565959	1.8427
chr17_71391090_71462885	0	0	0.012071407	4.5274771	0.1671
chr17_71462885_71474332	0	0	0.010366617	4.324946	0.0
chr17_71474332_71506510	0	0	0.0076035386	3.8875711	0.1554
chr17_71506510_71548412	0	0	0.0071913831	3.5566635	0.0
chr17_71548412_71688696	0.0213852	2	0.0037637934	3.7042396	0.0428
chr17_71688696_71793167	0.00957203	1	0.0033565934	3.585092	0.0
chr17_71793167_71827097	0	0	0.0043324492	4.1363419	0.1179
chr17_71827097_71861548	0.0290267	0	0.013187813	4.4191296	0.2903
chr17_71861548_72018194	0.00638382	0	0.0067796177	4.1945521	1.5896
chr17_7189231_7269290	0.174871	14	0.12597376	9.1583166	1.8486
chr17_72018194_72046913	0.10446	1	0.0065577957	4.6548095	2.8901
chr17_72046913_72057347	0.191681	0	0.0062615807	3.7973455	2.9711
chr17_72057347_72152057	0.0527927	3	0.0242741	4.9992686	1.3093
chr17_72152057_72180132	0.0712378	0	0.016444049	4.2909663	0.0712
chr17_72180132_72218857	0.0516462	0	0.0065590704	3.7353997	0.0258
chr17_72218857_72249575	0.0976626	2	0.013054235	4.008663	0.0977
chr17_72249575_72303520	0.0185374	0	0.0067908672	3.9255023	0.0556
chr17_72303520_72322725	0.0520698	0	0.0025861321	3.6776683	0.0521
chr17_72322725_72376638	0.0370968	1	0.012718021	4.6248502	1.6323
chr17_72376638_72400669	0.0416129	0	0.014869682	5.1188534	2.2471
chr17_72400669_72425982	0.0790108	1	0.01775109	4.9640574	0.079
chr17_72425982_72436369	0.192548	0	0.0045569783	4.1881368	0.1925
chr17_72436369_72477330	0.0244135	0	0.0093015307	4.5152413	0.1709
chr17_72477330_72501729	0.0409853	0	0.0056013225	3.9880997	0.041
chr17_72501729_72570135	0.0146186	0	0.0064468029	3.732706	0.307
chr17_72570135_72580958	0.0923958	0	0.010348332	4.0141433	0.1848
chr17_72580958_72648893	0.0588798	3	0.0080861608	4.089325	1.6928
chr17_72648893_72692497	0.0458674	1	0.0076063358	4.2913212	0.2981
chr17_72692497_72720278	0.0359958	0	0.0085190118	4.5676943	0.8279
chr17_7269290_7298362	0.103192	3	0.086371767	7.4644127	1.9606
chr17_72720278_72750084	0.0335503	0	0.003634615	3.8063918	1.0736
chr17_72750084_72772826	0.0439715	0	0.00032245771	3.9902105	0.8355
chr17_72772826_72807471	0.0288642	0	0.00089479001	3.7895553	0.8948
chr17_72807471_72860801	0.0562535	2	0.0025189074	3.9798082	0.3
chr17_72860801_72913091	0.0191241	0	0.00079683815	3.8796089	0.765
chr17_72913091_72922257	0.109099	0	0.0005818605	3.8976866	3.9276
chr17_72922257_72951037	0.0347464	0	0.0040421589	4.2584602	1.2856
chr17_72951037_73003447	0.0190803	0	0.0021751574	4.3687048	0.0763
chr17_7298362_7341158	0.1402	6	0.12871919	8.1865802	2.9909
chr17_729948_796576	0.135078	9	0.052970723	6.2311842	3.467
chr17_73003447_73045450	0.0238078	0	0.00404733	4.2733187	0.7619
chr17_73045450_73078461	0.0605859	1	0.0033726132	4.6625838	1.3329
chr17_73078461_73089298	0.0922765	0	0.012395804	4.0163277	0.5537
chr17_73089298_73109368	0.0498256	1	0.0066434147	4.3443403	0.6976
chr17_73109368_73125893	0	0	0.00072617247	3.4694386	0.3026
chr17_73125893_73163647	0.0264873	1	0.003266762	3.9888724	1.3773
chr17_73163647_73175510	0.168591	2	0.070667903	7.3280469	0.0843
chr17_73175510_73268116	0.0863875	6	0.030170831	5.0520535	3.4555
chr17_73268116_73299152	0.0322206	0	0.02191004	4.7885409	2.8999
chr17_73299152_73336082	0.0541565	1	0.0087282246	4.8606719	1.3539
chr17_73336082_73357871	0.0458947	0	0.039255282	5.6375625	1.6063
chr17_73357871_73376590	0.0534217	0	0.026265648	4.6144207	0.2671
chr17_73376590_73424710	0.0207814	0	0.050422555	5.0739651	0.8936
chr17_7341158_7361007	0.201521	3	0.12222278	8.2365945	1.5114
chr17_73424710_73450111	0.0393685	0	0.031691666	4.5373172	0.0787
chr17_73450111_73466937	0.0594318	0	0.0085383732	4.067508	0.2377
chr17_73466937_73502931	0.0277824	0	0.0051582671	3.94871	0.3056
chr17_73502931_73522509	0.102155	1	0.013586679	4.4777356	1.992
chr17_73522509_73536278	0.0726269	0	0.0051080931	3.9011636	0.2905
chr17_73536278_73551366	0.0662778	0	0.0040871333	4.4414162	0.6628
chr17_73551366_73611448	0.0166439	0	0.0056589328	4.0096727	2.4467
chr17_7361007_7385114	0.0414817	1	0.030862405	4.6890826	2.5719
chr17_73611448_73658473	0.0425306	2	0.010660996	4.7998428	2.488
chr17_73658473_73693241	0.0287621	1	0.001783249	3.5624443	3.2789
chr17_73693241_73735533	0	0	0.004122135	3.3449014	0.1892
chr17_73735533_73742383	0.145985	1	0.0029683698	3.336404	1.0219
chr17_73742383_73763821	0.0932923	0	0.0051621731	4.0510292	0.9796
chr17_73763821_73829384	0.030505	2	0.0059586454	4.1874483	0.4271
chr17_73829384_73855921	0.0376832	1	0.0022233108	3.5027363	0.3015
chr17_7385114_7411900	0.186665	4	0.090009707	8.3399903	3.1733
chr17_73855921_73876543	0	0	0.0085992306	4.4238641	0.0485
chr17_73876543_73945541	0.0434795	2	0.0019903959	3.5194771	0.1449
chr17_73945541_73982904	0.0267644	1	0.0011062638	3.6164408	0.4282
chr17_73982904_74015280	0	0	0.0066716086	3.91984	0.4324
chr17_74015280_74033761	0	0	0.0025070793	3.8770049	0.5411
chr17_74033761_74053937	0.0495638	0	0.0054189796	3.8270858	0.4461
chr17_74053937_74058585	0.215146	0	7.1715433e-05	2.8745595	0.2151
chr17_74058585_74081908	0.0428761	0	0.0038588518	3.371879	0.1715
chr17_74081908_74145384	0.015754	0	0.0024523704	3.5461414	2.4261
chr17_7411900_7442983	0.353891	9	0.15129385	10.517902	2.3807
chr17_74145384_74172135	0.0373818	1	0.0010840716	3.3307111	1.2336
chr17_74172135_74179276	0	0	0.0038276619	3.5046482	0.4201
chr17_74179276_74202522	0	0	0.0034844704	3.7390314	1.5487
chr17_74202522_74246494	0.0682252	3	0.019133388	4.8518146	2.4561
chr17_74246494_74263124	0.120265	1	0.032210864	4.9086472	4.089
chr17_74263124_74283369	0.0493949	1	0.010669301	4.7480058	3.5564
chr17_74283369_74316005	0.061282	1	0.035145238	4.9582594	3.5544
chr17_74316005_74340085	0.0415282	1	0.010617386	4.2852282	2.907
chr17_74340085_74369940	0.100486	2	0.084698264	6.6140359	1.9762
chr17_74369940_74383701	0.0726691	0	0.034202941	4.3504379	1.2354
chr17_74383701_74415796	0	0	0.003624656	4.1020348	1.589
chr17_74415796_74448517	0.0611228	2	0.042989721	5.9838661	2.3838
chr17_7442983_7509719	0.119875	5	0.10619955	8.187818	3.6262
chr17_74448517_74481886	0.0599359	1	0.011727452	4.2745318	3.4163
chr17_74481886_74502295	0.048998	0	0.0020252503	3.5484422	3.0379
chr17_74502295_74566066	0.0784055	4	0.0090114106	4.0638806	4.673
chr17_74566066_74573505	0.134427	1	0.0060940091	4.1834093	5.2426
chr17_74573505_74613330	0.100439	3	0.0074576271	4.045395	4.7709
chr17_74613330_74640510	0.0367918	1	0.0061074319	3.9359525	3.8631
chr17_74640510_74675211	0.0576352	1	0.0023534384	3.2908346	1.585
chr17_74675211_74701139	0.115705	1	0.0069165895	4.1654344	1.8127
chr17_74701139_74746590	0.0440034	1	0.023835192	4.8606986	1.1221
chr17_74746590_74773600	0.185117	3	0.05189436	7.0550531	1.9993
chr17_74773600_74794424	0.096043	2	0.026779997	5.6722888	3.6977
chr17_74794424_74880187	0.0466402	2	0.050958261	6.1086133	2.5652
chr17_74880187_74934187	0.0555556	3	0.046623457	5.8818641	2.6667
chr17_74934187_75037283	0.0678979	7	0.04370037	5.7776817	3.2203
chr17_75037283_75074086	0.108687	3	0.030812705	5.428457	3.7497
chr17_75074086_75116672	0.0939276	4	0.026331032	5.7022457	5.3069
chr17_7509719_7656976	0.142608	20	0.077411147	6.874588	3.4158
chr17_75116672_75285425	0.0829615	12	0.03581566	5.3872492	3.2177
chr17_75285425_75421263	0.0588937	8	0.010404551	4.7709643	2.8784
chr17_75421263_75576563	0.0386349	6	0.060594548	6.4954616	4.2885
chr17_75576563_75591703	0.0660502	1	0.037274328	5.8059394	9.4452
chr17_75591703_75717411	0.0556846	6	0.053085988	6.3384294	2.5615
chr17_75717411_75749446	0.0312159	1	0.071172155	5.8718508	1.592
chr17_75749446_75829573	0.0873613	5	0.067513655	6.7006732	2.4087
chr17_75829573_75958618	0.0852416	10	0.063949268	6.4037176	2.8672
chr17_75958618_76030186	0.0698636	5	0.058643528	6.1895752	3.6609
chr17_76030186_76103159	0.0822222	5	0.057678868	5.9382868	2.4119
chr17_76103159_76194872	0.0436143	3	0.03243088	5.6022525	2.5514
chr17_76194872_76269450	0.0536351	4	0.01176397	5.2889975	2.9499
chr17_76269450_76320845	0.0778286	2	0.03940072	5.3542757	4.8254
chr17_76320845_76340464	0.101942	1	0.022648113	4.5294705	2.8034
chr17_76340464_76378455	0.0789661	2	0.0095022505	4.8525552	3.764
chr17_76378455_76461980	0.0598623	4	0.043009079	5.7627091	2.6339
chr17_76461980_76491628	0.0674582	0	0.064883522	6.0392114	3.3055
chr17_76491628_76519629	0.035713	1	0.0083449401	4.5220822	3.5713
chr17_76519629_76565019	0.220313	9	0.032371301	6.2563505	3.7233
chr17_76565019_76594075	0.137665	3	0.03583884	5.6973931	5.6443
chr17_7656976_7677806	0.0960154	0	0.040838534	5.7190507	3.0245
chr17_76594075_76623802	0.100918	2	0.0020632197	4.4580171	6.1897
chr17_76623802_76685353	0.0812334	3	0.018082566	4.9423142	3.7367
chr17_76685353_76700678	0.0652529	0	0.0079390973	5.0367878	3.1974
chr17_76700678_76758736	0.189466	11	0.061559131	6.3434812	3.2209
chr17_76758736_76823945	0.0306706	1	0.0083526303	3.9424773	3.0824
chr17_7677806_7724478	0.0857045	4	0.061314421	7.1542799	2.5283
chr17_76823945_76862119	0.0523917	2	0.0025409965	3.7033306	4.7938
chr17_76862119_76896454	0.0291248	1	0.010009223	4.2257682	2.9707
chr17_76896454_76915135	0.0535303	0	0.025533965	4.6252833	4.4965
chr17_76915135_76924364	0.108354	0	0.0017697837	3.8238569	3.1423
chr17_76924364_76939599	0.0656383	0	0.029405973	4.6610595	4.6603
chr17_76939599_76960792	0.141556	1	0.025999151	4.3319295	2.3593
chr17_76960792_76976437	0.127836	2	0.0018536274	3.482573	2.4928
chr17_76976437_77018015	0.0240512	1	0.0013147979	3.6814973	1.3709
chr17_77018015_77038316	0	0	0.0015598575	3.5336134	0.2956
chr17_77038316_77065232	0	0	0.0011764997	3.3155916	0.7431
chr17_77065232_77098889	0.118846	4	0.0042190332	3.8294098	3.4168
chr17_77098889_77137374	0.0519683	0	0.0048936815	4.919533	0.9094
chr17_77137374_77222164	0.0353815	2	0.021649566	5.1662666	3.1372
chr17_77222164_77250425	0	0	0.00066050977	3.6022211	0.46
chr17_7724478_7784864	0.0496804	2	0.065611234	6.1090126	2.1859
chr17_77250425_77309872	0.0504651	3	0.0074520161	4.533522	0.9084
chr17_77309872_77324316	0.0692329	0	0.020885258	5.6569913	1.1077
chr17_77324316_77351099	0.0373371	0	0.0019664215	4.5459949	1.5308
chr17_77351099_77370554	0.0514007	0	0.0055855393	4.4396536	3.1354
chr17_77370554_77396551	0.115398	2	0.016937852	5.4810757	3.5389
chr17_77396551_77428644	0.0623189	1	0.015403151	4.8542021	3.2406
chr17_77428644_77494667	0.0757312	4	0.016746689	4.9598814	0.7573
chr17_77494667_77523766	0.0687309	1	0.0056932082	3.3891883	0.6186
chr17_77523766_77547288	0.0850268	1	0.0051157781	3.7610512	3.146
chr17_77547288_77555585	0.241051	1	0.0031738379	3.3309068	1.6874
chr17_77555585_77604318	0.0820799	3	0.0054925136	3.4184895	2.0315
chr17_77604318_77619738	0.0648508	0	0.0034587116	3.7901057	1.4916
chr17_77619738_77665149	0.0220211	0	0.0012919043	3.1715409	0.1762
chr17_77665149_77688944	0.0420256	0	0.0012607691	3.3061892	0.5884
chr17_77688944_77749291	0.0165708	1	0.0014913749	3.4397343	0.5303
chr17_77749291_77772706	0	0	0.0014378248	3.1188448	0.2135
chr17_77772706_77805200	0	0	0.0020824357	3.44373	0.4924
chr17_77805200_77850585	0	0	0.0025338768	3.6154823	0.5288
chr17_7784864_7818503	0.0297274	0	0.089846111	6.3279137	1.8431
chr17_77850585_77892512	0.023851	1	0.0027905646	3.4777297	1.2164
chr17_77892512_77935929	0.0230325	1	0.0021189857	3.7782307	2.119
chr17_77935929_78029328	0.0214135	2	0.0035939	4.2153337	0.7709
chr17_78029328_78115987	0.0461579	2	0.044019279	5.1308204	1.7655
chr17_78115987_78132581	0.120525	2	0.09196095	7.3392837	3.1939
chr17_78132581_78149622	0.117364	1	0.061166207	6.5059967	4.1664
chr17_78149622_78172138	0.133239	2	0.04009001	5.8842197	4.4413
chr17_78172138_78201555	0.101982	2	0.02237935	5.3828318	4.5552
chr17_7818503_7922256	0.115659	10	0.13381782	9.2862351	2.1011
chr17_78201555_78242684	0.097255	3	0.026445249	5.020194	3.8416
chr17_78242684_78267969	0.158197	3	0.010849647	4.5280111	3.2035
chr17_78267969_78298295	0.032975	1	0.006660951	4.2019449	1.286
chr17_78298295_78332756	0.0290183	1	0.010320846	4.3575253	0.3192
chr17_78332756_78356473	0.0421638	0	0.019859173	5.3786961	0.2951
chr17_78356473_78410611	0.0923566	5	0.039559398	6.0819829	3.3618
chr17_78410611_78451753	0.0486121	0	0.05665743	5.6035279	4.4237
chr17_78451753_78484296	0.0307286	0	0.056233291	4.3483373	1.8744
chr17_78484296_78492202	0.252972	1	0.092798718	5.8740226	3.5416
chr17_78492202_78504290	0.165453	0	0.090668432	5.4219774	3.3091
chr17_78504290_78514196	0.100949	0	0.050137964	4.8159194	1.8171
chr17_78514196_78536742	0.133061	2	0.030012715	4.4307232	3.1935
chr17_78536742_78563686	0.037114	0	0.022738519	4.12142	3.0805
chr17_78563686_78577097	0.0745657	0	0.054656625	4.7624496	0.522
chr17_78577097_78601655	0.0407199	1	0.0027825284	4.1378047	0.4886
chr17_78601655_78642920	0.0242336	1	0.0007997092	3.7530968	1.551
chr17_78642920_78657542	0.0683901	1	0.0019605161	3.9694707	3.7615
chr17_78657542_78806334	0.0268832	3	0.013782103	4.7208558	2.0767
chr17_78806334_78898328	0.0760919	5	0.023048605	4.6197177	2.3915
chr17_78898328_78966230	0.0589084	3	0.006759742	4.2759688	2.8276
chr17_78966230_78980952	0.0679256	1	0.058053706	5.9597809	1.6981
chr17_78980952_79008562	0.0362188	0	0.029614874	4.6434609	3.6581
chr17_79008562_79045314	0.0816282	3	0.013368887	4.8639994	3.3195
chr17_79045314_79084970	0.0504337	1	0.033412346	4.7683163	3.2025
chr17_79084970_79101004	0.124735	0	0.054592325	5.8965624	3.8668
chr17_79101004_79141836	0.0489812	1	0.01506988	3.7359656	0.8572
chr17_79141836_79154402	0.0795798	0	0.0022812881	3.1432426	0.3979
chr17_79154402_79198820	0.0225134	0	0.0095006529	4.3045789	0.4503
chr17_79198820_79215229	0.0609422	0	0.0020923477	3.616047	0.3657
chr17_79215229_79229491	0.0701164	0	0.003038377	3.6732644	0.2103
chr17_7922256_8025391	0.0678722	7	0.04870962	5.8744839	3.1997
chr17_79229491_79243223	0.0728226	0	0.0024274201	3.2383742	0.4369
chr17_79243223_79265094	0.0457226	0	0.00155457	3.2829635	0.4115
chr17_79265094_79276179	0.090212	0	0.0013832506	3.6116447	0.6315
chr17_79276179_79302071	0.038622	0	0.0014933828	3.3630389	1.7766
chr17_79302071_79314371	0.0813008	0	0.003902439	3.6752047	0.813
chr17_79314371_79330700	0.0612407	0	0.0029191418	3.3914791	0.6736
chr17_79330700_79363102	0.0308623	0	0.0012550666	3.3023818	0.0926
chr17_79363102_79380841	0.056373	0	0.001597234	3.0257425	0.2819
chr17_79380841_79389180	0.119918	0	0.00031978255	2.4952888	0.5996
chr17_79389180_79404450	0.0654879	0	0.0020956123	2.7808324	0.1965
chr17_79404450_79415165	0.0933271	0	0.0012754705	3.1716994	0.7466
chr17_79415165_79453449	0.0261206	0	0.00072266917	3.080742	0.3918
chr17_79453449_79477449	0.0416667	0	0.0035555556	2.9933304	0.1667
